CHILDCODE	NONFODR5	BGHTR5	SPYRR5	SPNMR5
181058	2	1	300	 
181058	3	0	 	 
181058	4	0	 	 
181058	5	1	70	 
181058	6	1	45	 
181058	7	1	150	1
181058	8	1	150	0
181058	9	0	 	 
181058	10	1	80	0
181058	11	1	30	1
181058	12	1	40	1
181058	13	0	 	 
181058	15	1	250	1
181058	16	0	 	 
181058	17	0	 	 
181058	18	1	40	0
181058	19	0	 	 
181058	20	0	 	 
181058	21	0	 	 
181058	22	1	300	0
181058	23	0	 	 
181058	24	1	2000	0
181058	25	0	 	 
181058	26	1	500	0
181058	27	0	 	 
181058	28	1	10	0
181058	29	0	 	 
181058	30	0	 	 
181058	31	1	400	 
181059	1	1	160	 
181059	2	1	160	 
181059	3	1	100	0
181059	4	1	120	4
181059	5	1	45	 
181059	6	1	40	 
181059	7	1	140	0
181059	8	1	240	4
181059	9	1	200	4
181059	10	1	200	0
181059	11	0	 	 
181059	12	1	70	2
181059	13	0	 	 
181059	15	1	400	2
181059	16	0	 	 
181059	17	1	100	4
181059	18	1	50	4
181059	19	1	20	2
181059	20	0	 	 
181059	21	0	 	 
181059	22	0	 	 
181059	23	0	 	 
181059	24	1	300	0
181059	25	0	 	 
181059	26	1	1500	0
181059	27	1	400	0
181059	28	1	20	0
181059	29	0	 	 
181059	30	0	 	 
181059	31	0	 	 
181060	1	0	 	 
181060	2	0	 	 
181060	3	0	 	 
181060	4	0	 	 
181060	5	1	80	 
181060	6	1	50	 
181060	7	1	50	0
181060	8	1	80	1
181060	9	1	600	1
181060	10	1	300	0
181060	11	1	200	1
181060	12	1	35	1
181060	13	0	 	 
181060	15	1	500	1
181060	16	0	 	 
181060	17	0	 	 
181060	18	1	10	1
181060	19	1	15	1
181060	20	0	 	 
181060	21	1	2	0
181060	22	0	 	 
181060	23	0	 	 
181060	24	0	 	 
181060	25	1	1000	0
181060	26	0	 	 
181060	27	0	 	 
181060	28	0	 	 
181060	29	0	 	 
181060	30	1	250	 
181060	31	1	500	 
181061	1	1	100	 
181061	2	1	400	 
181061	3	1	200	0
181061	4	1	300	2
181061	5	1	120	 
181061	6	1	100	 
181061	7	1	80	0
181061	8	1	80	2
181061	9	1	300	2
181061	10	1	140	0
181061	11	1	80	1
181061	12	0	 	 
181061	13	0	 	 
181061	15	1	500	0
181061	16	0	 	 
181061	17	1	200	0
181061	18	1	100	0
181061	19	0	 	 
181061	20	0	 	 
181061	21	0	 	 
181061	22	0	 	 
181061	23	0	 	 
181061	24	1	110	0
181061	25	1	6000	0
181061	26	0	 	 
181061	27	0	 	 
181061	28	0	 	 
181061	29	0	 	 
181061	30	0	 	 
181061	31	0	 	 
181062	1	1	120	 
181062	2	1	200	 
181062	3	0	 	 
181062	4	1	300	4
181062	5	1	80	 
181062	6	1	120	 
181062	7	0	 	 
181062	8	1	150	4
181062	9	1	140	4
181062	10	0	 	 
181062	11	1	80	4
181062	12	0	 	 
181062	13	1	200	4
181062	15	1	300	4
181062	16	0	 	 
181062	17	0	 	 
181062	18	0	 	 
181062	19	0	 	 
181062	20	0	 	 
181062	21	0	 	 
181062	22	0	 	 
181062	23	0	 	 
181062	24	1	600	0
181062	25	0	 	 
181062	26	0	 	 
181062	27	1	180	0
181062	28	0	 	 
181062	29	0	 	 
181062	30	0	 	 
181062	31	0	 	 
181063	1	0	 	 
181063	2	0	 	 
181063	3	1	50	0
181063	4	1	150	1
181063	5	0	 	 
181063	6	0	 	 
181063	7	1	35	0
181063	8	1	120	1
181063	9	1	150	1
181063	10	0	 	 
181063	11	0	 	 
181063	12	1	50	1
181063	13	0	 	 
181063	15	1	150	1
181063	16	0	 	 
181063	17	0	 	 
181063	18	0	 	 
181063	19	0	 	 
181063	20	0	 	 
181063	21	0	 	 
181063	22	0	 	 
181063	23	0	 	 
181063	24	0	 	 
181063	25	0	 	 
181063	26	1	10000	0
181063	27	0	 	 
181063	28	0	 	 
181063	29	0	 	 
181063	30	0	 	 
181063	31	0	 	 
181064	1	 	 	 
181064	2	 	 	 
181064	3	 	 	 
181064	4	 	 	 
181064	5	 	 	 
181064	6	 	 	 
181064	7	 	 	 
181064	8	 	 	 
181064	9	 	 	 
181064	10	 	 	 
181064	11	 	 	 
181064	12	 	 	 
181064	13	 	 	 
181064	15	 	 	 
181064	16	 	 	 
181064	17	 	 	 
181064	18	 	 	 
181064	19	 	 	 
181064	20	 	 	 
181064	21	 	 	 
181064	22	 	 	 
181064	23	 	 	 
181064	24	 	 	 
181064	25	 	 	 
181064	26	 	 	 
181064	27	 	 	 
181064	28	 	 	 
181064	29	 	 	 
181064	30	 	 	 
181064	31	 	 	 
181065	1	0	 	 
181065	2	0	 	 
181065	3	0	 	 
181065	4	0	 	 
181065	5	0	 	 
181065	6	0	 	 
181065	7	1	90	4
181065	8	1	120	0
181065	9	0	 	 
181065	10	0	 	 
181065	11	0	 	 
181065	12	1	50	1
181065	13	0	 	 
181065	15	1	240	1
181065	16	0	 	 
181065	17	0	 	 
181065	18	0	 	 
181065	19	0	 	 
181065	20	1	70	0
181065	21	0	 	 
181065	22	0	 	 
181065	23	0	 	 
181065	24	0	 	 
181065	25	0	 	 
181065	26	0	 	 
181065	27	0	 	 
181065	28	0	 	 
181065	29	0	 	 
181065	30	1	80	 
181065	31	1	130	 
181066	1	1	200	 
181066	2	1	150	 
181066	3	1	350	0
181066	4	1	350	4
181066	5	1	80	 
181066	6	1	80	 
181066	7	1	60	0
181066	8	1	50	4
181066	9	1	300	4
181066	10	1	120	0
181066	11	1	110	2
181066	12	1	50	2
181066	13	0	 	 
181066	15	1	500	2
181066	16	0	 	 
181066	17	1	150	0
181066	18	1	2500	0
181066	19	0	 	 
181066	20	1	300	0
181066	21	0	 	 
181066	22	1	500	1
181066	23	1	850	0
181066	24	1	5	0
181066	25	1	3000	0
181066	26	0	 	 
181066	27	1	300	0
181066	28	1	280	0
181066	29	0	 	 
181066	30	0	 	 
181066	31	0	 	 
181067	1	1	300	 
181067	2	1	300	 
181067	3	1	340	2
181067	4	1	310	0
181067	5	1	80	 
181067	6	1	120	 
181067	7	1	80	4
181067	8	1	70	0
181067	9	1	120	1
181067	10	1	140	4
181067	11	1	55	1
181067	12	0	 	 
181067	13	1	450	4
181067	15	1	250	1
181067	16	0	 	 
181067	17	0	 	 
181067	18	0	 	 
181067	19	0	 	 
181067	20	0	 	 
181067	21	0	 	 
181067	22	0	 	 
181067	23	0	 	 
181067	24	1	120	0
181067	25	0	 	 
181067	26	0	 	 
181067	27	1	1500	0
181067	28	0	 	 
181067	29	0	 	 
181067	30	0	 	 
181067	31	0	 	 
181068	1	0	 	 
181068	2	0	 	 
181068	3	1	120	4
181068	4	0	 	 
181068	5	1	60	 
181068	6	1	200	 
181068	7	1	160	4
181068	8	0	 	 
181068	9	0	 	 
181068	10	1	100	4
181068	11	0	 	 
181068	12	1	140	4
181068	13	0	 	 
181068	15	1	180	4
181068	16	0	 	 
181068	17	0	 	 
181068	18	0	 	 
181068	19	0	 	 
181068	20	0	 	 
181068	21	0	 	 
181068	22	0	 	 
181068	23	0	 	 
181068	24	1	1570	0
181068	25	0	 	 
181068	26	0	 	 
181068	27	0	 	 
181068	28	0	 	 
181068	29	1	4200	0
181068	30	1	500	 
181068	31	0	 	 
181069	1	0	 	 
181069	2	0	 	 
181069	3	0	 	 
181069	4	0	 	 
181069	5	1	150	 
181069	6	1	140	 
181069	7	1	400	2
181069	8	1	150	0
181069	9	0	 	 
181069	10	1	150	4
181069	11	0	 	 
181069	12	1	80	2
181069	13	0	 	 
181069	15	1	400	2
181069	16	0	 	 
181069	17	0	 	 
181069	18	1	30	0
181069	19	0	 	 
181069	20	0	 	 
181069	21	0	 	 
181069	22	0	 	 
181069	23	0	 	 
181069	24	1	600	0
181069	25	1	1800	0
181069	26	0	 	 
181069	27	1	20	0
181069	28	1	300	0
181069	29	0	 	 
181069	30	1	600	 
181069	31	1	1300	 
181070	1	1	100	 
181070	2	1	150	 
181070	3	1	150	4
181070	4	0	 	 
181070	5	0	 	 
181070	6	1	55	 
181070	7	1	90	4
181070	8	0	 	 
181070	9	0	 	 
181070	10	1	120	4
181070	11	0	 	 
181070	12	1	15	4
181070	13	0	 	 
181070	15	1	110	4
181070	16	0	 	 
181070	17	1	40	0
181070	18	1	600	0
181070	19	0	 	 
181070	20	0	 	 
181070	21	1	15	4
181070	22	0	 	 
181070	23	0	 	 
181070	24	0	 	 
181070	25	0	 	 
181070	26	0	 	 
181070	27	0	 	 
181070	28	0	 	 
181070	29	0	 	 
181070	30	0	 	 
181070	31	0	 	 
181071	1	1	150	 
181071	2	1	140	 
181071	3	0	 	 
181071	4	1	210	0
181071	5	1	150	 
181071	6	0	 	 
181071	7	1	120	4
181071	8	1	100	4
181071	9	1	65	4
181071	10	1	83	4
181071	11	1	30	2
181071	12	1	50	2
181071	13	0	 	 
181071	15	1	440	2
181071	16	0	 	 
181071	17	0	 	 
181071	18	1	80	1
181071	19	0	 	 
181071	20	0	 	 
181071	21	0	 	 
181071	22	0	 	 
181071	23	0	 	 
181071	24	0	 	 
181071	25	0	 	 
181071	26	0	 	 
181071	27	0	 	 
181071	28	0	 	 
181071	29	0	 	 
181071	30	0	 	 
181071	31	0	 	 
181072	1	0	 	 
181072	2	0	 	 
181072	3	1	180	0
181072	4	1	160	4
181072	5	1	50	 
181072	6	0	 	 
181072	7	1	90	0
181072	8	1	50	4
181072	9	1	80	4
181072	10	1	80	0
181072	11	0	 	 
181072	12	1	40	2
181072	13	0	 	 
181072	15	1	300	1
181072	16	0	 	 
181072	17	1	200	0
181072	18	0	 	 
181072	19	0	 	 
181072	20	0	 	 
181072	21	0	 	 
181072	22	0	 	 
181072	23	1	100	0
181072	24	1	300	0
181072	25	0	 	 
181072	26	1	600	0
181072	27	1	400	0
181072	28	1	20	0
181072	29	0	 	 
181072	30	0	 	 
181072	31	0	 	 
181073	1	0	 	 
181073	2	0	 	 
181073	3	0	 	 
181073	4	0	 	 
181073	5	1	80	 
181073	6	1	70	 
181073	7	0	 	 
181073	8	1	400	1
181073	9	1	600	1
181073	10	0	 	 
181073	11	0	 	 
181073	12	1	25	1
181073	13	0	 	 
181073	15	1	500	1
181073	16	0	 	 
181073	17	0	 	 
181073	18	1	20	1
181073	19	1	30	1
181073	20	0	 	 
181073	21	1	20	0
181073	22	1	400	1
181073	23	0	 	 
181073	24	0	 	 
181073	25	0	 	 
181073	26	1	2030	0
181073	27	0	 	 
181073	28	0	 	 
181073	29	1	300	0
181073	30	1	500	 
181073	31	1	200	 
181074	1	0	 	 
181074	2	0	 	 
181074	3	0	 	 
181074	4	0	 	 
181074	5	1	80	 
181074	6	1	90	 
181074	7	1	140	1
181074	8	1	50	0
181074	9	1	65	0
181074	10	0	 	 
181074	11	0	 	 
181074	12	1	35	2
181074	13	0	 	 
181074	15	0	 	 
181074	16	0	 	 
181074	17	0	 	 
181074	18	1	100	1
181074	19	0	 	 
181074	20	1	250	2
181074	21	0	 	 
181074	22	0	 	 
181074	23	0	 	 
181074	24	0	 	 
181074	25	0	 	 
181074	26	0	 	 
181074	27	0	 	 
181074	28	0	 	 
181074	29	0	 	 
181074	30	1	300	 
181074	31	1	450	 
181075	1	0	 	 
181075	2	0	 	 
181075	3	0	 	 
181075	4	1	200	1
181075	5	1	80	 
181075	6	1	80	 
181075	7	0	 	 
181075	8	1	250	3
181075	9	0	 	 
181075	10	0	 	 
181075	11	0	 	 
181075	12	1	80	2
181075	13	0	 	 
181075	15	1	400	1
181075	16	0	 	 
181075	17	1	300	0
181075	18	0	 	 
181075	19	0	 	 
181075	20	0	 	 
181075	21	0	 	 
181075	22	0	 	 
181075	23	0	 	 
181075	24	0	 	 
181075	25	1	1000	0
181075	26	0	 	 
181075	27	0	 	 
181075	28	0	 	 
181075	29	0	 	 
181075	30	1	150	 
181075	31	0	 	 
181076	1	0	 	 
181076	2	0	 	 
181076	3	0	 	 
181076	4	1	60	4
181076	5	1	0	 
181076	6	1	50	 
181076	7	0	 	 
181076	8	1	70	4
181076	9	1	120	4
181076	10	0	 	 
181076	11	0	 	 
181076	12	1	15	4
181076	13	0	 	 
181076	15	1	200	4
181076	16	0	 	 
181076	17	0	 	 
181076	18	0	 	 
181076	19	0	 	 
181076	20	0	 	 
181076	21	0	 	 
181076	22	0	 	 
181076	23	0	 	 
181076	24	1	120	4
181076	25	0	 	 
181076	26	0	 	 
181076	27	1	15	4
181076	28	0	 	 
181076	29	1	1600	0
181076	30	1	138	 
181076	31	0	 	 
181077	1	1	200	 
181077	2	1	200	 
181077	3	1	160	0
181077	4	1	500	1
181077	5	1	20	 
181077	6	1	10	 
181077	7	1	100	0
181077	8	1	180	1
181077	9	1	300	1
181077	10	1	150	0
181077	11	1	50	0
181077	12	0	 	 
181077	13	0	 	 
181077	15	1	500	1
181077	16	0	 	 
181077	17	0	 	 
181077	18	1	40	0
181077	19	0	 	 
181077	20	0	 	 
181077	21	0	 	 
181077	22	0	 	 
181077	23	0	 	 
181077	24	0	 	 
181077	25	1	500	0
181077	26	1	1080	1
181077	27	1	300	0
181077	28	0	 	 
181077	29	0	 	 
181077	30	0	 	 
181077	31	1	180	 
181078	1	0	 	 
181078	2	0	 	 
181078	3	1	100	0
181078	4	0	 	 
181078	5	0	 	 
181078	6	0	 	 
181078	7	1	69	0
181078	8	0	 	 
181078	9	0	 	 
181078	10	1	80	0
181078	11	1	10	0
181078	12	0	 	 
181078	13	0	 	 
181078	15	1	100	0
181078	16	0	 	 
181078	17	0	 	 
181078	18	0	 	 
181078	19	0	 	 
181078	20	0	 	 
181078	21	0	 	 
181078	22	0	 	 
181078	23	0	 	 
181078	24	1	530	0
181078	25	0	 	 
181078	26	0	 	 
181078	27	0	 	 
181078	28	0	 	 
181078	29	0	 	 
181078	30	0	 	 
181078	31	1	100	 
181080	1	0	 	 
181080	2	0	 	 
181080	3	0	 	 
181080	4	0	 	 
181080	5	1	90	 
181080	6	1	70	 
181080	7	1	150	2
181080	8	1	100	0
181080	9	1	300	0
181080	10	1	600	2
181080	11	0	 	 
181080	12	1	115	1
181080	13	0	 	 
181080	15	1	500	1
181080	16	0	 	 
181080	17	0	 	 
181080	18	1	120	1
181080	19	0	 	 
181080	20	1	150	1
181080	21	0	 	 
181080	22	0	 	 
181080	23	0	 	 
181080	24	0	 	 
181080	25	0	 	 
181080	26	0	 	 
181080	27	0	 	 
181080	28	0	 	 
181080	29	0	 	 
181080	30	1	400	 
181080	31	1	350	 
181081	1	1	70	 
181081	2	1	100	 
181081	3	1	120	0
181081	4	1	300	2
181081	5	1	90	 
181081	6	1	80	 
181081	7	0	 	 
181081	8	1	280	2
181081	9	1	95	2
181081	10	0	 	 
181081	11	0	 	 
181081	12	1	65	3
181081	13	0	 	 
181081	15	1	90	2
181081	16	0	 	 
181081	17	0	 	 
181081	18	0	 	 
181081	19	0	 	 
181081	20	0	 	 
181081	21	0	 	 
181081	22	1	200	2
181081	23	0	 	 
181081	24	1	100	0
181081	25	0	 	 
181081	26	0	 	 
181081	27	1	800	0
181081	28	1	12	0
181081	29	0	 	 
181081	30	0	 	 
181081	31	0	 	 
181082	1	0	 	 
181082	2	0	 	 
181082	3	1	400	0
181082	4	1	500	1
181082	5	1	100	 
181082	6	1	100	 
181082	7	1	300	0
181082	8	1	300	1
181082	9	0	 	 
181082	10	0	 	 
181082	11	0	 	 
181082	12	1	30	1
181082	13	0	 	 
181082	15	1	300	1
181082	16	0	 	 
181082	17	0	 	 
181082	18	1	100	0
181082	19	0	 	 
181082	20	0	 	 
181082	21	0	 	 
181082	22	0	 	 
181082	23	0	 	 
181082	24	1	1200	0
181082	25	0	 	 
181082	26	0	 	 
181082	27	1	120	0
181082	28	0	 	 
181082	29	1	960	0
181082	30	1	600	 
181082	31	0	 	 
181083	1	1	300	 
181083	2	1	120	 
181083	3	1	240	0
181083	4	1	200	1
181083	5	1	70	 
181083	6	1	80	 
181083	7	1	120	0
181083	8	1	200	1
181083	9	1	400	1
181083	10	1	200	0
181083	11	0	 	 
181083	12	1	60	1
181083	13	0	 	 
181083	15	1	400	1
181083	16	0	 	 
181083	17	0	 	 
181083	18	0	 	 
181083	19	0	 	 
181083	20	0	 	 
181083	21	0	 	 
181083	22	0	 	 
181083	23	0	 	 
181083	24	0	 	 
181083	25	0	 	 
181083	26	1	500	0
181083	27	0	 	 
181083	28	0	 	 
181083	29	0	 	 
181083	30	0	 	 
181083	31	0	 	 
181084	1	0	 	 
181084	2	0	 	 
181084	3	0	 	 
181084	4	0	 	 
181084	5	1	50	 
181084	6	1	40	 
181084	7	1	200	1
181084	8	1	100	0
181084	9	1	80	0
181084	10	0	 	 
181084	11	0	 	 
181084	12	1	110	1
181084	13	0	 	 
181084	15	1	400	1
181084	16	0	 	 
181084	17	0	 	 
181084	18	1	120	0
181084	19	0	 	 
181084	20	1	250	1
181084	21	0	 	 
181084	22	0	 	 
181084	23	0	 	 
181084	24	1	600	0
181084	25	0	 	 
181084	26	0	 	 
181084	27	1	400	0
181084	28	1	1500	0
181084	29	0	 	 
181084	30	1	180	 
181084	31	1	420	 
181086	1	1	500	 
181086	2	1	400	 
181086	3	1	600	1
181086	4	0	 	 
181086	5	1	300	 
181086	6	1	400	 
181086	7	1	200	2
181086	8	0	 	 
181086	9	0	 	 
181086	10	1	300	2
181086	11	1	1100	0
181086	12	1	30	4
181086	13	0	 	 
181086	15	1	400	2
181086	16	0	 	 
181086	17	0	 	 
181086	18	1	350	0
181086	19	0	 	 
181086	20	1	200	0
181086	21	0	 	 
181086	22	0	 	 
181086	23	0	 	 
181086	24	0	 	 
181086	25	1	500	0
181086	26	0	 	 
181086	27	0	 	 
181086	28	0	 	 
181086	29	0	 	 
181086	30	0	 	 
181086	31	0	 	 
181087	1	0	 	 
181087	2	0	 	 
181087	3	0	 	 
181087	4	0	 	 
181087	5	1	80	 
181087	6	0	 	 
181087	7	1	150	2
181087	8	1	35	0
181087	9	0	 	 
181087	10	0	 	 
181087	11	0	 	 
181087	12	1	45	2
181087	13	0	 	 
181087	15	1	500	2
181087	16	0	 	 
181087	17	1	40	0
181087	18	1	200	1
181087	19	0	 	 
181087	20	0	 	 
181087	21	0	 	 
181087	22	0	 	 
181087	23	0	 	 
181087	24	1	640	0
181087	25	0	 	 
181087	26	0	 	 
181087	27	1	205	0
181087	28	0	 	 
181087	29	0	 	 
181087	30	1	100	 
181087	31	1	400	 
181088	1	1	100	 
181088	2	1	120	 
181088	3	0	 	 
181088	4	1	120	3
181088	5	1	10	 
181088	6	1	10	 
181088	7	0	 	 
181088	8	1	150	1
181088	9	1	300	1
181088	10	0	 	 
181088	11	0	 	 
181088	12	1	35	1
181088	13	0	 	 
181088	15	1	300	1
181088	16	0	 	 
181088	17	0	 	 
181088	18	0	 	 
181088	19	0	 	 
181088	20	0	 	 
181088	21	0	 	 
181088	22	0	 	 
181088	23	1	4500	0
181088	24	1	180	0
181088	25	0	 	 
181088	26	0	 	 
181088	27	1	500	0
181088	28	0	 	 
181088	29	0	 	 
181088	30	0	 	 
181088	31	0	 	 
181089	1	0	 	 
181089	2	1	40	 
181089	3	1	180	0
181089	4	1	160	2
181089	5	0	 	 
181089	6	1	15	 
181089	7	1	80	0
181089	8	1	140	2
181089	9	1	180	1
181089	10	1	180	0
181089	11	1	55	1
181089	12	0	 	 
181089	13	0	 	 
181089	15	1	400	1
181089	16	0	 	 
181089	17	0	 	 
181089	18	1	40	0
181089	19	0	 	 
181089	20	0	 	 
181089	21	0	 	 
181089	22	0	 	 
181089	23	0	 	 
181089	24	1	500	0
181089	25	1	300	0
181089	26	0	 	 
181089	27	0	 	 
181089	28	0	 	 
181089	29	0	 	 
181089	30	0	 	 
181089	31	0	 	 
181090	1	1	80	 
181090	2	1	100	 
181090	3	1	200	1
181090	4	0	 	 
181090	5	0	 	 
181090	6	0	 	 
181090	7	1	250	2
181090	8	0	 	 
181090	9	0	 	 
181090	10	1	400	2
181090	11	0	 	 
181090	12	1	20	1
181090	13	0	 	 
181090	15	1	300	2
181090	16	0	 	 
181090	17	0	 	 
181090	18	1	100	0
181090	19	0	 	 
181090	20	0	 	 
181090	21	0	 	 
181090	22	0	 	 
181090	23	0	 	 
181090	24	0	 	 
181090	25	0	 	 
181090	26	0	 	 
181090	27	0	 	 
181090	28	0	 	 
181090	29	0	 	 
181090	30	0	 	 
181090	31	0	 	 
181091	1	0	 	 
181091	2	0	 	 
181091	3	1	160	0
181091	4	1	300	2
181091	5	1	80	 
181091	6	1	80	 
181091	7	1	150	0
181091	8	1	600	2
181091	9	1	200	2
181091	10	1	120	0
181091	11	0	 	 
181091	12	1	35	3
181091	13	0	 	 
181091	15	1	450	1
181091	16	0	 	 
181091	17	0	 	 
181091	18	0	 	 
181091	19	0	 	 
181091	20	0	 	 
181091	21	0	 	 
181091	22	0	 	 
181091	23	0	 	 
181091	24	1	3000	0
181091	25	0	 	 
181091	26	0	 	 
181091	27	1	120	4
181091	28	0	 	 
181091	29	1	750	0
181091	30	1	600	 
181091	31	0	 	 
181092	1	1	500	 
181092	2	1	1000	 
181092	3	1	500	1
181092	4	1	800	0
181092	5	1	200	 
181092	6	1	0	 
181092	7	1	100	1
181092	8	1	100	0
181092	9	1	500	0
181092	10	1	500	1
181092	11	0	 	 
181092	12	1	30	1
181092	13	0	 	 
181092	15	1	600	1
181092	16	0	 	 
181092	17	0	 	 
181092	18	1	20	1
181092	19	1	50	1
181092	20	0	 	 
181092	21	1	5	1
181092	22	0	 	 
181092	23	0	 	 
181092	24	0	 	 
181092	25	0	 	 
181092	26	0	 	 
181092	27	0	 	 
181092	28	0	 	 
181092	29	0	 	 
181092	30	0	 	 
181092	31	0	 	 
181093	1	0	 	 
181093	2	1	100	 
181093	3	1	100	4
181093	4	0	 	 
181093	5	0	 	 
181093	6	1	5	 
181093	7	1	40	4
181093	8	0	 	 
181093	9	0	 	 
181093	10	0	 	 
181093	11	1	10	4
181093	12	0	 	 
181093	13	0	 	 
181093	15	1	40	4
181093	16	0	 	 
181093	17	0	 	 
181093	18	0	 	 
181093	19	0	 	 
181093	20	0	 	 
181093	21	0	 	 
181093	22	0	 	 
181093	23	0	 	 
181093	24	0	 	 
181093	25	0	 	 
181093	26	0	 	 
181093	27	0	 	 
181093	28	0	 	 
181093	29	0	 	 
181093	30	1	100	 
181093	31	1	100	 
181094	1	1	200	 
181094	2	1	400	 
181094	3	1	400	1
181094	4	1	120	0
181094	5	1	240	 
181094	6	1	100	 
181094	7	1	270	0
181094	8	1	100	4
181094	9	1	80	4
181094	10	1	30	0
181094	11	1	50	1
181094	12	0	 	 
181094	13	0	 	 
181094	15	1	500	1
181094	16	0	 	 
181094	17	0	 	 
181094	18	0	 	 
181094	19	0	 	 
181094	20	0	 	 
181094	21	0	 	 
181094	22	1	3600	2
181094	23	0	 	 
181094	24	1	300	0
181094	25	0	 	 
181094	26	0	 	 
181094	27	1	3000	0
181094	28	0	 	 
181094	29	0	 	 
181094	30	0	 	 
181094	31	0	 	 
181095	1	0	 	 
181095	2	0	 	 
181095	3	0	 	 
181095	4	0	 	 
181095	5	1	45	 
181095	6	0	 	 
181095	7	1	45	4
181095	8	0	 	 
181095	9	0	 	 
181095	10	1	120	4
181095	11	0	 	 
181095	12	1	30	4
181095	13	0	 	 
181095	15	1	80	4
181095	16	0	 	 
181095	17	0	 	 
181095	18	1	260	3
181095	19	0	 	 
181095	20	0	 	 
181095	21	0	 	 
181095	22	0	 	 
181095	23	0	 	 
181095	24	0	 	 
181095	25	0	 	 
181095	26	1	2000	0
181095	27	0	 	 
181095	28	0	 	 
181095	29	0	 	 
181095	30	1	400	 
181095	31	1	450	 
181096	1	0	 	 
181096	2	0	 	 
181096	3	0	 	 
181096	4	0	 	 
181096	5	0	 	 
181096	6	0	 	 
181096	7	1	70	0
181096	8	1	80	4
181096	9	1	50	4
181096	10	1	45	0
181096	11	0	 	 
181096	12	1	85	2
181096	13	0	 	 
181096	15	1	200	2
181096	16	0	 	 
181096	17	0	 	 
181096	18	0	 	 
181096	19	0	 	 
181096	20	0	 	 
181096	21	0	 	 
181096	22	0	 	 
181096	23	0	 	 
181096	24	0	 	 
181096	25	0	 	 
181096	26	0	 	 
181096	27	0	 	 
181096	28	0	 	 
181096	29	0	 	 
181096	30	0	 	 
181096	31	1	200	 
181097	1	1	150	 
181097	2	1	300	 
181097	3	1	300	4
181097	4	1	400	0
181097	5	1	100	 
181097	6	1	65	 
181097	7	1	300	4
181097	8	1	300	0
181097	9	0	 	 
181097	10	1	50	4
181097	11	0	 	 
181097	12	1	15	4
181097	13	0	 	 
181097	15	1	250	1
181097	16	0	 	 
181097	17	0	 	 
181097	18	0	 	 
181097	19	0	 	 
181097	20	0	 	 
181097	21	0	 	 
181097	22	0	 	 
181097	23	1	250	0
181097	24	1	12	0
181097	25	0	 	 
181097	26	0	 	 
181097	27	1	150	0
181097	28	1	400	0
181097	29	1	2660	0
181097	30	0	 	 
181097	31	0	 	 
181098	1	0	 	 
181098	2	1	40	 
181098	3	1	180	0
181098	4	1	100	4
181098	5	0	 	 
181098	6	1	50	 
181098	7	1	115	0
181098	8	1	90	4
181098	9	1	90	4
181098	10	0	 	 
181098	11	1	10	0
181098	12	0	 	 
181098	13	0	 	 
181098	15	1	80	0
181098	16	0	 	 
181098	17	0	 	 
181098	18	1	20	0
181098	19	0	 	 
181098	20	0	 	 
181098	21	0	 	 
181098	22	0	 	 
181098	23	0	 	 
181098	24	0	 	 
181098	25	0	 	 
181098	26	0	 	 
181098	27	0	 	 
181098	28	0	 	 
181098	29	0	 	 
181098	30	0	 	 
181098	31	0	 	 
181099	1	0	 	 
181099	2	0	 	 
181099	3	1	100	0
181099	4	1	100	1
181099	5	0	 	 
181099	6	0	 	 
181099	7	1	150	0
181099	8	1	150	1
181099	9	1	100	4
181099	10	0	 	 
181099	11	0	 	 
181099	12	1	10	4
181099	13	0	 	 
181099	15	1	120	4
181099	16	0	 	 
181099	17	0	 	 
181099	18	0	 	 
181099	19	0	 	 
181099	20	0	 	 
181099	21	0	 	 
181099	22	0	 	 
181099	23	0	 	 
181099	24	0	 	 
181099	25	0	 	 
181099	26	0	 	 
181099	27	0	 	 
181099	28	0	 	 
181099	29	1	1180	1
181099	30	0	 	 
181099	31	0	 	 
181100	1	1	300	 
181100	2	1	300	 
181100	3	1	500	1
181100	4	0	 	 
181100	5	1	50	 
181100	6	1	70	 
181100	7	1	300	1
181100	8	0	 	 
181100	9	0	 	 
181100	10	1	300	1
181100	11	1	25	1
181100	12	0	 	 
181100	13	0	 	 
181100	15	1	300	1
181100	16	0	 	 
181100	17	0	 	 
181100	18	0	 	 
181100	19	0	 	 
181100	20	0	 	 
181100	21	0	 	 
181100	22	0	 	 
181100	23	0	 	 
181100	24	1	240	0
181100	25	1	19000	0
181100	26	1	900	0
181100	27	1	660	0
181100	28	0	 	 
181100	29	0	 	 
181100	30	1	600	 
181100	31	1	500	 
181101	1	1	150	 
181101	2	1	200	 
181101	3	1	60	0
181101	4	1	200	2
181101	5	1	80	 
181101	6	1	70	 
181101	7	1	80	0
181101	8	1	250	2
181101	9	1	180	2
181101	10	1	260	0
181101	11	1	100	1
181101	12	0	 	 
181101	13	0	 	 
181101	15	1	300	1
181101	16	0	 	 
181101	17	0	 	 
181101	18	0	 	 
181101	19	0	 	 
181101	20	0	 	 
181101	21	0	 	 
181101	22	0	 	 
181101	23	0	 	 
181101	24	1	120	0
181101	25	0	 	 
181101	26	0	 	 
181101	27	1	400	0
181101	28	0	 	 
181101	29	0	 	 
181101	30	0	 	 
181101	31	0	 	 
181102	1	1	60	 
181102	2	1	40	 
181102	3	1	50	0
181102	4	1	100	4
181102	5	1	30	 
181102	6	1	15	 
181102	7	1	80	0
