CHILDCODE	ACTIDR4	ACTR4	ACTOWNR4	ACTMTHR4	ACTWEKR4	ACTHRSR4	PYMRECR4	ERNCSHR4	ERNKNDR4	HWPAIDR4	PDPCPRR4	PRFACTR4	MTHPRFR4
111025	2	4	6	12	30	5	0	 	 	 	 	1	3
111025	3	88	 	 	 	 	 	 	 	 	 	 	 
111027	1	13	1	5	30	4	1	1100	 	4	 	1	10
111027	2	12	1	4	28	3	1	1500	 	4	 	0	 
111027	3	1	2	1	30	8	0	 	 	 	 	0	 
111028	1	1	2	4	17	8	0	 	 	 	 	1	6
111028	2	4	2	8	27	2	0	 	 	 	 	1	8
111028	3	88	 	 	 	 	 	 	 	 	 	 	 
111030	1	13	1	12	26	9	1	5000	 	4	 	1	12
111030	2	88	 	 	 	 	 	 	 	 	 	 	 
111030	3	88	 	 	 	 	 	 	 	 	 	 	 
111031	1	12	3	6	20	8	1	3000	 	4	 	1	-77
111031	2	88	 	 	 	 	 	 	 	 	 	 	 
111031	3	88	 	 	 	 	 	 	 	 	 	 	 
111032	1	1	2	12	25	6	0	 	 	 	 	1	12
111032	2	13	1	2	28	12	1	3000	 	4	 	1	12
111032	3	88	 	 	 	 	 	 	 	 	 	 	 
111033	1	88	 	 	 	 	 	 	 	 	 	 	 
111033	2	88	 	 	 	 	 	 	 	 	 	 	 
111033	3	88	 	 	 	 	 	 	 	 	 	 	 
111034	1	10	2	2	30	4	0	 	 	 	 	0	 
111034	2	88	 	 	 	 	 	 	 	 	 	 	 
111034	3	88	 	 	 	 	 	 	 	 	 	 	 
111035	1	88	 	 	 	 	 	 	 	 	 	 	 
111035	2	88	 	 	 	 	 	 	 	 	 	 	 
111035	3	88	 	 	 	 	 	 	 	 	 	 	 
111036	1	88	 	 	 	 	 	 	 	 	 	 	 
111036	2	88	 	 	 	 	 	 	 	 	 	 	 
111036	3	88	 	 	 	 	 	 	 	 	 	 	 
111038	1	88	 	 	 	 	 	 	 	 	 	 	 
111038	2	88	 	 	 	 	 	 	 	 	 	 	 
111038	3	88	 	 	 	 	 	 	 	 	 	 	 
111039	1	20	2	1	30	12	1	3000	 	4	 	1	12
111039	2	13	1	12	28	9	1	150	 	2	 	0	 
111039	3	88	 	 	 	 	 	 	 	 	 	 	 
111040	1	12	1	2	30	4	1	900	 	4	 	1	2
111040	2	88	 	 	 	 	 	 	 	 	 	 	 
111040	3	88	 	 	 	 	 	 	 	 	 	 	 
111042	1	6	3	12	28	10	1	3200	 	4	 	1	12
111042	2	88	 	 	 	 	 	 	 	 	 	 	 
111042	3	88	 	 	 	 	 	 	 	 	 	 	 
111043	1	9	2	8	22	4	0	 	 	 	 	1	12
111043	2	4	2	8	25	2	0	 	 	 	 	1	12
111043	3	1	2	4	12	5	0	 	 	 	 	1	6
111044	1	13	2	12	30	9	1	1500	 	5	 	1	-77
111044	2	1	2	3	10	1	0	 	 	 	 	0	 
111044	3	88	 	 	 	 	 	 	 	 	 	 	 
111045	1	1	2	2	20	5	0	 	 	 	 	1	10
111045	2	13	6	12	28	12	1	2000	 	4	 	0	 
111045	3	88	 	 	 	 	 	 	 	 	 	 	 
111047	1	1	2	10	25	8	0	 	 	 	 	1	0
111047	2	13	1	2	18	10	1	4000	 	4	 	0	 
111047	3	88	 	 	 	 	 	 	 	 	 	 	 
111048	1	13	1	6	26	8	1	2000	 	4	 	0	 
111048	2	88	 	 	 	 	 	 	 	 	 	 	 
111048	3	88	 	 	 	 	 	 	 	 	 	 	 
111050	1	13	3	1	30	10	0	 	 	 	 	1	12
111050	2	88	 	 	 	 	 	 	 	 	 	 	 
111050	3	88	 	 	 	 	 	 	 	 	 	 	 
111057	1	88	 	 	 	 	 	 	 	 	 	 	 
111057	2	88	 	 	 	 	 	 	 	 	 	 	 
111057	3	88	 	 	 	 	 	 	 	 	 	 	 
111065	1	10	3	1	26	14	0	 	 	 	 	0	 
111065	2	9	3	1	20	8	0	 	 	 	 	0	 
111065	3	9	3	2	30	9	1	2000	 	4	 	1	7
111069	1	 	 	 	 	 	 	 	 	 	 	 	 
111069	2	 	 	 	 	 	 	 	 	 	 	 	 
111069	3	 	 	 	 	 	 	 	 	 	 	 	 
111086	1	19	2	12	30	2	0	 	 	 	 	1	-77
111086	2	1	2	4	20	4	0	 	 	 	 	1	-77
111086	3	88	 	 	 	 	 	 	 	 	 	 	 
111109	1	1	2	7	22	7	0	 	 	 	 	1	6
111109	2	5	3	4	23	8	1	4300	 	2	 	0	 
111109	3	88	 	 	 	 	 	 	 	 	 	 	 
111111	1	9	2	2	15	8	1	8000	 	4	 	1	-77
111111	2	10	1	2	15	7	0	 	 	 	 	0	 
111111	3	88	 	 	 	 	 	 	 	 	 	 	 
111119	1	10	2	12	30	3	0	 	 	 	 	1	12
111119	2	1	2	2	20	6	0	 	 	 	 	0	 
111119	3	10	6	2	15	2	1	500	 	4	 	0	 
121001	1	88	 	 	 	 	 	 	 	 	 	 	 
121001	2	88	 	 	 	 	 	 	 	 	 	 	 
121001	3	88	 	 	 	 	 	 	 	 	 	 	 
121002	1	1	2	1	30	3	0	 	 	 	 	1	0
121002	2	4	2	1	30	1	0	 	 	 	 	1	1
121002	3	88	 	 	 	 	 	 	 	 	 	 	 
121003	1	12	3	2	30	7	1	50	 	2	 	0	 
121003	2	88	 	 	 	 	 	 	 	 	 	 	 
121003	3	88	 	 	 	 	 	 	 	 	 	 	 
121004	1	4	2	4	30	8	0	 	 	 	 	1	0
121004	2	1	2	3	27	7	0	 	 	 	 	1	0
121004	3	88	 	 	 	 	 	 	 	 	 	 	 
121005	1	1	2	6	20	5	0	 	 	 	 	0	 
121005	2	88	 	 	 	 	 	 	 	 	 	 	 
121005	3	88	 	 	 	 	 	 	 	 	 	 	 
121006	1	12	3	11	27	10	1	27500	 	4	 	1	2
121006	2	88	 	 	 	 	 	 	 	 	 	 	 
121006	3	88	 	 	 	 	 	 	 	 	 	 	 
121007	1	1	2	6	26	9	1	12000	 	5	 	1	12
121007	2	4	2	10	20	2	1	6000	 	5	 	1	12
121007	3	5	3	2	23	8	1	1500	 	4	 	1	2
121009	1	1	2	1	25	8	0	 	 	 	 	1	1
121009	2	5	3	1	6	8	0	 	 	 	 	0	 
121009	3	88	 	 	 	 	 	 	 	 	 	 	 
121011	1	88	 	 	 	 	 	 	 	 	 	 	 
121011	2	88	 	 	 	 	 	 	 	 	 	 	 
121011	3	88	 	 	 	 	 	 	 	 	 	 	 
121012	1	12	1	5	20	3	1	1100	 	4	 	0	 
121012	2	20	7	4	10	2	1	100	 	2	 	1	8
121012	3	88	 	 	 	 	 	 	 	 	 	 	 
121013	1	19	3	6	20	4	1	1700	 	4	 	1	10
121013	2	1	2	2	20	6	0	 	 	 	 	0	 
121013	3	88	 	 	 	 	 	 	 	 	 	 	 
121014	1	10	2	4	20	2	0	 	 	 	 	0	 
121014	2	2	2	1	7	6	0	 	 	 	 	0	 
121014	3	88	 	 	 	 	 	 	 	 	 	 	 
121019	1	88	 	 	 	 	 	 	 	 	 	 	 
121019	2	88	 	 	 	 	 	 	 	 	 	 	 
121019	3	88	 	 	 	 	 	 	 	 	 	 	 
121020	1	1	2	11	15	7	0	 	 	 	 	1	12
121020	2	5	3	3	20	8	1	3000	 	4	 	1	3
121020	3	4	2	12	30	2	0	 	 	 	 	1	12
121021	1	13	1	10	30	12	1	3000	 	4	 	1	-77
121021	2	88	 	 	 	 	 	 	 	 	 	 	 
121021	3	88	 	 	 	 	 	 	 	 	 	 	 
121022	1	11	2	12	25	6	1	15000	 	4	 	1	12
121022	2	4	2	1	20	6	0	 	 	 	 	0	 
121022	3	88	 	 	 	 	 	 	 	 	 	 	 
121023	1	7	2	1	18	6	0	 	 	 	 	0	 
121023	2	88	 	 	 	 	 	 	 	 	 	 	 
121023	3	88	 	 	 	 	 	 	 	 	 	 	 
121025	1	12	3	2	8	8	0	 	 	 	 	0	 
121025	2	1	2	2	30	8	0	 	 	 	 	0	 
121025	3	88	 	 	 	 	 	 	 	 	 	 	 
121028	1	1	2	12	20	6	0	 	 	 	 	1	12
121028	2	88	 	 	 	 	 	 	 	 	 	 	 
121028	3	88	 	 	 	 	 	 	 	 	 	 	 
121030	1	6	1	12	30	8	1	3000	 	4	 	1	12
121030	2	88	 	 	 	 	 	 	 	 	 	 	 
121030	3	88	 	 	 	 	 	 	 	 	 	 	 
121031	1	88	 	 	 	 	 	 	 	 	 	 	 
121031	2	88	 	 	 	 	 	 	 	 	 	 	 
121031	3	88	 	 	 	 	 	 	 	 	 	 	 
121032	1	1	2	1	7	5	0	 	 	 	 	0	 
121032	2	88	 	 	 	 	 	 	 	 	 	 	 
121032	3	88	 	 	 	 	 	 	 	 	 	 	 
121033	1	13	1	12	27	8	1	4500	 	4	 	1	12
121033	2	1	2	2	5	7	0	 	 	 	 	0	 
121033	3	88	 	 	 	 	 	 	 	 	 	 	 
121034	1	7	3	6	30	8	1	2500	 	4	 	1	-77
121034	2	88	 	 	 	 	 	 	 	 	 	 	 
121034	3	88	 	 	 	 	 	 	 	 	 	 	 
121035	1	4	2	6	29	2	1	20000	 	5	 	1	6
121035	2	13	6	4	20	8	1	3500	 	4	 	1	4
121035	3	1	2	3	26	6	0	 	 	 	 	1	3
121036	1	11	3	8	20	8	1	3500	 	4	 	1	12
121036	2	88	 	 	 	 	 	 	 	 	 	 	 
121036	3	88	 	 	 	 	 	 	 	 	 	 	 
121037	1	12	1	5	20	8	1	2600	 	4	 	0	 
121037	2	88	 	 	 	 	 	 	 	 	 	 	 
121037	3	88	 	 	 	 	 	 	 	 	 	 	 
121038	1	4	2	2	30	3	0	 	 	 	 	0	 
121038	2	88	 	 	 	 	 	 	 	 	 	 	 
121038	3	88	 	 	 	 	 	 	 	 	 	 	 
121039	1	13	1	0	7	10	1	3000	 	4	 	1	12
121039	2	7	2	4	20	6	0	 	 	 	 	0	 
121039	3	88	 	 	 	 	 	 	 	 	 	 	 
121040	1	10	2	3	10	5	1	1000	 	2	 	1	-77
121040	2	88	 	 	 	 	 	 	 	 	 	 	 
121040	3	88	 	 	 	 	 	 	 	 	 	 	 
121041	1	1	2	9	15	5	0	 	 	 	 	1	12
121041	2	4	6	7	25	3	0	 	 	 	 	1	12
121041	3	88	 	 	 	 	 	 	 	 	 	 	 
121042	1	1	2	6	15	6	0	 	 	 	 	0	 
121042	2	4	2	5	30	3	0	 	 	 	 	1	0
121042	3	88	 	 	 	 	 	 	 	 	 	 	 
121043	1	1	2	6	23	5	0	 	 	 	 	0	 
121043	2	5	1	4	30	6	1	3000	 	4	 	0	 
121043	3	19	2	4	30	4	0	 	 	 	 	0	 
121044	1	1	2	9	10	5	0	 	 	 	 	0	 
121044	2	88	 	 	 	 	 	 	 	 	 	 	 
121044	3	88	 	 	 	 	 	 	 	 	 	 	 
121045	1	9	2	8	27	9	5	1200	 	4	 	1	12
121045	2	88	 	 	 	 	 	 	 	 	 	 	 
121045	3	88	 	 	 	 	 	 	 	 	 	 	 
121047	1	1	2	5	10	6	0	 	 	 	 	0	 
121047	2	12	1	2	30	10	1	1500	 	5	 	0	 
121047	3	88	 	 	 	 	 	 	 	 	 	 	 
121048	1	1	2	6	15	5	0	 	 	 	 	0	 
121048	2	4	2	4	30	3	0	 	 	 	 	0	 
121048	3	19	2	3	20	3	0	 	 	 	 	0	 
121049	1	1	2	2	15	9	0	 	 	 	 	1	0
121049	2	2	2	2	30	8	0	 	 	 	 	0	 
121049	3	88	 	 	 	 	 	 	 	 	 	 	 
121050	1	5	3	10	25	7	1	5000	 	4	 	0	 
121050	2	1	2	3	10	5	0	 	 	 	 	0	 
121050	3	19	2	2	28	3	0	 	 	 	 	1	0
121052	1	13	1	12	26	8	1	4300	 	4	 	1	12
121052	2	88	 	 	 	 	 	 	 	 	 	 	 
121052	3	88	 	 	 	 	 	 	 	 	 	 	 
121057	1	5	3	2	25	9	1	4000	 	4	 	0	 
121057	2	1	2	6	15	8	0	 	 	 	 	1	6
121057	3	88	 	 	 	 	 	 	 	 	 	 	 
121061	1	10	2	1	4	7	1	600	 	3	 	0	 
121061	2	88	 	 	 	 	 	 	 	 	 	 	 
121061	3	88	 	 	 	 	 	 	 	 	 	 	 
121063	1	88	 	 	 	 	 	 	 	 	 	 	 
121063	2	88	 	 	 	 	 	 	 	 	 	 	 
121063	3	88	 	 	 	 	 	 	 	 	 	 	 
121074	1	1	6	12	20	8	2	 	7000	5	 	1	12
121074	2	4	6	12	30	2	1	6000	 	5	 	1	12
121074	3	88	 	 	 	 	 	 	 	 	 	 	 
121088	1	9	3	12	30	6	1	4000	 	2	 	1	-77
121088	2	19	2	5	25	3	0	 	 	 	 	1	0
121088	3	88	 	 	 	 	 	 	 	 	 	 	 
121094	1	12	1	2	30	5	1	1500	 	4	 	0	 
121094	2	88	 	 	 	 	 	 	 	 	 	 	 
121094	3	88	 	 	 	 	 	 	 	 	 	 	 
121109	1	1	2	5	16	6	0	 	 	 	 	0	 
121109	2	4	2	5	30	4	0	 	 	 	 	1	0
121109	3	19	2	3	27	4	0	 	 	 	 	1	0
121124	1	1	2	12	25	8	1	15000	 	5	 	1	12
121124	2	11	4	3	20	8	1	12000	 	4	 	0	 
121124	3	4	2	12	20	2	1	5000	 	5	 	1	12
131001	1	20	7	5	14	3	0	 	 	 	 	1	5
131001	2	8	2	12	4	3	0	 	 	 	 	1	12
131001	3	88	 	 	 	 	 	 	 	 	 	 	 
131002	1	19	2	3	5	5	0	 	 	 	 	0	 
131002	2	 	 	 	 	 	 	 	 	 	 	 	 
131002	3	 	 	 	 	 	 	 	 	 	 	 	 
131004	1	20	1	12	26	8	1	80	 	2	 	1	12
131004	2	88	 	 	 	 	 	 	 	 	 	 	 
131004	3	88	 	 	 	 	 	 	 	 	 	 	 
131005	1	12	6	3	25	8	0	 	 	 	 	1	3
131005	2	1	2	9	4	5	0	 	 	 	 	1	9
131005	3	88	 	 	 	 	 	 	 	 	 	 	 
131006	1	13	2	12	28	10	1	2000	 	4	 	1	12
131006	2	88	 	 	 	 	 	 	 	 	 	 	 
131006	3	88	 	 	 	 	 	 	 	 	 	 	 
131007	1	88	 	 	 	 	 	 	 	 	 	 	 
131007	2	88	 	 	 	 	 	 	 	 	 	 	 
131007	3	88	 	 	 	 	 	 	 	 	 	 	 
131008	1	1	2	10	6	8	0	 	 	 	 	1	10
131008	2	2	2	8	25	8	0	 	 	 	 	1	12
131008	3	88	 	 	 	 	 	 	 	 	 	 	 
131009	1	12	3	12	25	10	1	2000	 	4	 	1	12
131009	2	1	2	4	10	8	0	 	 	 	 	0	 
131009	3	88	 	 	 	 	 	 	 	 	 	 	 
131010	1	19	2	6	5	2	0	 	 	 	 	1	6
131010	2	88	 	 	 	 	 	 	 	 	 	 	 
131010	3	88	 	 	 	 	 	 	 	 	 	 	 
131011	1	13	1	11	28	8	1	4000	 	4	 	1	11
131011	2	1	2	2	5	4	0	 	 	 	 	0	 
131011	3	88	 	 	 	 	 	 	 	 	 	 	 
131012	1	88	 	 	 	 	 	 	 	 	 	 	 
131012	2	88	 	 	 	 	 	 	 	 	 	 	 
131012	3	88	 	 	 	 	 	 	 	 	 	 	 
131013	1	1	2	2	3	3	0	 	 	 	 	0	 
131013	2	10	2	2	15	5	0	 	 	 	 	0	 
131013	3	88	 	 	 	 	 	 	 	 	 	 	 
131014	1	88	 	 	 	 	 	 	 	 	 	 	 
131014	2	88	 	 	 	 	 	 	 	 	 	 	 
131014	3	88	 	 	 	 	 	 	 	 	 	 	 
131017	1	20	3	5	12	2	1	1000	 	4	 	1	12
131017	2	88	 	 	 	 	 	 	 	 	 	 	 
131017	3	88	 	 	 	 	 	 	 	 	 	 	 
131019	1	88	 	 	 	 	 	 	 	 	 	 	 
131019	2	88	 	 	 	 	 	 	 	 	 	 	 
131019	3	88	 	 	 	 	 	 	 	 	 	 	 
131020	1	12	1	12	26	8	1	3000	 	4	 	1	12
131020	2	2	2	2	4	5	0	 	 	 	 	0	 
131020	3	88	 	 	 	 	 	 	 	 	 	 	 
131021	1	13	1	12	25	9	1	3000	 	4	 	1	12
131021	2	88	 	 	 	 	 	 	 	 	 	 	 
131021	3	88	 	 	 	 	 	 	 	 	 	 	 
131022	1	1	2	2	10	8	0	 	 	 	 	0	 
131022	2	88	 	 	 	 	 	 	 	 	 	 	 
131022	3	88	 	 	 	 	 	 	 	 	 	 	 
131023	1	88	 	 	 	 	 	 	 	 	 	 	 
131023	2	88	 	 	 	 	 	 	 	 	 	 	 
131023	3	88	 	 	 	 	 	 	 	 	 	 	 
131024	1	13	1	12	28	8	1	3000	 	4	 	1	12
131024	2	88	 	 	 	 	 	 	 	 	 	 	 
131024	3	88	 	 	 	 	 	 	 	 	 	 	 
131025	1	88	 	 	 	 	 	 	 	 	 	 	 
131025	2	88	 	 	 	 	 	 	 	 	 	 	 
131025	3	88	 	 	 	 	 	 	 	 	 	 	 
131026	1	88	 	 	 	 	 	 	 	 	 	 	 
131026	2	88	 	 	 	 	 	 	 	 	 	 	 
131026	3	88	 	 	 	 	 	 	 	 	 	 	 
131028	1	88	 	 	 	 	 	 	 	 	 	 	 
131028	2	88	 	 	 	 	 	 	 	 	 	 	 
131028	3	88	 	 	 	 	 	 	 	 	 	 	 
131030	1	1	2	6	5	6	0	 	 	 	 	1	6
131030	2	88	 	 	 	 	 	 	 	 	 	 	 
131030	3	88	 	 	 	 	 	 	 	 	 	 	 
131031	1	1	2	12	4	4	0	 	 	 	 	1	10
131031	2	88	 	 	 	 	 	 	 	 	 	 	 
131031	3	88	 	 	 	 	 	 	 	 	 	 	 
131033	1	19	2	12	12	2	0	 	 	 	 	1	12
131033	2	1	2	4	5	4	0	 	 	 	 	1	4
131033	3	88	 	 	 	 	 	 	 	 	 	 	 
131036	1	13	1	12	26	6	1	4500	 	4	 	1	12
131036	2	88	 	 	 	 	 	 	 	 	 	 	 
131036	3	88	 	 	 	 	 	 	 	 	 	 	 
131037	1	88	 	 	 	 	 	 	 	 	 	 	 
131037	2	88	 	 	 	 	 	 	 	 	 	 	 
131037	3	88	 	 	 	 	 	 	 	 	 	 	 
131038	1	19	2	4	20	1	0	 	 	 	 	0	 
131038	2	88	 	 	 	 	 	 	 	 	 	 	 
131038	3	88	 	 	 	 	 	 	 	 	 	 	 
131039	1	2	2	12	4	8	0	 	 	 	 	1	12
131039	2	88	 	 	 	 	 	 	 	 	 	 	 
131039	3	88	 	 	 	 	 	 	 	 	 	 	 
131040	1	88	 	 	 	 	 	 	 	 	 	 	 
131040	2	88	 	 	 	 	 	 	 	 	 	 	 
131040	3	88	 	 	 	 	 	 	 	 	 	 	 
131041	1	12	7	4	20	8	1	2500	 	4	 	0	 
131041	2	88	 	 	 	 	 	 	 	 	 	 	 
131041	3	88	 	 	 	 	 	 	 	 	 	 	 
131042	1	13	3	12	20	8	1	3000	 	4	 	1	12
131042	2	1	1	12	5	6	0	 	 	 	 	1	12
131042	3	88	 	 	 	 	 	 	 	 	 	 	 
131043	1	13	2	12	2	8	0	 	 	 	 	1	2
131043	2	2	1	10	20	8	1	160	 	2	 	1	10
131043	3	88	 	 	 	 	 	 	 	 	 	 	 
131044	1	2	2	2	10	8	0	 	 	 	 	1	2
131044	2	20	2	2	4	10	0	 	 	 	 	1	2
131044	3	88	 	 	 	 	 	 	 	 	 	 	 
131046	1	88	 	 	 	 	 	 	 	 	 	 	 
131046	2	88	 	 	 	 	 	 	 	 	 	 	 
131046	3	88	 	 	 	 	 	 	 	 	 	 	 
131047	1	13	1	8	24	12	1	3000	 	4	 	1	10
131047	2	88	 	 	 	 	 	 	 	 	 	 	 
131047	3	88	 	 	 	 	 	 	 	 	 	 	 
131048	1	13	1	12	27	9	1	2800	 	4	 	1	12
131048	2	88	 	 	 	 	 	 	 	 	 	 	 
131048	3	88	 	 	 	 	 	 	 	 	 	 	 
131050	1	19	2	2	10	8	0	 	 	 	 	0	 
131050	2	88	 	 	 	 	 	 	 	 	 	 	 
131050	3	88	 	 	 	 	 	 	 	 	 	 	 
131051	1	10	2	12	3	4	0	 	 	 	 	1	12
131051	2	88	 	 	 	 	 	 	 	 	 	 	 
131051	3	88	 	 	 	 	 	 	 	 	 	 	 
131052	1	1	2	12	10	5	0	 	 	 	 	1	12
131052	2	88	 	 	 	 	 	 	 	 	 	 	 
131052	3	88	 	 	 	 	 	 	 	 	 	 	 
131053	1	88	 	 	 	 	 	 	 	 	 	 	 
131053	2	88	 	 	 	 	 	 	 	 	 	 	 
131053	3	88	 	 	 	 	 	 	 	 	 	 	 
131054	1	19	2	12	1	2	0	 	 	 	 	1	12
131054	2	88	 	 	 	 	 	 	 	 	 	 	 
131054	3	88	 	 	 	 	 	 	 	 	 	 	 
131056	1	12	3	12	10	4	1	500	 	4	 	1	12
131056	2	88	 	 	 	 	 	 	 	 	 	 	 
131056	3	88	 	 	 	 	 	 	 	 	 	 	 
131058	1	13	3	2	30	10	1	3500	 	4	 	0	 
131058	2	13	1	7	26	8	1	6000	 	4	 	0	 
131058	3	13	1	2	26	8	1	5000	 	4	 	1	12
141001	1	1	2	12	25	8	0	 	 	 	 	1	12
141001	2	88	 	 	 	 	 	 	 	 	 	 	 
141001	3	88	 	 	 	 	 	 	 	 	 	 	 
141002	1	2	2	12	24	8	5	500	 	4	 	1	12
141002	2	88	 	 	 	 	 	 	 	 	 	 	 
141002	3	88	 	 	 	 	 	 	 	 	 	 	 
141003	1	88	 	 	 	 	 	 	 	 	 	 	 
141003	2	88	 	 	 	 	 	 	 	 	 	 	 
141003	3	88	 	 	 	 	 	 	 	 	 	 	 
141004	1	19	2	2	20	4	0	 	 	 	 	0	 
141004	2	88	 	 	 	 	 	 	 	 	 	 	 
141004	3	88	 	 	 	 	 	 	 	 	 	 	 
141005	1	19	2	12	8	5	0	 	 	 	 	1	12
141005	2	88	 	 	 	 	 	 	 	 	 	 	 
141005	3	88	 	 	 	 	 	 	 	 	 	 	 
141006	1	20	1	2	8	8	1	150	 	2	 	0	 
141006	2	88	 	 	 	 	 	 	 	 	 	 	 
141006	3	88	 	 	 	 	 	 	 	 	 	 	 
141007	1	1	2	12	25	6	0	 	 	 	 	1	12
141007	2	88	 	 	 	 	 	 	 	 	 	 	 
141007	3	88	 	 	 	 	 	 	 	 	 	 	 
141008	1	88	 	 	 	 	 	 	 	 	 	 	 
141008	2	88	 	 	 	 	 	 	 	 	 	 	 
141008	3	88	 	 	 	 	 	 	 	 	 	 	 
141009	1	19	2	12	2	2	0	 	 	 	 	0	 
141009	2	88	 	 	 	 	 	 	 	 	 	 	 
141009	3	88	 	 	 	 	 	 	 	 	 	 	 
141010	1	88	 	 	 	 	 	 	 	 	 	 	 
141010	2	88	 	 	 	 	 	 	 	 	 	 	 
141010	3	88	 	 	 	 	 	 	 	 	 	 	 
141013	1	1	6	12	24	7	0	 	 	 	 	1	12
141013	2	88	 	 	 	 	 	 	 	 	 	 	 
141013	3	88	 	 	 	 	 	 	 	 	 	 	 
141014	1	3	2	12	20	6	0	 	 	 	 	1	5
141014	2	19	2	12	25	2	0	 	 	 	 	1	5
141014	3	88	 	 	 	 	 	 	 	 	 	 	 
141015	1	12	3	12	25	9	1	2500	 	4	 	1	12
141015	2	88	 	 	 	 	 	 	 	 	 	 	 
141015	3	88	 	 	 	 	 	 	 	 	 	 	 
141016	1	1	2	5	3	6	0	 	 	 	 	1	2
141016	2	88	 	 	 	 	 	 	 	 	 	 	 
141016	3	88	 	 	 	 	 	 	 	 	 	 	 
141017	1	13	1	12	26	8	1	3200	 	4	 	1	12
141017	2	2	2	12	4	8	0	 	 	 	 	1	12
141017	3	88	 	 	 	 	 	 	 	 	 	 	 
141018	1	88	 	 	 	 	 	 	 	 	 	 	 
141018	2	88	 	 	 	 	 	 	 	 	 	 	 
141018	3	88	 	 	 	 	 	 	 	 	 	 	 
141019	1	13	1	12	30	12	1	6000	 	4	 	1	12
141019	2	88	 	 	 	 	 	 	 	 	 	 	 
141019	3	88	 	 	 	 	 	 	 	 	 	 	 
141025	1	19	2	12	8	2	0	 	 	 	 	1	12
141025	2	88	 	 	 	 	 	 	 	 	 	 	 
141025	3	88	 	 	 	 	 	 	 	 	 	 	 
141026	1	2	2	4	6	4	0	 	 	 	 	0	 
141026	2	88	 	 	 	 	 	 	 	 	 	 	 
141026	3	88	 	 	 	 	 	 	 	 	 	 	 
141027	1	19	 	 	 	 	 	 	 	 	 	 	 
141027	2	88	 	 	 	 	 	 	 	 	 	 	 
141027	3	88	 	 	 	 	 	 	 	 	 	 	 
141028	1	19	2	12	6	4	0	 	 	 	 	1	12
141028	2	88	 	 	 	 	 	 	 	 	 	 	 
141028	3	88	 	 	 	 	 	 	 	 	 	 	 
141029	1	1	2	12	4	3	0	 	 	 	 	1	12
141029	2	6	3	1	10	9	1	200	 	2	 	0	 
141029	3	88	 	 	 	 	 	 	 	 	 	 	 
141030	1	1	2	12	5	4	0	 	 	 	 	1	12
141030	2	5	3	1	10	9	1	200	 	2	 	0	 
141030	3	88	 	 	 	 	 	 	 	 	 	 	 
141031	1	12	2	9	30	0	1	3000	 	4	 	1	12
141031	2	88	 	 	 	 	 	 	 	 	 	 	 
141031	3	88	 	 	 	 	 	 	 	 	 	 	 
141032	1	2	2	12	8	3	0	 	 	 	 	1	12
141032	2	19	2	12	10	4	0	 	 	 	 	1	12
141032	3	88	 	 	 	 	 	 	 	 	 	 	 
141033	1	88	 	 	 	 	 	 	 	 	 	 	 
141033	2	88	 	 	 	 	 	 	 	 	 	 	 
141033	3	88	 	 	 	 	 	 	 	 	 	 	 
141035	1	88	 	 	 	 	 	 	 	 	 	 	 
141035	2	88	 	 	 	 	 	 	 	 	 	 	 
141035	3	88	 	 	 	 	 	 	 	 	 	 	 
141036	1	13	1	12	30	8	1	2800	 	4	 	1	12
141036	2	10	2	6	30	14	1	2000	 	4	 	0	 
141036	3	88	 	 	 	 	 	 	 	 	 	 	 
141037	1	20	1	12	30	8	1	4000	 	4	 	1	12
141037	2	1	2	12	25	4	0	 	 	 	 	1	12
141037	3	88	 	 	 	 	 	 	 	 	 	 	 
141039	1	2	2	12	4	8	0	 	 	 	 	1	12
141039	2	88	 	 	 	 	 	 	 	 	 	 	 
141039	3	88	 	 	 	 	 	 	 	 	 	 	 
141040	1	2	2	12	20	7	0	 	 	 	 	1	12
141040	2	10	2	12	10	4	1	150	 	2	 	1	12
141040	3	88	 	 	 	 	 	 	 	 	 	 	 
141041	1	10	3	12	30	10	1	100	 	2	 	1	12
141041	2	88	 	 	 	 	 	 	 	 	 	 	 
141041	3	88	 	 	 	 	 	 	 	 	 	 	 
141042	1	9	7	12	24	12	1	90000	 	5	 	1	12
141042	2	88	 	 	 	 	 	 	 	 	 	 	 
141042	3	88	 	 	 	 	 	 	 	 	 	 	 
141043	1	88	 	 	 	 	 	 	 	 	 	 	 
141043	2	88	 	 	 	 	 	 	 	 	 	 	 
141043	3	88	 	 	 	 	 	 	 	 	 	 	 
141045	1	1	2	12	4	5	0	 	 	 	 	1	12
141045	2	10	2	12	10	3	0	 	 	 	 	1	12
141045	3	88	 	 	 	 	 	 	 	 	 	 	 
141047	1	2	2	12	5	4	0	 	 	 	 	1	12
141047	2	88	 	 	 	 	 	 	 	 	 	 	 
141047	3	88	 	 	 	 	 	 	 	 	 	 	 
141048	1	1	2	12	22	4	0	 	 	 	 	1	12
141048	2	10	2	12	24	12	0	 	 	 	 	1	12
141048	3	88	 	 	 	 	 	 	 	 	 	 	 
141050	1	 	 	 	 	 	 	 	 	 	 	 	 
141050	2	 	 	 	 	 	 	 	 	 	 	 	 
141050	3	 	 	 	 	 	 	 	 	 	 	 	 
141051	1	20	3	12	30	9	1	6000	 	4	 	1	12
141051	2	2	3	12	30	3	0	 	 	 	 	1	12
