CHILDCODE	CROPIDR4	CROPR4	QNTHRVR4	OUTCRPR4
91009	1	55	15	10
91010	1	44	1	10
91011	1	99	2	3
91011	2	55	120	2
91011	3	44	120	2
91012	1	44	2	10
91012	2	75	2	10
91013	1	44	1	10
91013	2	101	1	3
91014	1	44	1	10
91014	2	75	1	10
91016	1	75	48	2
91018	2	99	144	2
91018	3	44	120	2
91018	4	83	450	2
91018	5	101	12	2
91020	1	44	3	10
91020	2	99	2	10
91020	3	5	4	10
91020	4	75	4	10
91020	5	101	2	10
91020	6	55	4	10
91022	1	99	1	3
91022	3	101	1	3
91022	4	75	70	2
91023	1	5	2	3
91023	2	75	2	3
91023	3	44	2	3
91023	4	50	2	6
91023	5	102	20	8
91024	1	75	2	10
91024	2	99	2	10
91024	3	44	1	10
91025	1	44	144	2
91025	2	99	54	2
91025	3	75	72	2
91025	4	101	18	2
91028	1	44	3	10
91028	2	55	1	3
91030	1	44	5	2
91030	2	6	3	2
91030	3	102	3	8
91030	4	10	3	8
91030	5	55	5	2
91033	1	44	1	10
91034	1	44	500	2
91035	2	108	23	11
91037	1	44	5	3
91037	2	75	6	3
91039	1	50	3	2
91039	2	108	3	2
91039	3	3	6	2
91039	4	108	20	2
91039	5	132	3	2
91039	6	89	3	3
91039	7	83	50	6
91039	8	44	6	3
91039	9	75	25	2
91039	10	99	18	2
91040	1	75	4	3
91040	2	5	4	3
91040	3	44	4	3
91040	4	55	150	2
91041	1	44	1	10
91041	2	75	1	10
91043	1	55	-77	77
91043	2	44	-77	77
91044	1	75	4	3
91045	1	44	500	2
91045	2	75	200	2
91045	3	55	200	2
91045	4	99	50	2
91045	5	83	50	6
91047	1	44	42	2
91047	2	75	225	2
91048	1	75	3	3
91048	2	44	2	10
91048	3	83	27	2
91049	1	44	150	2
91049	2	75	100	2
91049	3	55	100	2
91050	1	99	2	3
91050	2	75	2	10
91050	3	44	2	10
91050	4	83	3	6
91050	5	108	5	8
91051	1	44	4	10
91051	2	75	4	10
91051	3	55	6	10
91051	4	99	2	10
91051	5	5	1	10
91052	1	44	3	10
91052	2	75	1	10
91053	1	44	2	10
91053	2	75	4	10
91053	3	5	5	10
91053	4	99	24	2
91053	5	55	5	10
91053	6	83	20	10
91055	1	44	210	2
91055	2	75	70	2
91055	3	55	7	10
91055	4	84	5	11
91057	1	55	700	2
91057	2	44	420	11
91057	3	75	70	11
91058	1	44	4	10
91059	1	108	700	6
91059	2	84	5	6
91061	1	108	300	2
91061	2	83	15	10
91062	1	75	2	10
91062	2	83	20	6
91063	1	44	25	2
91063	2	75	12	2
91065	1	108	4000	2
91065	2	3	70	2
91065	3	44	360	2
91065	4	75	648	2
91066	1	44	13	10
91066	2	75	18	10
91067	1	44	80	2
91067	3	99	36	2
91068	1	44	6	10
91069	1	44	2	10
91069	2	83	20	6
91071	1	83	3	11
91072	1	44	3	4
91072	2	108	5000	2
91072	3	3	5000	2
91074	1	55	3	10
91074	2	44	4	10
91074	3	75	4	10
91074	4	5	4	10
91076	1	55	1440	2
91076	2	44	72	2
91077	1	75	1	10
91077	2	55	10	10
91078	1	55	5	10
91078	2	75	5	10
91078	3	5	1	10
91079	1	55	2	10
91080	1	55	3	10
91080	2	44	2	10
91081	1	75	36	2
91081	2	86	36	2
91081	3	96	60	2
91081	4	55	60	2
91083	1	44	4	10
91083	2	75	6	10
91083	3	55	6	10
91085	1	75	2	10
91085	2	5	216	2
91085	3	55	288	2
91086	1	75	5	10
91086	2	5	3	10
91086	3	55	4	10
91087	1	75	3	10
91087	2	55	560	2
91089	1	55	72	2
91089	2	44	60	2
91090	1	55	420	2
91090	2	75	210	2
91090	3	86	2	10
91090	4	96	2	10
91090	5	99	2	3
91091	1	55	62	2
91091	2	5	6	2
91091	3	75	12	2
91091	4	50	5	2
91091	5	86	50	10
91093	1	55	70	2
91093	2	75	1	10
91093	3	96	2	10
91093	4	108	15	8
91094	1	96	4	10
91094	2	75	11	10
91094	3	5	3	3
91094	4	86	3	3
91094	5	3	7	10
91095	1	75	180	2
91095	2	55	1	10
91095	3	96	36	2
91096	1	32	5	10
91096	2	86	3	3
91098	1	44	6	2
91098	2	86	25	2
91098	3	55	25	2
91098	4	75	1	10
91099	1	75	60	2
91099	2	55	40	2
91099	3	86	1	10
91099	4	5	1	10
91099	5	82	12	2
91100	1	96	80	2
91100	2	55	60	2
91100	3	75	30	2
91100	4	5	30	2
91101	1	75	50	2
91101	2	5	90	2
91101	3	99	24	2
91101	4	55	210	2
91101	5	86	60	2
91101	6	96	50	2
91102	1	55	5	10
91102	2	44	180	2
91102	3	75	2	10
91103	1	75	12	2
91103	2	96	70	2
91103	3	86	70	2
91103	4	55	70	2
91103	5	72	2	2
91103	6	12	3	2
91103	7	102	6	8
91103	8	6	6	8
91103	9	50	4	7
91103	10	5	2	10
91103	11	101	1	10
91103	12	99	1	10
91103	13	87	1	10
91103	14	82	1	10
91103	15	95	1	10
101032	1	5	3	10
101032	2	55	3	10
101051	1	55	7	10
101051	2	101	2	3
101051	3	75	4	3
101051	4	87	3	2
101055	1	75	1	3
101055	2	55	1	10
101062	1	99	1	3
101062	2	75	2	3
101062	3	5	2	3
101062	4	101	1	3
101062	5	55	2	3
101062	6	108	1	3
101065	1	75	2	10
101065	2	44	1	10
101070	1	75	2	10
101071	1	55	10	10
101071	2	96	5	10
101071	3	44	3	10
101071	4	5	3	10
101071	5	50	8	6
101071	6	102	20	8
101071	7	99	5	3
101071	8	101	4	3
101071	9	75	3	10
101078	1	44	3	10
101078	2	55	4	3
101078	3	102	60	8
101078	4	50	40	6
101088	1	75	2	10
101104	1	3	2	10
101104	2	75	2	3
111002	1	55	5	10
111002	2	44	3	10
111003	1	90	15	10
111003	2	4	7	10
111003	3	44	70	2
111003	4	32	100	2
111005	1	44	5	3
111005	2	75	60	2
111005	3	55	150	2
111005	4	82	2	3
111005	5	87	1	3
111005	6	5	2	3
111005	7	101	1	3
111005	8	99	1	3
111008	1	44	7	3
111008	2	5	5	3
111008	3	55	5	10
111010	1	55	5	10
111010	2	44	1	10
111010	3	99	4	10
111011	1	44	30	2
111011	2	55	150	2
111013	1	44	3	10
111013	2	5	1	10
111013	3	55	70	2
111013	4	75	60	2
111013	5	101	1	10
111014	2	83	36	6
111014	3	75	30	2
111017	1	55	240	2
111017	2	44	160	2
111017	3	101	160	2
111017	4	82	80	2
111020	1	55	5	10
111020	2	96	2	10
111020	3	95	1	10
111020	4	50	10	6
111020	6	10	12	8
111020	7	12	10	2
111020	8	6	5	6
111022	1	88	 	 
111024	1	55	2	10
111024	2	5	1	10
111024	3	101	2	10
111024	4	44	2	10
111025	1	55	480	2
111028	1	44	4000	2
111028	2	55	1500	2
111028	3	99	500	2
111028	4	87	200	2
111028	5	75	700	2
111030	1	55	20	10
111030	2	44	20	10
111030	3	101	1	10
111030	4	75	2	10
111033	1	96	1	10
111033	2	55	3	10
111033	3	87	50	2
111034	1	44	4	3
111034	2	75	2	3
111034	3	5	4	3
111034	4	101	0,5	3
111034	5	55	200	2
111035	1	55	8	10
111035	2	5	2	10
111035	3	101	1	10
111035	4	96	5	10
111037	1	4	3	11
111037	2	53	2	10
111037	3	85	300	2
111038	1	44	2	10
111038	2	101	1	10
111038	3	55	2	10
111038	4	75	1	10
111038	5	108	2	10
111039	1	55	800	2
111039	2	44	300	2
111039	3	5	48	2
111039	4	101	12	2
111041	1	17	500	2
111045	1	44	300	2
111045	2	5	240	2
111045	3	75	240	2
111045	4	96	3	10
111045	5	55	12	10
111047	1	17	700	2
111048	1	44	960	2
111048	2	75	252	2
111048	3	99	80	2
111048	4	55	3600	2
111048	5	101	160	2
111049	1	55	500	2
111049	2	5	200	2
111049	3	101	50	2
111050	1	5	2	10
111050	2	101	6	10
111050	3	55	15	10
111050	4	75	2	10
111050	5	89	2	10
111054	1	55	350	2
111054	2	87	12	2
111056	1	4	50	8
111056	2	93	80	8
111056	3	108	1	6
111059	1	55	2	10
111059	2	101	2	3
111059	3	96	10	2
111059	4	86	1	3
111061	1	5	1	10
111061	2	75	1	10
111061	3	55	5	10
111061	4	44	8	10
111061	5	96	4	10
111061	6	101	2	3
111061	7	99	1	10
111063	1	55	8	10
111063	2	44	4	10
111063	3	75	9	3
111063	4	99	4	3
111063	5	101	10	3
111063	6	89	3	3
111063	7	108	4	3
111065	1	44	420	2
111065	2	55	840	2
111066	2	55	800	2
111066	3	5	80	2
111066	4	75	2	3
111067	1	44	24	2
111069	1	55	6	10
111069	2	75	4	3
111069	3	5	1	10
111069	4	101	4	3
111074	1	44	5	10
111074	2	75	1	10
111074	3	55	10	10
111074	4	86	3	10
111074	5	96	2	10
111076	1	44	150	2
111076	2	75	25	2
111076	3	101	2	3
111077	1	55	2	10
111077	2	44	2	10
111077	3	101	2	10
111077	4	5	12	2
111077	5	12	5	2
111079	1	55	13	10
111079	2	96	10	10
111079	3	86	10	10
111081	1	55	-77	79
111081	2	99	-77	79
111081	3	86	-77	79
111081	4	79	-77	79
111085	1	55	8	10
111085	2	101	3	3
111086	1	55	7	10
111086	2	96	7	10
111086	3	87	2	3
111089	1	55	5	10
111089	2	101	1	3
111089	3	87	1	3
111089	4	44	2	3
111089	5	12	10	2
111089	6	10	10	7
111090	1	44	2	10
111090	2	55	4	10
111090	3	5	1	10
111091	1	55	8	10
111091	2	75	1	10
111092	1	55	1600	2
111092	2	75	48	2
111092	3	101	24	2
111092	4	44	240	2
111093	1	55	4	10
111093	2	87	2	10
111093	3	86	2	10
111093	4	101	2	10
111094	1	55	60	10
111094	2	101	1	3
111094	3	87	30	2
111094	4	86	2	10
111094	5	5	2	10
111095	1	55	400	2
111097	1	55	300	2
111097	2	99	20	2
111097	3	75	20	2
111097	4	44	40	2
111098	1	55	5	10
111098	2	101	1	10
111098	3	87	2	10
111099	1	55	7	10
111099	2	44	3	10
111099	3	96	1	10
111099	4	86	1	10
111100	1	44	300	2
111100	2	75	120	2
111100	3	5	160	2
111100	4	55	500	2
111100	5	96	30	2
111101	1	44	5	10
111102	1	101	80	2
111102	2	12	600	2
121043	1	55	5	10
121046	1	88	 	 
121055	1	16	2	2
121055	2	72	4	2
121055	3	108	1	2
121055	4	81	2	2
121055	5	89	3	2
131004	1	88	 	 
131009	1	88	 	 
131048	1	88	 	 
131067	1	92	1	2
131068	1	88	 	 
131072	1	88	 	 
141069	1	88	 	 
141094	1	44	20	10
141094	2	89	4	10
141094	3	4	2000	8
141094	4	108	2	10
141094	5	3	2	10
141094	6	45	5	10
141094	7	67	40000	8
141101	1	88	 	 
151001	1	51	9000	2
151001	2	90	500	2
151006	1	90	150	2
151006	2	4	15	2
151006	3	72	760	2
151009	1	51	60000	8
151010	1	53	500	2
151010	2	4	100	2
151010	3	51	18500	8
151011	1	17	1050	2
151011	2	53	1400	2
151011	3	82	100	11
151014	1	4	1200	7
151014	2	85	3600	2
151016	1	17	20	10
151016	2	53	8	10
151019	1	17	20	10
151019	2	90	10	10
151019	3	4	38	7
151023	1	90	6	10
151023	2	4	30	7
151024	1	17	210	2
151026	1	17	8	10
151029	1	90	20	2
151030	1	51	45000	8
151030	2	90	125	2
151030	3	85	250	2
151032	1	85	3000	2
151033	1	4	300	2
151034	1	44	150	10
151034	2	51	1550	11
151034	3	85	20	10
151035	1	4	3600	2
151035	2	17	200	2
151035	3	85	300	2
151036	1	90	100	2
151036	2	4	4	7
151038	1	90	240	2
151038	2	17	72	10
151038	3	53	138	10
151040	1	51	142	2
151040	2	90	50	2
151040	3	85	10	2
151040	4	4	240	2
151040	5	53	50	2
151041	1	90	2	4
151041	2	4	10	2
151041	3	51	100	8
151042	1	90	80	2
151042	2	51	5500	8
151043	1	90	900	2
151043	2	51	80000	8
151043	3	85	800	3
151043	4	44	1000	2
151045	1	4	500	2
151045	2	90	500	2
151046	1	44	3	2
151046	2	17	7	2
151046	3	4	960	7
151047	1	90	180	2
151047	2	85	70	2
151047	3	4	15	7
151048	1	4	4800	2
151048	2	90	3000	2
151050	1	17	1750	2
151050	2	108	120	2
151050	3	44	8	10
151051	1	4	2	7
151051	2	89	5	2
151061	1	90	80	2
151063	1	90	150	2
151063	2	4	600	2
151064	1	90	60	2
151064	2	51	3000	8
151067	1	90	6	10
151067	2	4	480	7
151067	3	85	15	10
151067	4	93	30	2
151070	1	17	20	10
151072	1	17	7	10
151074	1	90	1000	2
151074	2	51	3000	2
151074	3	85	1200	2
151074	4	4	900	2
151077	1	4	3000	2
151082	1	4	100	7
151082	2	17	1050	2
151082	3	44	350	2
151082	4	85	6	3
151083	1	85	1000	3
151086	1	92	10	2
151086	2	69	10	3
151086	3	4	500	8
151087	1	4	300	2
151087	2	90	250	2
151087	3	53	30	2
151088	1	90	350	2
151088	2	53	4	2
151088	3	4	15	2
151088	4	51	5	11
151089	1	90	50	2
151089	2	4	144	7
151089	3	85	2	10
151091	1	51	60	4
151091	2	90	560	2
151091	4	4	20	7
151092	1	90	200	2
151092	2	51	180	11
151092	3	4	96	7
151092	4	85	10	3
151094	1	17	50	10
151096	1	90	1000	2
151096	2	53	400	2
151096	3	89	50	2
151096	4	4	100	2
151096	5	51	100	2
151096	6	85	5	3
151097	1	85	46	10
151097	2	93	50	2
151097	3	51	900	2
151099	1	90	500	2
151099	2	85	50	2
151099	3	4	30	7
151100	1	44	5	10
151100	2	17	8400	2
151100	3	4	720	7
151101	1	90	200	2
151101	2	85	40	3
151101	3	53	4	10
151101	4	4	30	7
151101	5	82	20	2
151103	1	90	150	2
151103	2	51	3800	2
151103	3	85	100	3
151104	1	90	400	2
151104	2	51	30	2
151104	3	4	90	2
151105	1	90	1000	2
151105	2	85	500	3
151105	3	4	200	2
151106	1	85	2	10
151106	2	44	5	10
151106	3	53	2	10
151106	4	89	10	2
151106	5	4	20	7
151107	1	4	1200	2
151107	2	90	720	2
151108	1	85	0	77
151108	2	17	0	77
151109	1	4	80	2
151110	1	4	7200	2
151110	2	85	1100	2
151110	3	17	1250	2
151110	4	132	30	2
151111	1	90	6	10
151111	2	17	5	10
151111	3	85	5	10
151112	1	4	1260	2
151112	2	85	35	3
151112	3	108	50	2
151112	4	124	10	2
151112	5	44	200	2
151112	6	69	10	2
151112	8	124	10	2
151112	9	67	10	8
161001	1	44	270	2
161001	2	101	1	3
161001	3	99	1	3
161002	1	44	2	10
161002	2	55	4	10
161002	3	5	1	10
161002	4	75	1	10
161002	5	83	5	11
161003	1	55	1500	2
161003	2	44	10	10
161004	1	55	6000	2
161004	2	44	3200	2
161004	3	101	40	10
161005	1	88	 	 
161006	1	55	6000	2
161006	2	44	50	10
161006	3	101	40	10
161006	4	99	30	10
161006	5	86	30	10
161007	1	5	2	10
161007	2	55	8	10
161007	3	44	3	10
161007	4	101	1	10
161007	5	96	2	10
161007	6	86	2	10
161010	1	55	3250	2
161010	2	44	10	10
161010	3	75	2	10
161010	4	99	2	10
161010	5	101	2	10
161010	6	5	2	10
161010	7	12	20	2
161010	8	6	10	2
161010	9	10	60	7
161011	1	44	2	10
161012	1	55	300	2
161012	2	44	70	2
161013	1	5	100	2
161013	2	75	1	10
161013	3	95	20	2
161013	4	86	10	2
161013	5	99	5	2
161013	6	55	6	10
161013	7	96	1	10
161013	8	44	200	2
161015	1	55	130	10
161015	2	101	5	10
161015	3	86	5	10
161015	4	75	10	10
161015	5	5	15	10
161015	6	96	2	10
161016	1	79	-79	79
161017	1	55	700	2
161017	2	44	2	10
161017	3	75	1	10
161018	1	55	500	2
161018	2	44	100	2
161019	1	55	50	10
161019	2	96	5	3
161019	3	44	20	10
161019	4	101	1	10
161019	5	75	2	10
161019	6	5	5	10
161019	7	86	1	10
161021	1	55	1000	2
161022	1	55	8000	2
161022	2	5	320	2
161022	3	75	160	2
161022	4	101	40	2
161022	5	99	0,5	3
161023	1	55	2000	2
161023	2	5	400	2
161023	3	75	100	2
161023	4	44	300	2
161023	5	99	150	2
161024	1	55	2000	2
161024	2	75	500	2
161024	3	5	500	2
161024	4	99	500	2
161024	5	101	20	2
161025	1	55	400	2
161025	2	5	320	2
161026	1	55	600	2
161026	2	101	3	3
161026	3	86	3	3
161026	4	99	25	2
161027	1	55	1500	2
161027	2	75	300	2
161027	3	5	100	2
161027	4	99	1	3
161027	5	87	0,5	3
161028	1	55	1600	2
161028	2	5	160	2
161028	3	95	160	2
161029	1	55	3000	2
161029	2	75	600	2
161029	3	5	800	2
161029	4	87	500	2
161029	5	101	200	2
161029	6	99	200	2
161029	7	96	300	2
161029	8	95	300	2
161030	1	5	160	2
161030	2	55	400	2
161030	3	75	-77	3
161030	4	101	-77	2
161030	5	44	1	3
161032	1	55	6000	2
161032	2	44	50	10
161032	3	44	50	10
161032	4	86	1500	2
161033	1	44	10	10
161035	1	44	240	2
161035	2	55	1440	2
161035	3	12	3	3
161035	4	102	20	7
161035	5	10	50	7
161035	6	99	2	3
161035	7	101	2	10
161036	1	44	5	10
161036	2	101	30	2
161036	3	55	10	9
161037	1	44	1000	2
161037	2	55	600	2
161037	3	75	150	2
161037	4	5	200	2
161037	5	101	300	2
161038	1	5	8	3
161038	2	55	10	3
161038	3	44	5	3
161038	4	75	4	3
161038	5	99	1	3
161039	2	44	5	10
161039	3	101	3	3
161041	1	55	3600	2
161041	2	99	1800	2
161041	3	75	500	2
161041	4	5	500	2
161041	5	87	160	2
161041	6	86	1000	2
161041	7	26	1000	6
161041	8	16	1	3
161041	9	50	1000	6
161041	10	102	1000	8
161041	11	101	500	2
161041	12	56	10	8
161041	13	12	6000	2
161041	14	6	50	8
161041	15	44	1500	2
161041	16	10	50	8
161042	1	55	3000	2
161042	2	44	30	10
161042	3	101	20	10
161042	4	50	15	10
161045	1	44	6	10
161045	2	55	2250	2
161045	3	75	3	10
161045	4	101	70	2
161045	5	99	2	3
161045	6	12	300	2
161045	7	5	240	2
161045	8	10	20	7
161045	9	82	250	2
161045	10	102	10	7
161045	11	96	2	3
161045	12	86	1	3
161045	13	87	2	3
161046	1	102	5	7
161046	2	6	2	6
161046	3	95	2	10
161046	4	55	1	4
161046	5	5	3	10
161046	6	44	4	10
161046	7	101	1	10
161046	8	12	1	3
161046	9	99	2	3
161046	10	50	2	2
161046	11	82	2	10
161046	12	10	10	7
161046	13	86	1	10
161046	14	96	1	10
161047	1	101	80	2
161047	2	5	50	2
161047	3	75	40	2
161047	4	44	1	10
161047	5	55	200	2
161050	1	44	4	3
161050	2	101	2	3
161050	3	55	4	10
161052	1	55	8	10
161052	2	5	1	10
161052	3	75	2	10
161052	4	87	30	2
161052	5	101	2	10
161052	6	99	2	10
161052	7	44	2	10
161052	8	108	10	2
161052	9	108	20	2
161052	10	108	100	7
161053	1	55	100	2
161053	3	101	10	2
161053	5	5	100	2
161053	6	12	20	2
161053	7	102	500	7
161053	9	10	500	7
161053	10	26	100	2
161053	11	49	1	10
161053	12	50	400	2
161054	1	55	800	2
161054	2	44	500	2
161054	3	49	300	2
161055	1	101	100	2
161055	2	44	200	2
161055	3	55	800	2
161055	4	5	400	2
161055	5	86	80	2
161055	6	99	50	2
161055	7	83	2100	2
161056	1	44	30	10
161056	2	99	0,5	10
161056	3	101	0,5	10
161056	4	55	400	2
161056	5	5	40	2
161057	1	55	3000	2
161057	2	44	1	10
161057	3	99	80	2
161057	4	101	1	10
161058	1	55	200	2
161058	2	5	80	2
161058	3	44	50	2
161059	1	44	2	10
161059	2	101	2	3
161059	3	5	3	10
161061	1	44	200	2
161061	2	101	50	2
161061	3	55	500	2
161062	1	55	300	2
161062	2	5	300	2
161062	3	75	1	10
161062	4	87	1	10
161062	5	101	1	10
161062	6	44	100	2
161063	1	55	6000	2
161063	2	44	40	10
161063	3	75	25	10
161063	4	101	25	10
161063	5	99	25	10
161064	1	99	6	2
161064	2	5	250	2
161064	3	101	150	2
161064	4	55	1	10
161064	5	96	200	2
161064	6	75	200	2
161064	7	44	250	2
161064	8	86	100	2
161064	9	95	150	2
161067	1	5	3	10
161067	2	101	1	10
161068	1	55	2000	2
161068	2	5	700	2
161068	3	101	300	2
161068	4	44	50	2
161068	5	99	30	2
161068	6	75	30	2
161069	1	99	12	2
161069	2	5	5	10
161069	3	75	50	2
161069	4	101	2	10
161069	5	96	3	10
161069	6	87	20	2
161069	7	86	3	10
161069	8	95	2	10
161071	1	55	6	10
161071	2	5	6	10
161071	3	86	1	10
161071	4	101	10	2
161072	1	55	10000	2
161072	2	44	6000	2
161072	3	99	60	10
161072	4	101	40	10
161073	1	108	5	2
161073	2	55	8	10
161073	3	5	4	10
161073	4	44	2	10
161073	5	75	1	10
161073	6	101	1	10
161073	7	99	2	3
161073	8	86	1	10
161073	9	95	2	10
161073	10	96	1	10
161074	1	88	 	 
161076	1	55	300	2
161076	2	5	300	2
161076	3	96	400	2
161077	1	55	80	10
161077	2	5	5	10
161077	3	96	6	10
161077	4	86	2	10
161079	1	5	3	10
161079	2	101	1	10
161079	3	96	1	10
161079	4	87	1	10
161079	5	86	2	10
161079	6	55	1500	2
161080	1	55	2000	2
161080	2	5	1000	2
161080	3	101	1000	2
161080	4	95	100	2
161080	5	87	100	2
161080	6	99	100	2
161081	1	55	10	10
161081	2	86	50	2
161081	3	96	8	10
161081	4	95	50	2
161081	5	5	100	2
161081	6	12	15	2
161081	7	108	30	7
161082	1	55	400	10
161082	2	96	3	10
161082	3	86	3	10
161082	4	95	3	10
161082	5	99	2	10
161083	1	55	5000	2
161083	2	49	500	2
161083	3	83	3	11
161083	4	5	500	2
161083	5	101	200	2
161084	1	55	1500	2
161084	2	99	3	3
161084	3	101	5	3
161084	4	5	4	10
161084	5	102	20	7
161084	6	44	4	10
161084	7	86	4	3
161084	8	96	3	3
161085	1	99	5	3
161085	2	55	2000	2
161085	3	5	7	3
161085	4	101	4	10
161085	5	44	3	3
161085	6	87	4	3
161085	7	86	6	10
161085	8	86	5	3
161085	9	102	15	7
161085	10	10	10	7
161086	1	55	600	2
161086	2	5	3	10
161086	3	75	1	3
161087	1	5	420	2
161087	2	55	1000	2
161087	3	44	2	3
161087	4	101	2	3
161087	5	75	1,5	3
161089	1	55	30	10
161089	2	5	4	10
161089	3	101	1	10
161089	4	75	1	10
161089	5	96	1	10
161090	1	55	2000	2
161090	2	99	100	2
161090	3	87	50	2
161090	4	101	100	2
161091	1	55	8000	2
161091	2	5	60	10
161091	3	44	4200	2
161091	4	101	80	10
161091	5	86	80	10
161091	6	96	50	10
161092	1	5	1500	2
161092	2	75	2	10
161092	3	101	3	10
161092	4	55	20	10
161092	5	86	2	10
161092	6	12	12	2
161092	7	50	50	2
161092	8	10	20	7
161092	9	102	30	7
161093	1	55	500	2
161093	2	5	10	10
161093	3	101	50	2
161093	4	95	100	2
161093	5	86	2	3
161093	6	96	500	2
161094	1	55	1800	2
161094	2	87	7	10
161094	3	86	6	3
161094	4	101	4	3
161094	5	99	7	3
161094	6	50	1	3
161094	7	12	4	3
161095	1	55	1000	2
161095	2	101	400	2
161095	3	75	200	2
161095	4	5	400	2
161095	5	87	310	2
161095	6	99	1000	2
161095	7	102	50	8
161095	8	50	50	2
161095	9	66	30	2
161095	10	108	30	2
161096	1	55	160	10
161096	2	101	4	10
161096	3	5	12	10
161096	4	86	6	10
161096	5	75	3	10
161097	1	55	600	2
161097	2	44	4	10
161097	3	5	8	10
161097	4	101	4	10
161097	5	99	1	10
161097	6	75	2	10
161097	7	50	2	3
161097	8	87	1	10
161097	9	82	350	2
161097	10	6	20	6
161097	11	12	3	3
161097	12	108	4	11
161097	13	10	60	7
161097	14	49	3	4
161097	15	95	6	3
161097	16	96	4	3
161097	17	86	5	3
161097	18	83	3	4
161097	19	102	20	7
161098	1	55	1000	2
161098	2	5	300	2
161098	3	75	100	2
161098	4	83	60	11
161098	5	87	100	2
161098	6	101	200	2
161098	7	99	50	2
161099	1	55	30000	2
161099	2	86	80	10
161100	1	55	8000	2
161100	2	44	25	10
161100	3	75	12	10
161100	4	5	10	10
161101	1	55	500	2
161101	2	50	4	3
161101	3	101	1	3
161101	4	75	2	3
161101	5	49	2	3
161102	1	55	600	2
161102	2	5	100	2
161102	3	49	50	2
161102	4	101	50	2
161103	1	55	10	10
161103	2	101	1	10
161103	3	5	3	3
161103	4	99	15	2
161103	5	87	12	2
161105	1	55	30	10
161105	2	75	5	10
161105	3	101	2	10
161105	4	86	3	10
161106	1	55	800	2
161106	2	75	360	2
161106	3	101	140	2
161106	4	5	6	10
161107	1	55	5	10
161107	2	44	5	10
161107	3	101	4	10
161108	1	55	-79	79
161108	2	44	-79	79
171001	1	5	5	10
171001	2	55	6	10
171001	3	101	4	10
171002	1	44	200	2
171002	2	5	200	2
171004	1	55	100	2
171007	1	44	2	10
171007	2	55	1	10
171007	3	101	30	2
171010	1	5	10	3
171010	2	44	5	3
171010	3	101	1	3
171011	1	5	2	10
171011	2	101	2	10
171011	3	55	4	10
171011	4	44	3	10
171014	1	44	50	2
171014	2	75	50	2
171014	3	101	10	2
171015	1	55	400	2
171015	2	5	100	2
171019	1	55	50	10
171019	2	44	5	10
171019	3	75	4	10
171019	4	5	4	10
171019	5	86	2	3
171019	6	101	3	3
171019	7	99	2	3
171019	8	50	10	2
171026	1	44	2	3
171026	2	55	2	3
171026	3	101	23	2
171027	1	75	8	3
171027	2	101	3	3
171027	3	5	5	3
171027	4	44	4	3
171028	1	55	1000	2
171028	2	44	200	2
171028	3	5	300	2
171028	4	75	300	2
171028	5	87	20	2
171028	6	101	20	3
171030	1	44	120	2
171030	2	5	300	2
171030	3	55	120	2
171030	4	75	90	2
171030	5	101	2	3
171031	1	75	100	2
171031	2	55	200	2
171035	1	55	10	3
171035	2	86	2	3
171035	3	5	5	3
171035	4	12	20	8
171035	5	102	20	8
171035	6	50	20	8
171036	1	5	20	3
171036	2	44	5	3
171036	3	101	4	3
171036	4	75	5	3
171036	5	55	20	3
171036	6	86	2	3
171036	7	96	2	3
171036	8	95	8	3
171038	1	101	4	10
171038	2	55	200	2
171038	3	5	8	10
171038	4	86	1	10
171041	1	44	4	10
171041	2	75	2	10
171041	3	5	2	10
171041	4	101	1	10
171041	5	87	6	2
171042	1	55	200	2
171042	2	44	5	10
171042	3	101	20	2
171042	4	75	2	10
171043	1	44	150	2
171043	2	75	150	2
171043	3	5	150	2
171043	4	87	2	3
171043	5	101	2	3
171043	6	55	75	2
171044	1	75	2	10
171044	2	5	2	10
171044	3	101	1	10
171044	4	55	3	10
171045	1	5	100	2
171045	2	55	100	2
171045	3	99	50	2
171046	1	101	1	10
171046	2	44	1	10
171046	3	5	1	10
171046	4	75	1	10
171046	5	55	2	10
171046	6	86	1	10
171046	7	50	1	3
171047	1	55	500	2
171047	2	75	300	2
171047	3	5	300	2
171050	1	75	2	3
171050	2	55	2	3
171053	1	5	10	10
171053	2	75	10	10
171053	3	101	60	2
171053	4	55	20	3
171054	1	44	5	10
171054	2	5	5	10
171054	3	75	5	10
171054	4	87	5	10
171054	5	108	2	2
171054	6	50	1	10
171054	7	12	1	10
171054	8	10	10	7
171054	9	102	10	7
171054	10	66	15	6
171055	1	75	50	2
171056	1	5	4	10
171056	2	75	3	10
171056	3	101	4	3
171058	1	44	5	3
171058	2	75	5	3
171058	3	55	5	3
171058	4	5	5	3
171059	1	101	1	10
171059	2	55	3	10
171059	3	44	3	10
171059	4	75	3	10
171059	5	5	3	10
171059	6	50	10	10
171059	7	12	10	10
171059	8	102	50	7
171059	9	26	3	2
171060	1	55	4	3
171060	2	5	2	10
171060	3	75	2	10
171060	4	12	10	2
171060	5	50	10	6
171060	6	26	1	2
171061	1	44	4	3
171061	2	75	3	3
171061	3	5	3	3
171061	4	101	4	3
171062	1	75	100	2
171062	2	5	200	2
171062	3	55	200	2
171062	4	44	200	2
171062	5	86	50	2
171062	6	101	100	2
171062	7	95	100	2
171064	1	44	100	2
171064	2	5	200	2
