CHILDCODE	DNFDIDR4	DONNMER4	DONTYPR4	DONRCVR4	DONAMTR4	DONMSRR4	DONPRCR4	PRCMSRR4
121024	2	AVENA	3	6	18	4	2	4
121025	1	LECHE	1	140	1	3	0,4	3
121025	2	PAPAN	9	140	1	7	0,2	7
121025	3	QUAKER	8	40	1	8	0,5	8
121026	1	LECHE	1	4	14	6	1,5	6
121026	2	AVENA	3	4	2	4	2,5	4
121029	1	AVENA	3	48	1	4	2	4
121029	2	LECHE BONLE	1	48	3	6	3	6
121031	1	avena con leche	3	1	1	8	1	8
121031	2	pan con queso	9	1	1	7	1	7
121032	1	VASO DE LECHE	1	12	3	6	3	6
121032	2	AVENA	3	12	1	3	1	3
121035	1	PAN CON MANJAR	9	400	2	7	0,7	7
121035	2	AVENA CON MANZANA	10	400	2	8	0,7	8
121036	1	QUAKER	3	180	2	8	4	8
121036	2	PAN CON JAMONADA	9	45	1	7	1	7
121036	3	PAN CON JAMONADA	9	180	1	7	2	7
121036	4	PAN CON MERMELADA	9	90	1	7	200	7
121040	1	AVENA	3	12	1	4	1,5	4
121040	2	LECHE	1	12	3	6	2,9	6
121041	1	LECHE	1	24	3	6	8	6
121041	2	AVENA	3	24	24	2	36	2
121042	1	AVENA	3	12	3	3	1	3
121042	2	LECHE	1	12	3	6	2	6
121043	1	SOPA DE FIDEOS CON MENUDENCIA, ETC	10	200	1	9	2	9
121043	2	AVENA	10	200	1	8	1	8
121043	3	PAN CON QUESO , ETC	10	200	1	7	1	7
121044	1	LECHE	1	96	4	1	2,8	1
121044	2	QUAKER	3	48	4	2	1	2
121047	1	UN VAS0 DE LECHE	1	120	1	8	0,5	8
121047	2	PAN MERMELADA	9	120	1	7	0,3	7
121049	1	QUAKER	3	60	1	8	1	8
121049	2	PAN CON MERMELADA	9	7	1	7	0,5	7
121051	1	PAN CON MANTEQUILLA	9	200	1	7	0,3	7
121051	2	QUAKER PREPARADO	3	200	1	8	0,5	8
121051	3	MENESTRAS	6	100	2	2	4	2
121051	4	LECHE EN TARRO	1	40	1	6	1,5	6
121051	5	ACEITE	5	7	1	1	4,5	1
121051	6	AZUCAR	11	10	1	2	2,5	2
121051	7	ALIMENTOS PREPARADOS	10	50	6	9	5	9
121055	1	MACA	10	200	1	8	1	8
121055	2	PAN JAMONADA	9	200	1	7	1	7
121060	1	PAN CON JAMONADA-QUESO  O MERMELADA	9	260	2	7	1	7
121060	2	QUAKER CON LECHE	10	260	2	8	0,8	8
121060	3	FREJOLES,LENTEJAS CON ARROZ	10	200	1	9	1,3	9
121060	4	TALLARINES ROJOS	10	20	1	9	1,3	9
121061	1	AZUCAR	11	12	5	2	2	2
121061	2	ARROZ	8	12	10	2	2,5	2
121061	3	LECHE	1	12	10	6	3	7
121061	4	CARNES	15	12	1	2	13	2
121061	5	UN POLLO ENTERO	15	12	1	7	17	7
121061	6	UNA GALLINA ENTERA	15	12	1	7	30	7
121061	7	FRUTAS	15	48	8	2	20	2
121062	1	LECHE	1	12	48	6	2,5	6
121062	2	AVENA	3	12	36	2	3	2
121063	1	LECHE	1	48	1	6	2,5	6
121063	2	QUACKER	3	48	1	4	3	4
121063	3	LECHE	1	120	1	8	1	8
121063	4	PAPAPAN	9	120	1	7	0,5	7
121064	1	AVENA	3	48	4	2	2	2
121064	2	LECHE	1	144	12	6	2,5	6
121064	3	PAN CON MERMELADA	9	400	2	7	0,8	7
121064	4	QUAKER CON PLATANO	10	400	2	8	0,7	8
121065	1	QUAKER,QUINUA,SOYA CON LECHE	10	60	1	8	1,3	8
121065	2	PAN CON MANTEQUILLA,TORTILLA,JAMON,MERMELADA	10	60	1	7	0,8	7
121067	1	AVENA	3	12	3	3	1,5	3
121067	2	LECHE	1	12	3	6	2	6
121070	1	QUAKER	3	180	1	8	0,8	8
121070	2	PAN  CON JAMONADA	9	90	0,7	7	0,8	7
121070	3	PAN CON MANTEQUILLA	10	90	0,5	7	1	7
121074	1	LECHE	1	12	8	6	2,4	6
121074	2	PAN CON JAMON	9	200	1	7	0,7	7
121074	3	LECHE CON QUAKER	1	200	1	8	0,7	8
121076	1	QUAKER CON LECHE	10	70	1	8	0,8	8
121076	2	PAN CON MERMELADA,JAMON	9	70	1	7	0,3	7
121077	1	LECHE	1	96	2	6	3	6
121077	2	AVENA	3	24	1	2	3	2
121078	1	AVENA	3	24	1	4	2,5	4
121078	2	LECHE	1	48	1	6	2	6
121079	1	PAVO	7	1	1	7	70	7
121079	2	PANETON	9	1	1	7	20	7
121081	1	AVENA	3	208	0,8	2	2	2
121081	2	LECHE	1	208	1	6	2	6
121083	1	AVENA CON LECHE	10	140	1	5	1	5
121089	1	QUAKER	3	60	1	8	1	8
121089	2	PAN	9	60	1	7	1	7
121089	3	JAMONADA	10	30	1	5	0,5	5
121089	4	MERMELADA	10	30	1	5	0,3	5
121091	1	AVENA	3	24	2	2	3	2
121091	2	LECHE	1	48	2	6	2,8	6
121091	3	PAN CON MERMELADA	9	200	1	7	0,7	7
121091	4	AVENA CON MANZANA	10	200	1	8	0,7	8
121092	1	QUACKER CON LECHE	3	80	1	8	1	8
121092	2	PAN CON QUESO O  JAMONADA O MANJAR O MERMELADA	9	80	1	7	0,5	7
121092	3	LECHE	1	125	1	3	1	3
121092	4	PAPAPAN	9	125	1	7	0,5	7
121092	5	MAZAMORRA DE POLENTA	10	72	1	8	0,5	8
121092	6	PLATANO O MANDARINA O DURAZNO	15	48	1	7	0,3	7
121094	1	LECHE CON QUAKER	10	192	1	8	0,5	8
121098	1	QUAKER CON LECHE	10	70	1	8	1	8
121098	2	PAN CON MANTEQUILL,MANJAR	9	70	1	7	0,8	7
131004	1	ALMUERZO UNIVERSITARIO	10	3	1	9	5	9
131006	1	LECHE	1	60	2	8	0,7	8
131006	2	PAN CON QUESO	9	60	2	7	0,7	7
131008	1	LECHE	10	240	1	8	7	8
131008	2	PAN	9	240	1	7	5	7
131018	1	LECHE CON AVENA	10	180	1	8	1	8
131018	2	PAN	9	180	1	7	0,2	7
131019	1	Vaso de leche	1	220	3	5	4	5
131020	1	ARROZ	8	6	10	2	2,5	2
131020	2	ATUN	7	6	3	6	2	6
131020	3	ACEITE	5	6	1	1	5	1
131026	1	LECHE CON QUINUA, QUINUA, ETC	10	175	1	8	1	8
131026	2	PAN CON MANTEQUILLA, MERMELADA, MANJARBLANCO, ETC.	10	175	1	7	0,5	7
131028	1	LECHE	1	200	1	8	0,8	8
131028	2	PAN	9	200	1	7	0,2	7
131028	3	LECHE	1	240	5	8	1	6
131031	1	VASO DE LECHE	1	200	4	8	0,2	8
131031	2	AVENA	3	200	1	3	1	3
131032	1	LONCHE ESCOLAR AVENA CON LECHE	1	240	1	8	0,8	8
131032	2	LONCHE ESCOLAR PAN CON MANTEQUILLA O JAMONADA	9	240	1	7	0,5	7
131035	1	LECHE	10	220	2	8	1,4	8
131039	1	AVENA PREPARADA	10	90	1	8	1	8
131039	3	PAN	9	90	1	7	0,8	7
131040	1	QUAKER CON LECHE	1	60	2	8	0,4	7
131040	2	SIETE SEMILLAS	8	60	2	8	0,4	7
131041	1	Vaso de Leche	1	240	1	8	0,5	8
131044	1	LECHE	1	80	2	8	0,7	8
131044	2	PAN CON QUESO	9	80	2	7	0,7	7
131046	1	VASO  DE LECHE	1	240	3	8	2	8
131048	1	PAN	9	120	1	7	0,5	7
131048	2	LECHE	1	120	1	7	0,7	7
131051	1	AVENA CON LECHE	10	90	1	8	0,8	8
131051	2	PAN CON MERMELADA O MANTEQUILLA	9	90	1	7	0,5	7
131052	1	KUAQUER	3	165	1	8	1,5	8
131052	2	PAN	9	165	1	7	0,2	7
131058	1	AVENA	3	180	2	8	2	6
131058	2	PAN	9	180	2	7	0,4	7
131060	1	LECHE PREPARADA	10	240	2	8	1	8
131060	2	AVENA	3	240	1	8	1	8
131060	3	PAN CON MERMELADA	9	240	1	7	0,5	7
131063	1	ACEITE	5	6	2	1	13	1
131063	2	ATUN	7	6	2	6	9	6
131063	3	ARROZ	8	6	10	2	20	2
131063	4	MENESTRAS	6	6	4	2	20	2
131068	1	LECHE	1	200	1	6	2,5	6
131068	2	AVENA	3	30	1	2	1	2
131068	3	PAPAPAN	9	240	1	7	0,2	7
131068	4	AVENA CON LECHE	10	60	1	5	0,6	5
131070	1	BISCOCHO	9	160	1	7	0,7	7
131070	2	LECHE	10	160	1	8	0,7	8
131071	1	LECHE	1	136	1	8	0,8	8
131071	2	BIZCOCHO	9	136	1	7	0,7	7
131072	1	LECHE	1	100	1	8	0,5	8
131072	2	PAPAPAN	9	100	1	7	0,3	7
131074	1	LECHE	1	110	1	7	0,5	7
131074	2	PAPAPAN	9	110	1	7	0,3	7
131075	1	LECHE	1	160	3	8	3	8
131081	1	QUQKER CON LECHE -VASO DE LECHE	3	11	3	8	1	8
131082	1	LECHE CON AVENA	10	60	4	5	0,7	5
131083	1	AVENA CON LECHE O LECHE SOLA	10	75	1	8	0,8	8
131083	2	PAN CON MERMELADA O MANTEQUILLA	9	75	1	7	0,6	7
131086	1	LECHE  CON AVENA	10	400	2,5	8	1	8
131088	1	PAN	9	190	1	7	0,5	7
131088	2	KUAKER CON LECHE	10	190	1	7	0,7	8
131090	1	quake con leche	10	60	1	8	1	8
131090	2	pan con mermelada	9	60	1	7	0,5	7
131093	1	LECHE PREPARADA	10	60	1	8	1	8
131093	2	PAN	9	60	1	7	0,7	7
131094	1	quaker con leche	10	144	4	8	0,7	8
131094	2	leche	1	60	2	8	0,7	8
131094	3	pan con mermelada	9	60	2	7	0,7	7
131095	1	LECHE, SOYA O AVENA	10	60	2	8	1	7
131095	2	PAN CON MANTEQUILLA O MERMELADA	9	60	2	7	0,5	7
131098	1	AVENA CON LECHE	1	170	1	8	0,7	8
131098	2	PAPAPAN	9	170	1	7	0,5	7
131100	1	LECHE	1	6	6	4	2	4
131100	2	AVENA	3	6	2	4	2	4
131101	1	LECHE	1	5	1	1	2	1
131101	2	AVENA	3	7	1	2	1	2
141003	1	AVENA, QUINUA, LECHE PREPARADAS	10	180	2	8	0,5	8
141003	2	PAN CON ACEITUNA,JAMONADA,MANJAR BLANCO,ETC	10	180	2	7	0,5	7
141003	3	LECHE	1	240	2	8	0,5	8
141003	4	PAPA PAN	9	240	2	7	0,5	7
141006	1	KUAKER CON LECHE	10	70	3	8	1,5	8
141006	2	PAN CON JAMONADA	10	70	3	7	0,5	7
141011	1	AVENA	3	48	2	2	4	2
141011	2	BOLSITARRO DE LECHE	1	48	2	7	2	7
141017	1	LECHE	1	20	1	8	0,5	8
141017	2	PAN	9	20	1	7	0,5	7
141018	1	AVENA,LECHE	10	20	1	8	0,8	8
141018	2	PAN CON MERMELADA, ETC	9	20	1	7	0,6	7
141019	1	DESAYUNO ESCOLAR	10	180	1	5	1	5
141019	2	LECHE	1	72	1,5	3	2,5	3
141019	3	ALMUERZO	10	576	3	9	2	9
141020	1	LECHE	1	48	2	3	2,5	3
141020	2	PAN CON MERMELADA, PAN CON JAMONADA, ETC	10	65	1	7	0,6	7
141020	3	LECHE PREPARADA, ETC	10	65	1	8	0,5	8
141022	1	LECHE PREPARADA	1	48	1	8	3	8
141022	3	AVENA CEREAL	3	48	1	4	2	4
141024	1	LECHE	1	24	2	3	1,5	3
141025	1	LECHE	1	24	2	4	2,5	4
141025	2	AVENA CEREAL	3	48	3	7	3	7
141025	3	AVENA CON LECHE PREPARADA	10	140	1	8	0,5	8
141025	4	SANDWICHES EN GENERAL (CON ACEITUNAS, MERMELADA, JAMONADA, QUESO, ETC)	10	140	1	7	0,7	7
141026	1	ALMUERZO	10	144	1	9	5	9
141026	2	AVENA,QUINUA CON LECHE	10	75	1	8	1	8
141026	3	PAN CON MANTEQUILLA, MERMELADA,ETC	10	75	1	7	0,7	7
141027	1	AVENA CON QUINUA PREPARADA	3	100	2	5	1	5
141027	2	SANDWICHES DE MERMELADA	10	100	2	7	1	7
141028	1	QUINUA CON LECHE	10	183	1	8	1	8
141028	2	GALLETA CON MANJAR BLANCO	9	183	1	7	0,5	7
141031	1	 	 	 	 	 	 	 
141033	1	AVENA PREPARADA	3	200	1	8	1	8
141033	2	SANDWICH DE MERMELADA Y/O MANTEQUILLA	10	240	1	7	0,5	7
141034	1	MENESTRAS (FREJOL)	6	4	8	2	6	2
141034	2	DULDE FREJOL	10	4	8	3	4	3
141037	1	LECHE	1	12	60	3	2,4	3
141037	2	AVENA PREPARADA	3	12	36	4	2	4
141037	3	PAN	9	12	4	7	0,2	7
141037	4	AVENA REPARADA, QUINUA PREPARADA, HARINA DE SIETE SEMILLAS, HARINA DE SOYA	10	200	2	8	1	8
141038	1	SANDWICHES EN GENERAL (PAN CON MANTEQUILLA, MERMELADA, ETC)	10	120	1	7	0,5	7
141038	2	LECHE CON AVENA PREPARADA	10	120	1	8	1	8
141039	1	QUAQUER CON LECHE	10	75	1	8	1	8
141039	2	PAN CON MERMELADA, MNTEQUILLA, ETC.	10	75	1	7	0,5	7
141039	3	CERVEZAS	15	-77	6	7	3,5	7
141040	1	LECHE	1	12	12	6	2,5	6
141040	2	MAIZ (CHOCLO)	8	48	2	7	1,5	7
141040	3	PAPA	15	86	2	2	1	2
141040	4	HARINA DE SIETE SEMILLAS (CEREAL)	8	48	1	4	10	4
141040	5	JUGO DE PLATANO VERDE	10	40	1	8	2	8
141044	3	PAN CON MERMELADA ,MANJAR ACEITUNA	10	60	1	7	0,6	7
141044	4	AVENA PREPRADA	10	40	1	8	0,7	8
141047	1	ALVERJITAS Y FREJOL CASTILLA	6	1	1	2	2,5	2
141047	2	AVENA	3	1	1	4	3	4
141048	1	LECHE	1	96	2	7	2	7
141048	2	HOJUELAS DE CEREALES ENRIQUECIDOS Y AZUCARADOS	8	96	1	4	2,5	4
141050	1	LECHE	1	24	1	7	2	7
141050	2	QUAKER	3	24	1	3	1	3
141055	1	LECHE	1	12	1	3	2	3
141055	2	LECHE CON QUINUA PREPARADA	10	60	1	8	1	8
141055	3	PAN CON QUESO	10	60	1	7	0,5	7
141056	1	QUAQUER	3	60	1	8	1	8
141065	1	AVENA PREPARADA	10	57	1	8	1	8
141065	2	PAN CON JAMONADA, CON MANTEQUILLA, CON MERMELADA,ETC	10	57	1	7	0,8	7
141066	1	AVENA REPPARADA	3	108	1	8	1	8
141068	1	ARROZ	8	1	1	2	3	2
141068	2	FIDEOS	15	1	4	4	1,5	4
141068	3	LENTEJAS	6	1	1	4	1,2	4
141068	4	PESCADO EN CONSERVA (EN LATA)	7	1	2	6	2,5	6
141068	5	AZUCAR	11	1	1	2	2,8	2
141071	1	LECHE	1	12	8	4	2	4
141071	2	AVENA CE3REAL	3	12	8	4	3	4
141081	1	LECHE	1	12	8	3	2,5	3
141081	2	AVENA	3	12	2	2	3,5	2
141088	1	LACTEO, PANES	1	200	1	8	1	8
141089	1	LECHE CON AVENA PREPARADA	10	80	1	8	1,5	8
141089	2	PAN CON MANTEQUILLA	9	80	1	7	0,3	7
141093	1	QUESO	1	2	2	2	14	2
141094	1	PAN CON MERMELADA	9	200	1	7	0,4	7
141094	2	LECHE CON QUAKER	10	200	1	8	1	8
141097	1	LECHE	1	12	2	3	2,5	4
141097	2	AVENA	3	24	1	4	2	4
141101	1	LECHE	1	24	1	3	1,5	3
141101	2	AVENA	3	24	1	4	2	4
141102	1	AVENA	3	12	1	4	2,5	4
141102	2	LECHE	1	12	4	7	2,2	7
141104	1	AVENA, QUINUA CON LECHE	10	80	1	8	1	8
141104	2	PAN CON JAMONADA,MERMELADA, MANTEQUILLA,ETC	10	80	1	7	0,8	7
151002	1	LECHE , CON AVENA ,QUINUA  HABA , ETC	10	160	1	8	0,5	8
151002	2	PAN CON , QUESO , MERMELADA, JAMONADA , ETC	9	160	1	7	0,7	7
151003	1	LECHE CON AVENA	10	120	2	8	1	8
151003	2	GALLETAS	9	120	2	7	1	7
151004	1	AVENA CON LECHE	10	160	2	8	0,5	8
151004	2	GALLETA CON ATUN/ MANJAR BLANCO	9	160	2	5	0,5	5
151004	3	FRUTAS FRESCAS	15	10	10	2	4,5	2
151005	1	QUAKER CON LECHE	10	110	1	5	2	5
151005	2	GALLETAS	9	110	1	5	0,5	3
151005	3	ATUN	7	110	1	6	2	6
151006	1	LECHE CON AVENA	10	165	1	8	1	8
151006	2	GALLETAS	9	165	1	5	1	5
151010	1	LECHE CON QUAQUER	10	160	1	8	1,5	8
151010	2	PAQUETE DE GALLETA	9	160	1	7	0,5	7
151011	1	VASO DE LECHE	1	3	5	6	2,5	6
151011	2	CUAQUER CON LECHE	10	140	2	8	0,5	8
151011	3	PAN O GALLETA	9	140	2	7	0,5	7
151014	1	LECHE	1	160	1	8	1	8
151014	2	GALLETA	9	160	1	7	0,3	7
151015	1	TAZA DE AVENA	3	158	1	8	0,6	8
151015	2	GALLETAS	9	158	1	7	0,3	7
151016	1	LECHE	1	110	1	8	1	8
151016	2	GALLETA	9	110	1	7	1	7
151017	1	VASO DE LECHE	1	180	1	8	1,5	8
151017	2	GALLETA	9	180	1	3	0,5	3
151019	1	TAZA DE AVENA	10	158	1	8	0,6	8
151019	2	GALLETA	9	158	1	7	0,3	7
151020	1	AVENA CON LECHE	10	180	1	8	1	8
151020	2	PAN CON MERMELADA, ETC	10	180	1	7	1	7
151021	1	NARANJAS	15	10	2	2	0,3	2
151021	2	QUESO	2	1	1	2	10	2
151022	1	AVENA CON LECHE	10	165	2	8	1	8
151022	2	GALLETAS CON MANJAR BLANCO	10	165	2	5	1	5
151023	1	TAZA DE AVENA	10	158	1	8	0,6	8
151023	2	GALLETA DE AGUA	9	158	1	7	0,3	7
151024	1	QUAKER CON LECHE	3	120	2	5	2	5
151024	2	GALLETA	9	120	2	5	0,5	5
151026	1	LECHE CON AVENA	10	165	1	8	0,5	8
151026	2	GALLETA CON MERMELADA/ ATUN / POLLO	10	165	1	5	1	5
151027	1	LECHE	1	160	1	8	1,2	8
151027	2	GALLETA	9	160	1	7	0,3	7
151028	1	LECHE	1	11	6	6	3	6
151028	2	AVENA	3	11	2	4	1,2	4
151028	3	AVENA CON LECHE/ QUINUA CON LECHE	10	150	3	8	1	8
151028	4	GALLETA CON MANJAR BLANCO	9	150	3	5	0,5	5
151029	1	TAZA DE LECHE	1	140	2	8	0,5	8
151029	2	GALLETA DE AGUA	9	140	2	7	0,5	7
151029	3	PORCION DE ATUN	7	140	2	5	1,5	5
151030	1	LECHE	1	280	1	8	2,5	8
151030	2	GALLETA	9	280	1	7	0,5	7
151030	3	ANCHOVETA	10	140	1	5	1	5
151031	1	DESAYUNO ESCOLAR AVENA CON LECHE	10	175	1	8	0,6	8
151031	2	GALLETA	9	175	3	5	0,5	5
151032	1	AVENA CON LECHE	10	160	3	8	0,5	8
151032	2	GALLETA	9	160	3	5	0,3	5
151032	3	ALIMENTO PREPARADO - ALMUERZO ESCOLAR	10	160	2	5	1	5
151033	1	LECHE	10	180	1	8	1,5	8
151033	2	GALLETAS	9	180	1	7	0,5	3
151035	1	LECHE CON QUAQUER	10	100	3	8	1,5	8
151035	2	GALLETA	9	100	3	7	0,3	7
151037	1	LECHE	1	36	6	6	3	6
151037	2	CUAQUER	3	36	6	4	2	4
151037	3	CUAQUER	10	140	4	5	1	5
151037	4	ALMUERZO ESCOLAR	10	140	4	5	3	5
151037	5	GALLETAS CON MERMELADA	9	140	4	5	0,5	5
151038	1	LECHE	1	160	1	8	1	8
151038	2	GALLETA	9	160	1	7	0,25	7
151040	1	LECHE	10	140	4	8	0,7	8
151040	2	GALLETA	9	140	4	5	0,5	5
151042	1	LECHE	1	140	1	8	1	8
151042	2	GALLETA CON MANJAR	9	140	1	7	0,5	7
151043	1	LECHE	1	80	1	8	1	8
151043	2	GALLETA	9	80	1	7	0,5	7
151044	1	LECHE EN BOLSA	1	160	1	8	1,5	8
151044	2	GALLETA	9	160	1	7	0,5	7
151044	3	LECHE VASO DE LECHE	1	32	4	6	3	6
151044	4	AVENA VASO DE LECHE	3	8	2	2	4,5	2
151045	1	DESAYUNO ESCOLAR AVENA	10	110	3	8	0,5	8
151045	2	GALLETA	9	110	3	7	0,5	7
151045	3	ALMUERZO ESCOLAR	10	45	2	9	3	9
151045	4	VASO DE LECHE	1	12	2	6	2,4	6
151046	1	ALMUERZO ESCOLAR	10	140	4	5	2	5
151047	1	TAZA DE LECHE	10	120	3	8	1	8
151047	2	GALLETA CON MANJAR BLANCO	9	120	3	7	0,6	7
151048	1	DESAYUNO ESCOLAR	10	180	1	5	2,5	5
151048	2	ALMUERZO	10	180	1	5	5	5
151051	1	AVENA CON LECHE	10	170	1	8	1	8
151051	2	PAN CON MANTEQUILLA/ MERMELADA/ MANJAR BLANCO	10	170	1	5	0,5	5
151061	1	AVENA CON LECHE	10	165	4	8	1	8
151061	2	GALLETAS	9	165	4	5	0,3	5
151062	1	AVENA CON LECHE	10	183	1	8	0,5	8
151062	2	GALLETAS	9	183	1	7	0,4	7
151063	1	GALLETA CON MERMELADA	9	180	1	5	0,5	5
151063	2	TAZA DE MACA CON QUINUA Y MANZANA	10	180	1	8	1	8
151064	1	DESAYUNO	10	140	3	5	1,1	5
151064	2	PAN O GALLETA	9	140	3	7	0,5	7
151065	1	LECHE	1	4	4	6	2,5	6
151065	2	AVENA	3	4	2	4	1,5	4
151065	3	QUINUA CON LECHE	10	160	2	8	0,7	8
151065	4	GALLETA CON MANJAR BLANCO	9	160	2	5	0,3	5
151066	1	DESAYUNO ESCOLAR, PAN CON MANTEQUILLA, LECHE CON AVENA	10	225	1	5	2,5	5
151067	1	LECHE	1	160	1	8	1	8
151067	2	GALLETA	9	160	1	7	0,25	7
151067	3	ARROZ CON MENESTRA	10	160	1	9	4	9
151069	1	SANGUCHE DE ATUN	10	165	2	9	1	9
151069	2	LECHE Y AVENA	10	165	2	8	0,7	8
151069	3	PAN CON MANTEQUILLA	9	165	2	7	0,5	7
151070	1	LECHE	1	160	1	8	1	8
151070	2	GALLETA	9	160	1	7	0,3	7
151070	3	ARROZ CON MENESTRA	10	160	1	9	4	9
151072	1	LECHE CON AVENA	10	180	2	8	1	8
151072	2	PAN CON ATUN	9	180	2	7	2	7
151072	3	GALLETAS CON MANJAR BLANCO	9	180	2	7	1	7
151072	4	ALMUERZO PREPARADO	10	40	2	9	6	9
151074	1	LECHE CON QUINUAVENA	10	160	1	8	1,5	8
151074	2	GALLETAS	9	160	1	7	0,5	7
151077	1	LECHE	1	140	1	8	1	8
151077	2	GALLETA	9	140	1	7	0,5	7
151078	1	CUAQUER CON LECHE	10	140	1	8	1	8
151078	2	GALLETA CON MERMELADA	9	140	1	5	0,5	5
151079	1	AVENA CON LECHE	10	120	1	8	0,7	8
151079	2	GALLETA DE AGUA CN MANJAR BLANCO/ MERMELADA	9	120	1	5	0,5	5
151081	1	LECHE	1	160	1	8	1	8
151081	2	GALLETA	9	160	1	7	0,3	7
151081	3	ARROZ CON MENESTRA	10	160	1	9	4	9
151082	1	CUAQUER CON LECHE	10	140	4	5	1	5
151082	2	GALLETA CON MERMELADA	9	140	4	5	0,5	5
151083	1	LECHE CON AVENA	10	60	1	8	1,5	8
151083	2	GALLETA CON ANCHOVETA	10	60	1	7	0,5	7
151084	1	AVENACON LECHE	10	160	2	8	0,9	8
151084	2	GALLETAS	9	160	2	5	0,3	5
151084	4	NARANJAS	15	3	15	2	4	2
151085	1	ENLATADOS	7	36	2	6	1,5	6
151085	2	GALLETAS	9	36	2	3	0,5	3
151085	3	CUAQUER CON LECHE	10	36	2	8	1	8
151086	1	DESAYUNO ESCOLAR LECHE CON AVENA	10	120	5	8	0,5	8
151086	2	GALLETA	9	120	5	7	0,5	7
151086	3	ATUN PORTOLA	7	120	5	6	1,5	6
151087	1	PLATO DE COMIDA	10	16	9	9	3	9
151087	2	AVENA CON LECHE	10	160	3	8	0,7	8
151087	3	PAN O GALLETA	9	160	3	7	0,5	7
151087	4	ALMUERZO ESCOLAR	10	120	2	9	4	9
151088	1	DESAYUNO ESCOLAR AVENA CON LECHE	10	110	2	8	1,5	7
151088	2	GALLETA	9	110	2	7	0,5	7
151088	3	ATUN CON YUCA	10	110	2	9	3	9
151089	1	AVENA CON LECHE	10	180	3	8	1	8
151089	2	GALLETA	9	180	3	7	0,5	7
151089	3	ALMUERZO ESCOLAR	10	180	3	5	2	5
151090	1	VASO DE LECHE	1	180	1	8	1,5	8
151090	2	GALLETA	9	180	1	3	0,5	3
151091	1	ARROZ	8	2	8	2	16	2
151091	2	MENESTRAS	6	2	3	2	12	2
151091	3	ACEITE	5	2	2,5	1	21	1
151091	4	AVENA CON LECHE	10	36	2	8	1	8
151091	5	PAN O GALLETA	9	36	2	7	0,5	7
151092	1	LECHE	1	24	1	6	2,5	6
151092	2	GALLETA	9	30	1	7	1	7
151092	3	ATUN	7	16	1	6	1	6
151095	1	LECHE CON AVENA / HARINA DE TRGO / HARINA DE MAIZ	10	165	2	8	1	8
151095	2	GALLETAS	9	165	2	5	0,7	5
151096	1	AVENA CON LECHE	10	165	2	8	1	8
151096	2	GALLETA	9	165	2	5	0,5	5
151097	1	LECHE	1	160	1	8	1	8
151097	2	GALLETA	9	160	1	7	0,3	7
151099	1	LECHE CON QUINUA	10	160	3	8	1,5	8
151099	2	GALLETAS	9	480	3	7	1,5	7
151101	1	REFRIGERIO ALMUERZO	10	120	1	9	2	9
151101	2	LECHE CON AVENA	10	20	1	8	1,5	8
151101	3	GALLETA CON MERMELADA	9	20	1	7	0,5	7
151102	1	VASO DE LECHE	1	144	3	6	3	6
151102	2	AVENA PRECOCIDA	3	144	3	3	1	3
151102	3	ALMUERZO ESCOLAR	10	140	2	9	2	9
151103	1	CUAQUER CON LECHE	10	160	1	5	2,5	5
151103	2	GALLETAS	9	160	1	7	0,5	7
151104	1	DESAYUNO ESCOLAR AVENA CON LECHE	10	160	2	8	1	8
151104	2	GALLETAS CON MANJAR BLANCO	9	160	5	7	0,5	7
151104	3	ARROZ	8	60	6	2	3	2
151104	4	ATUN	7	60	7	6	5	6
151105	1	QUINUA CON LECHE	10	160	3	8	1	8
151105	2	GALLETA	9	160	3	5	0,3	5
151106	1	LECHE	1	165	2	8	0,7	8
151106	2	GALLETAS	9	165	2	5	0,5	5
151107	1	GALLETA	9	160	1	7	0,5	7
151107	2	CUAQUER CON LECHE	10	160	1	5	1	5
151108	1	DESAYUNO ESCOLAR	10	360	1	5	2,5	5
151109	1	desayuno escolar kuaker con leche	10	180	1	8	1	8
151109	2	pan con atun o mermelada	10	180	1	7	0,5	7
151110	1	AVENA CON LECHE	10	160	2	5	2,5	5
151110	2	PAN O GALLETA	9	160	2	7	0,5	7
151111	1	LECHE	1	160	1	8	1	8
151111	2	GALLETA	9	160	1	7	0,3	7
151112	1	DESAYUNO ESCOLAR LECHE CON AVENA	10	135	2	8	1	8
151112	2	GALLETA	9	135	2	7	0,5	7
151112	3	ATUN PORTOLA	10	135	1	9	4	9
161001	1	LECHE  CON  AVENA  ,  SIETE  SEMILLAS  ,  ETC.	10	200	2	8	1,5	8
161001	2	PAN  :  MANTEQUILLA  ,  MAJAR  BLANCO  , HUEVO  , ETC.	10	200	2	7	2	7
161001	3	SEGUNDOS  :   ARROZ  CON   POLLO  ,  MENESTRAS  ,  TALLARINES  , ECT.	10	200	2	9	6	9
161002	1	LECHE CON SOYA.	10	160	2	8	0,5	8
161002	2	PAN, GALLETA. ETC	9	160	2	7	0,2	7
161002	3	ARROZ CON HUEVO, ARROZ CON LENTEJA, OLLUCO, FREJOLES , ATUN, ETC	10	160	2	9	3	9
161003	1	DESAYUNO ESCOLAR. QUINUA, QUAQUER CON LECHE, ETC.	10	140	1	8	0,5	8
161003	2	PAN CON MANJAR, CON MERMELADA, ETC.	10	140	1	7	0,5	7
