CHILDCODE	DNFDIDR4	DONNMER4	DONTYPR4	DONRCVR4	DONAMTR4	DONMSRR4	DONPRCR4	PRCMSRR4
161108	1	ARROZ CON MENETRAS, ZAPALLO , FIDEOS, ETC.	10	150	2	9	2	9
161108	2	PAN CON MANTEQUILLA, ETC.	10	150	2	7	0,5	7
161108	3	AVENA,QUINUA,ETC.	10	150	2	8	1	8
171001	1	LECHE CON AVENA , 7 CEREALES, ETC	10	120	2	8	1	8
171001	2	TOSTADA, GALLETA , PAN	9	120	2	7	0,3	7
171001	3	AVENA	3	12	3	2	4,5	2
171001	4	LECHE GLORIA	1	12	14	6	3	6
171002	1	AVENA CON LECHE	10	80	1	8	1	8
171002	2	GALLETAS	9	80	1	7	1	7
171002	3	SOPAS, GUISOS, ATUN PREPARADO, ETC. (COMIDAS PREPARADAS)	10	80	1	9	4	9
171003	1	LECHE CON QUINUA, AVENA, SOYA ,7 CEREALES ETC.	10	80	2	8	1,5	8
171003	2	GALLETA	9	80	2	7	0,5	7
171003	3	SALTADO DE ATUN , PICANTE DE ATUN , PICANTE DE GRIGO , ARVERJITA , PICANTE QUINUA	10	80	2	9	3	9
171003	4	PAPAPAN	9	60	1	7	0,5	7
171007	1	AVENA	3	4	1,5	2	3	2
171007	2	LECHE GLORIA	1	4	7	6	2,5	6
171007	3	LECHE  CON 7 CEREALES , AVENA , SEMOLA , SOYA  ETC	10	80	3	8	1	8
171007	4	GALLETA , PAN	9	80	3	7	0,4	7
171007	5	QUISO DE QUINUA , TRIGO , HABA ETC	10	60	3	9	2,5	9
171008	1	QUAQUER CON LECHE DE SOYA, ETC.	10	111	1	8	1	8
171008	2	GALLETA	9	111	1	7	0,6	7
171008	3	TOSTADAS CON MANJAR BLANCO	10	111	1	7	0,5	8
171010	1	AVENA CON LECHE	10	68	1	8	1	8
171010	2	PAN CON QUESO,  MANJARBLANCO, MERMELADA, ETC.	10	34	1	7	1	7
171010	3	SOPAS, GUISOS, ARROZ CON ATUN PREPARADO, ETC.	10	68	1	9	4	9
171010	4	GALLETAS	9	34	1	5	1	5
171011	1	LECHE CON QUINUA , SOYA , 7 CEREALES ETC	10	80	1	8	1	8
171011	2	SOPA DE LECHE , PALLAR ,LENTEJA , PICANTE DE TRIGO. ETC	10	80	1	9	2,5	9
171011	4	GALLETAS	9	80	1	7	0,5	7
171014	1	AVENA CON LECHE	10	80	1	8	1,5	8
171014	2	PAN CON QUESO, MANJAR, MERMELADA, ETC.	10	30	1	7	1	5
171014	3	GUISO DE ATUN, GUISO DE HABAS, MEN4ESTRAS, ETC. (ALMUERZO ESCOLAR)	10	30	1	9	2,5	9
171014	4	GALLETA	9	30	1	5	0,5	5
171014	5	MAIZ TOSTADO (CHANCHITA)	10	20	1	5	0,5	5
171015	1	QUINUA CON LECHE, AVENA CON LECHE, 7 CEREALES, ETC.	10	180	2	8	1	8
171015	2	PAN CON QUESO, HUEVO, ETC.	10	180	2	8	1	7
171015	3	GUISO DE ANCHOVETA, PURE DE HABAS , PICANTE DE TRIGO, ETC.	10	120	2	9	3	9
171016	1	ARROZ CON ATUN ,PICANTE DE TRIGO,  ETC	10	80	1	8	3	9
171016	2	GALLETA	9	80	1	7	0,5	7
171016	3	AVENA CON LECHE, SIETE SEMILLAS,ETC.	10	180	1	8	1	8
171017	1	PAPA SANCOCHADA CON HUEVO, MENESTRAS,  SEGUNDOS ,ETC	10	40	1	5	1	5
171018	1	AVENA CON LEHCE	10	120	2	8	1	8
171018	2	PAN CON MANJAR BLANCO	10	-77	2	5	0,5	5
171018	3	GUISO DE QUINUA, ARVERJA, PALLAR, TRIGO CON ARROZ, ATUN, ETC.	10	120	2	9	3	9
171018	4	GALLETAS	9	-77	2	5	0,5	5
171018	5	MAIZ TOSTADO (CANCHA)	10	-77	1	5	0,5	5
171019	1	AVENA CON LECHE	10	120	1	8	1	8
171019	2	GALLETAS SODA	9	120	1	5	0,5	5
171019	3	SOPAS, ARROZ CON LENTEJAS, GUISOS CON  POLLO, OLLUCOS, QUINUA, ETC.	10	100	1	9	4	9
171020	1	DESAYUNOS CUAQUER CON LECHE, ETC.	10	180	2	8	4	8
171020	2	PAN CON QUESO, ACEITUNA ETC.	9	180	2	7	2	7
171020	3	ARROZ  PICANTE DE QUINUA, SEGUNDOS CON POLLO, PESCADO, ETC.	10	180	2	9	10	9
171020	4	CENA, ARROZ CON GUISOS, ETC.	10	180	2	9	10	9
171020	5	PAPA	15	2	15	2	1	2
171020	6	FREJOLES	6	1	4	2	5	2
171020	7	GALLETA	9	80	1	7	0,5	7
171020	8	LECHE CON QUINUA, CON AVENA, ETC.	10	80	1	8	1	8
171022	1	GUISOS, SOPAS, ETC. (ALMUERZO ESCOLAR)	10	180	1	9	3	9
171023	1	AVENA PREPARADA	10	180	1	8	0,7	8
171023	2	PAN CON JAMONADA,ACEITUNA ,MERMELADA	10	180	1	7	0,5	7
171026	1	LECHE CON AVENA	10	135	1	8	1	8
171026	2	GALLETAS	9	70	1	7	0,5	7
171026	3	TOSTADAS	9	65	1	7	0,3	7
171027	1	LECHE CON AVENA, ETC	10	180	1	8	1	8
171027	2	CANCHA, ETC	15	60	1	5	1	5
171027	3	ARROZ CON GUISO DE PAPA, CON LENTEJAS, CON CONSERVA DE PESCADO ENLATADO, ETC.	10	180	1	9	5	9
171027	4	GALLETA	9	120	1	7	0,5	7
171030	1	LECHE	1	2	14	6	3	6
171030	2	QUAQER	3	2	2	2	4	2
171030	3	QUINUA PREPARADA	10	80	1	5	3	5
171031	1	ARROZ CON LENTEJAS, CON PESCADO, CON POLLO, SOPAS, ETC.	10	80	1	9	2	9
171031	2	QUINUA CON LECHE	10	80	1	8	1	8
171031	3	GALLETA	10	80	1	7	0,6	7
171031	4	PICANTE DE TRIGO, SEGUNDOS CON POLO, CON PESCADO, CON VERDURAS.	10	80	1	9	3	9
171032	1	YOGURT	1	4	6	7	3	7
171032	2	AVENA	3	4	3	2	3	2
171032	3	PAPA	15	56	10	2	2	2
171032	4	BOLDA DE FRUTAS (PLATANO, NARANJA, GRANADILLA, ETC.)	15	56	4	2	3	2
171033	1	PAN CON HUEVO	10	140	1	5	1,5	5
171033	2	AVENA PREPARADA	10	140	1	5	1	5
171034	1	LECHE CON QUAQUER	10	180	1	8	1	8
171034	2	GALLETA	9	180	1	7	1	7
171034	3	PAPA	15	4	20	2	1,5	2
171035	1	AVENA CON LECHE	10	180	1	8	1	8
171035	2	ARROZ CON MENESTRA, ENSALADA DE VERDURAS, GUISOS, ETC.	10	100	1	9	4	9
171035	3	GALLETAS	9	-77	1	5	1	5
171035	4	PAN CON MANJAR, QUESO, MERMELADA, ETC.	10	-77	1	7	1	7
171036	1	LECHE	1	4	7	6	3	6
171036	2	AVENA	3	4	4	2	4	2
171036	3	AVENA CON LECHE	10	120	2	8	1	8
171036	4	ARROZ CON VERDURAS, MENESTRAS, ATUN, ETC. (ALMUERZO ESCOLAR)	10	40	1	9	3	9
171036	5	GALLETAS	9	120	2	5	0,5	5
171036	6	MAIZ TOSTADO (CANCHA)	10	120	2	5	0,5	5
171038	1	AVENA CON LECHE	10	100	1	8	1	8
171038	2	CANCHA TOSTADA	15	30	1	5	0,5	5
171038	3	ARROZ CON MENESTRAS, CON CARNE, CON POLLO, ETC.	10	160	1	9	3	9
171038	4	GALLETA	9	70	1	7	0,5	7
171039	1	AVENA,QUINUA PREPARADOS	10	240	2	8	1	8
171039	2	PAN CON QUESO,MERMELADA,MANTEQUILLA, ETC.	10	240	2	7	0,7	7
171040	1	PAN CON MANJAR, ETC.	10	130	1	7	0,3	7
171040	2	MEZCLA DE CEREALES, AVENA PREPARADA, ETC.	10	160	1	8	0,3	8
171040	3	ARROZ CON ATUN, CON LENTEJAS,ETC.	10	130	1	9	1	9
171041	1	AVENA CON LECHE	10	180	1	8	2	8
171041	2	SOPA, GUISOS, MENESTRAS, ETC. (ALMUERZO ESCOLAR)	10	180	1	5	5	5
171041	3	GALLETAS	9	140	4	7	0,25	7
171041	4	MAIZ TOSTADO (CANCHA)	10	40	1	5	1	5
171042	1	ARROZ	8	4	5	2	3	2
171042	2	FIDEOS	15	4	5	2	4	2
171042	3	AZUCAR	11	4	5	2	3	2
171042	4	LECHE	1	4	5	6	3	6
171042	5	ACEITE	5	4	2	1	7	1
171043	1	LECHE	1	1	4	6	3,5	6
171043	2	AVENA	3	1	0,5	2	2	2
171043	3	AVENA CON LEHCE	10	120	1	5	1	5
171043	4	GALLETAS	9	120	6	7	0,1	7
171043	5	GUISO DE FIDEOS, LENTEJAS, ETC.	10	120	1	9	2,5	9
171044	1	CEBADA	8	30	2	2	6	2
171044	2	TRIGO	8	30	3	2	3,5	2
171044	3	CEBOLLA, ZANAHORIA, LECHUGA, TOMATES, ETC (VERDURAS EN GENERAL)	15	48	3	2	5	2
171044	4	SOPAS, GUISOS EN GENERAL (ALMUERZO ESCOLAR)	10	200	1	9	3	9
171044	5	AVENA CON LECHE	10	200	1	8	1	8
171044	6	PAN	9	80	1	7	0,2	6
171044	7	GALLETAS	9	120	1	5	1	5
171045	1	PAPILLA  PREPARADA	10	30	1	8	1	8
171045	2	EL AÑO PASADO LE DABAN PAPAPAN	9	30	1	7	0,5	7
171045	3	CUAQUER CON LECHE	10	115	1	8	1	8
171045	4	GALLETAS	10	115	1	7	0,5	7
171045	5	PAPA	15	1	15	2	1	2
171046	1	AVENA CON LECHE	10	160	1	8	1	8
171046	2	GALLETA	9	100	1	5	1	5
171046	3	SOPAS, GUISOS, MENESTRAS, ETC.	10	160	1	9	3	9
171046	4	PAN CON MERMELADA, MANJAR, QUESO, ETC.	9	60	1	7	1	7
171047	1	AVENA CON LECHE	10	100	2	8	1	8
171047	2	GALLETAS	9	100	2	5	0,3	5
171047	3	ARROZ CON GIUSOS, QUINUA , TRIGO, ATUN, ETC. (ALMUERZO ESCOLAR)	10	170	2	9	3	9
171049	1	LECHE CON AVENA, QUINUA, ETC.	10	160	2	8	1	8
171049	2	GALLETA	9	160	2	7	0,3	7
171049	3	PAPAPAN	9	160	2	7	0,5	7
171050	1	AVENA CON LECHE	10	25	1	8	0,5	8
171050	2	GALLETA SODA	9	15	1	7	0,5	7
171050	3	MAIZ TOSTADO (CANCHA)	10	10	1	5	1	5
171050	4	ARROZ CON LENTEJAS, ARROZ CON POLLO, OLLUCO, ESTOFADO, ETC.	10	150	1	9	4	9
171050	5	CARNE DE CARNERO	15	2	1	2	7	2
171051	1	AVENA CON LECHE, CHOCLATADA, ETC.	10	180	2	8	1	8
171051	2	GALLETAS	9	120	2	5	1	5
171051	3	ARROZ CON ATUN, GUISOS, SOPAS, ETC	10	180	2	9	3	9
171051	4	MAIZ TOSTADO	10	30	2	5	0,5	5
171051	5	TOSTADAS DE PAN	10	30	2	5	0,5	5
171052	1	AVENA PREPARADA	10	150	1	8	2	8
171052	2	GALLETAS	9	150	1	7	1	7
171053	1	ARROZ CON ATUN, CON PAPA,  ETC	10	140	2	9	2	9
171053	2	GALLETA	9	140	2	7	0,5	7
171053	3	AVENA CON LECHE, SIETE SEMILLAS, ETC	10	280	2	8	1	8
171054	1	SEGUNDO  Y  SOPAS, GUISOS DE LENTEJAS, ETC.	10	200	1	9	3	9
171054	2	LECHE  CON  AVENA, ETC	10	200	1	8	1	8
171054	3	GALLETAS	9	120	1	7	1	7
171054	4	PAN	9	80	1	7	0,2	7
171055	1	AVENA CON LECHE.	10	180	6	8	1,5	8
171055	2	QUINUA CON ARROZ, TRIGO CON ARROZ, ATUN CON ARROZ,  SOPA DE ARROZ, ETC. (ALMUERZO ESCOLAR)	10	180	6	9	2	9
171055	4	GALLETA	9	180	6	5	0,5	5
171056	1	GUISO DE HABA, SOPA DE ARROZ ,GUISO DE ATUN ETC.	10	120	1	9	2,5	9
171056	2	LECHE CON AVENA , 7 CEREALES, ETC	10	120	1	8	0,8	8
171056	3	GALLETA, BISCOCHO ETC	9	120	1	5	0,4	5
171058	1	AVENA CON LECHE	10	-77	1	8	0,6	8
171058	2	GALLETA DE SODA	9	-77	1	7	-77	7
171058	3	ARROZ CON ATUN, LENTEJAS , TRIGO, ETC.	10	-77	1	9	-77	9
171059	1	SEGUNDOS, CON TRIGO, POLLO, PESCADO, ETC.	10	200	1	9	1	9
171059	2	AVENA CON LECHE, ETC.	10	120	1	8	1	8
171059	3	GALLETA	9	80	1	7	1	7
171059	4	PAN CON  MERMELADA, PAN QUESO, ETC.	10	120	1	7	1	7
171060	1	AVENA CON LECHE, SIETE SEMILLAS,ETC	10	120	1	8	1	8
171060	2	GALLETAS	9	120	8	7	0,2	7
171060	3	ARROZ CON ATUN, FIDEOS CON ATUN, ARROZ CON MENESTRAS	10	120	1	9	3	9
171061	1	AVENA  CON LECHE	10	120	3	8	1	8
171061	2	ARROZ CON ATUN, MENESTRAS, HABAS, LENTEJAS, ALVERJITAS, HUEVO,  SOPAS, FIDEOS, ETC. (ALMUERZO ESCOLAR).	10	120	3	9	5	9
171061	3	GALLETAS	9	120	3	5	0,5	5
171062	1	QUINUA, SOYA , AVENA CON LECHE ETC	10	100	4	8	1	8
171062	2	ALMUERZO ARROZ CON ATUN, GUISOS DE PAPA, HABAS ,QUINUA ,TRIGO , TALLARINES ETC.	10	180	4	9	3	9
171064	1	LECHE EVAPORADA	1	4	24	6	3	6
171064	2	AVENA CON LECHE, ETC	10	170	3	8	1	8
171064	3	GALLETAS	9	170	3	7	0,3	7
171064	4	SOPAS / GUISOS / MENESTRAS VARIADOS, ETC . COMO ALMUERZO	10	170	3	9	5	9
171066	1	LECHE	1	150	1	7	2	8
171066	2	GALLETA	9	150	2	7	2	5
171067	1	QUINUA CON LECHE	10	85	1	8	1	8
171067	2	GALLETAS	9	85	1	8	0,5	5
171068	1	AVENA CON LECHE ,CHOCOLATADA, ETC	2	140	2	8	1,5	8
171068	2	GALLETA	9	140	8	7	0,25	7
171068	3	GUISOS,SOPA,ETC	10	100	2	9	3	9
171068	4	LECHE EVAPORADA	1	4	8	6	2,5	6
171069	1	LECHE EVAPORADA	1	6	16	6	3	6
171069	2	LECHE CON AVENA , 7 CEREALES , ETC	10	160	3	8	1	8
171069	3	GALLETA , PAN	9	120	3	5	0,3	5
171069	4	QUESO CON ARVERJAS , HABA , SOPA DE LECHE.  ETC.	10	120	3	9	3	9
171070	1	DESAYUNO ESCOLAR, QUINUA, QUAKER, 7 SEMILLAS, ETC. CON LECHE .	10	140	2	8	1	8
171070	2	GALLETA CON MANJAR, ETC	10	140	2	5	1	5
171070	3	ALMUERZO ESCOLAR, ARROZ CON POLLO, LENTEJA CON ARROZ , ETC	10	170	2	9	3	9
171071	1	VASO DE LECHE	1	4	42	6	2,5	6
171071	2	LECHE CON QUAKER, SIETE CEREALES,	10	140	3	8	1,5	8
171071	3	GALLETA CON MANJAR, ETC	10	140	3	7	0,5	7
171071	4	ALMUERZO ESCOLAR, ARROZ CO ATUN, CON LENTEJA, PICANTE DE TRIGO ETC.	10	170	3	9	4	9
171072	1	LECHE EVAPORADA	1	3	8	6	2,5	6
171072	2	AVENA CON LECHE, CHOCOLATADA, ETC.	2	140	2	8	1,5	8
171072	3	GALLETAS	9	140	2	7	0,5	7
171072	4	GUISOS DE VERDURAS, TRIGO PICANTE, ETC,	10	200	2	9	4	9
171072	5	LECHE FRESCA	1	6	4	1	1	1
171073	1	LECHE	1	4	7	6	3	6
171073	2	AVENA CON LECHE	10	120	1	8	1	8
171073	3	GALLETAS	9	120	1	5	0,5	5
171073	4	TALLARIN CON ATUN, GUISOS, SOPAS, ETC. (ALMUERZO ESCOLAR)	10	120	1	9	2	9
171074	1	LECHE CON AVENA, LECHE PREPARADA , 7 CEREALES  ETC.	10	100	1	8	0,6	8
171074	2	CANCHA , PAN , GALLETA,  ETC	9	100	1	5	0,4	5
171075	1	AVENA , SOYA,CON LECHE, ETC.	10	100	3	8	2	8
171075	2	ALMUERZO ARROZ CON ATUN, GUISOS DE QUINUA , HABAS,PAPAS CON ATUN ETC.	10	195	3	9	6	9
171075	3	GALLETA	9	100	3	7	0,4	7
171076	1	LECHE PREPARADA, SIETE SEMILLAS,ETC	10	120	2	8	0,5	8
171076	2	GALLETA	9	120	2	7	0,5	7
171076	3	LECHE PPREPARADA	10	60	2	8	0,5	8
171076	4	ALMUERZO, PICANTE DE TRIGO, SALTADO DE CONSERVA DE PESCADO.ETC.	10	180	3	9	1,5	9
171076	5	LECHE	1	4	16	6	3	6
171077	1	SEGUNDOS  Y  SOPAS  TRIGO, PESCADO ENLATADOS, ETC	10	200	3	9	4	9
171077	2	GALLETAS	9	120	2	5	0,3	5
171077	3	LECHE  CON  AVENA, 7 SEMILLAS	10	200	2	8	1	8
171077	4	PAN	9	80	1	7	0,2	7
171078	1	PAPA	15	2	46	2	3,5	2
171079	1	MAZAMORRAS	10	120	1	8	1	8
171079	2	AVENA CON LECHE	10	80	1	8	0,5	8
171079	3	GALLETAS	9	80	1	7	0,5	7
171079	4	PAN CON ACEITUNA	10	120	1	7	0,5	7
171081	1	ALMUERZO PREPARADO- ARROZ CON ANCHOVETA, FREJOL CON ARROZ Y ANCHOVETA ETC.	10	60	1	9	3	9
171082	1	LECHE CON AVENA	10	120	1	8	1	8
171082	2	PAN	9	80	1	7	0,3	7
171082	3	SOPAS  Y  SEGUNDOS	10	200	1	9	3	9
171082	4	7  SEMILLAS PREPARADA	10	80	1	8	1	8
171082	5	MENESTRAS	6	10	6	2	4	2
171082	6	FIDEOS DE TODO TIPO	15	12	4	2	7	2
171082	7	ATUN	7	8	2	6	6	6
171082	8	ARROZ	8	12	5	2	2	2
171082	9	ACEITE	5	12	1	1	6	1
171082	10	GALLETAS	9	120	1	7	1	7
171082	11	MAIZ	15	2	23	2	2,6	2
171082	12	PAPA	15	1	30	2	1	2
171083	1	DESAYUNO ESCOLAR, QUAKER, SIETE SEMILLAS CON LECHE.	10	110	2	8	1	8
171083	2	GALLETA, TOSTADA CON MANJAR, ETC	10	100	2	5	0,7	5
171083	3	ALMUERZO ESCOLAR, ARROZ CON ATUN Y PAPA SANCOCHADA, ARROZ CON FREJOLES, ETC	10	60	2	9	3	9
171083	4	LECHE EVAPORADA EN TARRO GRANDE.	1	12	4	6	3	6
171083	5	SIETE CEREALES	8	12	1	4	2,5	4
171084	1	SOYA PREPARARADA, AVENA PREPARADA, ETC.	10	160	1	8	1	8
171084	2	PAN CON ATUN, ETC	10	80	1	7	1	7
171084	3	GALLETA	10	80	1	7	1	6
171085	1	AVENA CON LECHE	10	99	1	8	1	8
171085	2	GALLETA CON MANJAR BLANCO	10	99	1	5	0,5	5
171085	3	ARROZ CON MENESTRA , GUISO , ATUN, ETC	10	85	1	9	3	9
171085	4	TRIGO	8	5	5	2	3	2
171085	5	PAPA	15	2	115	2	1	2
171086	1	AVENA CON LECHE, LECHE CHOCOLATADA, ETC.	10	180	1	8	2	8
171086	2	PAN	9	80	1	5	0,5	5
171086	3	ALMUERZO ESCOLAR, GUISOS, ARROZ CON ATUN, ETC.	10	100	1	9	5	9
171086	4	GALLETAS	9	40	1	5	0,5	6
171086	5	MAIZ TOSTADO	10	30	1	5	0,5	5
171086	6	TOSTADAS CON MANJAR	10	30	1	5	0,5	5
171087	1	MACA CON QUINUA, AVENA, ETC	10	110	2	8	1	8
171087	2	PAN CON MERMELADA, ACEITUNA,  QUESO, ETC	10	110	2	7	0,5	7
171088	1	MAZAMORRA  DE DURAZNO	10	80	1	9	1	9
171088	2	AVENA CON LECHE	10	120	1	8	1	8
171088	3	PAN	9	80	1	7	0,25	7
171088	4	GALLETAS	9	80	1	5	0,5	5
171088	5	TOSTADAS	9	40	1	5	1	5
171089	1	LECHE	1	12	3	6	3	6
171089	2	AVENA CON LECHE	10	160	1	8	1	8
171089	3	GALLETA DE SODA	9	160	1	5	0,5	5
171089	4	SOPAS, GUISOS, ETC. ) ALMUERZO ESCOLAR=	10	30	1	9	3	9
171090	1	AVENA CON LECHE	10	140	2	8	1	8
171090	2	PAN CON MERMELADA,  MANJAR BLANCO, ETC.	10	100	2	7	1	7
171090	3	GALLETAS	9	40	2	5	1	5
171091	1	AVENA CON LECHE	10	120	1	8	1	8
171091	2	PAN CON MERMELADA , CON QUESO, ETC.	10	60	1	7	1	7
171091	3	GALLETA	9	60	1	5	1	5
171092	1	LECHE CON AVENA, O SOYA, O QUINUA, O 7 CEREALES, ETC.	10	128	1	8	1	8
171092	2	GALLETA	9	80	1	5	0,5	5
171092	3	PAN	9	20	1	7	0,3	7
171092	4	MAIZ TOSTADO	10	20	1	5	0,5	5
171093	1	LECHE CON SOYA	10	60	1	8	1	8
171093	2	GALLETA	9	60	1	7	1	7
171094	1	DESAYUNO ESCOLAR, QUAKER , SIETE SEMILLAS CON LECHE.	10	120	3	8	1	8
171094	2	GALLETA CON MANJAR,ETC.	10	120	3	5	0,7	5
171094	3	ALMUERZO ESCOLAR, AAROZ CON LENTEJAS Y ATUN, ETC.	10	60	2	9	300	9
171095	1	ARROZ CONQUINUA, CON ATUN, CON LENTELAS, ETC. (ALMUERZO ESCOLAR)	10	180	1	9	1	9
171096	1	QUESO	1	3	3	2	10	2
171096	2	MAIZ	8	3	8	2	2	2
171096	3	HABAS	8	3	5	2	1,8	2
171097	1	LECHE EVAPORADA	1	12	10	6	3	6
171097	2	AVENA	3	12	1	2	2,5	2
171097	3	LECHE CON AVENA , 7 CEREALES  ETC	10	110	4	8	0,5	8
171097	4	GALLETA , TOSTADA,ETC.	9	110	4	5	0,4	5
171098	1	LECHE EVAPORADA	1	12	10	6	3	6
171098	2	AVENA	3	12	2	2	2,5	2
171098	3	LECHE CON AVENA ,7 CEREALLES ETC	10	120	4	8	1	8
171098	4	GALETA ;TOSTADA ,ETC	9	120	4	5	0,5	5
171099	1	DESAYUNO, QUAKER CON LECHE, ETC	10	140	2	8	1	8
171099	2	SEGUNDO , ARROZ CON ATUN, ARROZ CON PAPAS , ARROZ CON POLLO, ETC	10	140	2	9	2,5	9
171099	3	GALLETA	9	140	1	5	0,5	5
171100	1	MAIZ	8	2	1	2	4	2
171100	2	LECHE CON AVENA, O CON SIETE CEREALES, ETC.	10	100	1	8	0,5	8
171100	3	GALLETAS CON MANJAR	10	70	1	5	0,5	5
171100	4	PAPA	15	2	1	2	1,5	2
171100	5	HABAS	6	2	1	2	2	2
171100	6	YOGURT	2	15	1	8	0,5	8
171100	7	PAPA CON HUEVO	10	15	1	9	1	9
171101	1	LECHE EVAPORADA	1	12	4	6	3	6
171101	2	AVENA	3	12	0,5	2	4	2
171101	3	HUEVO COCIDO CON PAPA, PICANTE TRIGO. ETC.	10	126	1	9	2	9
171102	1	LECHE   CON    AVENA	10	160	1	8	1	8
171102	2	MAZAMORRA	10	40	1	9	1	9
171102	3	PAN	9	120	2	7	0,5	7
171102	4	GALLETAS	9	80	1	5	1	5
171103	2	7  SEMILLAS	8	12	1	2	7	2
171103	3	LECHE  CON  AVENA	10	200	1	8	1	8
171103	4	SOPAS  Y  SEGUNDOS, TRIGO PICANTE, ATUN CON ARROZ, ETC.	10	120	2	9	2,5	9
171103	5	GALLETAS	9	60	2	7	0,5	7
171103	6	PAN	9	80	2	7	0,3	7
171103	7	TOSTADAS	9	60	2	7	0,5	7
171104	1	LECHE CON AVENA, O SOYA O QUINUA, ETC.	10	180	1	8	1	8
171104	2	GALLETAS	9	180	1	5	0,5	5
171106	1	QUESO	2	4	20	7	10	7
181001	1	LECHE	1	140	1	8	1,5	8
181001	2	GALLETA	9	140	1	7	0,5	7
181002	1	LECHE FRESCA DE VACA	1	12	6	1	1,5	1
181002	2	DESAYUNO ESCOLAR ,LECHE CON  AVENA , ULPADA CON LECHE,ETC	10	100	2	8	1,5	8
181002	3	PAN CON MANTEQUILLA, CON MERMELADA,ETC.	10	100	2	7	1	7
181002	4	ALMUERZO ESCOLAR. GUISOS, MENESTRAS,ETC	10	100	2	9	3,5	9
181004	1	DESAYUNO ESCOLAR, AVENA CON LECHE QUINUA CON LECHE ETC	10	120	2	8	1	8
181004	2	PAN CON MANTEQUILLA, CON QUESO, CON MANJAR, ETC.	10	120	2	7	0,5	7
181004	3	ALMUERZO ESCOLAR, ARROZ CON LENTEJA, CON ATUN, CON LOCRO DE ZAPALLO, CON PALLARES, ETC.	10	120	2	9	2	9
181004	4	CUNA MAS, DA DESAYUNO, URPADA , AVENA CON LECHE.	10	240	1	8	0,5	8
181004	5	CUNA MAS, ALMUERZO, SANGRESITA, LENTEJA, ATUN, HUEVO CON ARROZ, ETC.	10	120	1	9	1,5	9
181004	6	CUNA MAS, LONCHE, MAZAMORRA MAICENA, SOYA CON LECHE, ETC.	10	120	1	5	0,5	5
181004	7	CUNA MAS, DA FRUTA, PLATANO, NARANJA, MANZANA, ETC.	15	120	1	7	0,3	7
181005	1	LECHE	1	5	2	1	1,1	1
181005	2	PAN CON MANTEQUILLA, CON MANJAR, ETC	10	120	3	7	0,5	7
181005	3	ARROZ CON TALLARIN, ALVERJITAS, FREJOLES, ARROZ CON LENTEJA , ETC	10	100	3	9	5	9
181006	1	AVENA CON LECHE, QUINUA CON LECHE	10	125	1	8	1	8
181006	2	PAN CON MERMELADA, ETC.	10	125	1	7	1	7
181006	3	ARROZ CHAUFA, LENTEJAS CON ARROZ, ETC.	10	125	1	5	3,5	5
181007	1	AVENA CON LECHE	10	100	2	8	1	8
181007	2	PAN CON MANTEQUILLA, CON QUESO, ETC.	10	100	2	7	1	7
181007	3	QUINA EN GUISO, LOCRO, ARROZ, ETC.	10	110	2	9	2	9
181008	1	LECHE CON 7 CEREALES , AVENA , HARINA DE HABA  ETC.	10	120	2	8	1	8
181008	2	PAN CON QUESO ,  MANTEQUILLA , MERMELADA , ETC	10	120	2	7	0,5	7
181008	3	LENTEJA , QUINUA , TRIGO, LOCRO, TALLARIN, ETC	10	100	2	9	1,5	9
181009	1	AVENA CON LECHE, SOYA CON LECHE, ETC.	10	180	4	8	1	8
181009	2	PAN CON MERMELADA , CON MANTEQUILLA, CON PALTA, ETC.	9	180	4	7	0,5	7
181009	3	ARROZ CON LENTEJAS .CON TARHUI, QUINUA,  CON ATUN, ETC.	10	100	4	9	2	9
181010	1	LECHE CON AVENA , 7 CEREALES , ETC	10	180	3	8	1,5	8
181010	2	PAN CON QUESO , HUEVO, MERMELADA  ETC	10	180	3	7	1	7
181011	1	ARROZ CON  LECHE, QUINUA CON LECHE	10	125	1	5	1	5
181011	2	PAN CON MERMELADA	10	125	1	5	1	5
181011	3	ARROZ CHAUFA, ARROZ CON LENTEJAS, FREJOLES, ETC.	10	125	1	5	3,5	5
181012	1	AVENA CON LECHE, SOYA CON LECHE, ETC.	10	180	2	8	1	8
181012	2	PAN CON PALTA , PAN CON HUEVO, PAN CON  QUESO, ETC.	10	180	2	7	1	7
181012	3	ARROZ CON LENTEJA, CON TARHUI, CON, ATUN, CON POLLO, ETC	10	90	2	9	2	9
181013	1	AVENA CON LECHE, LECHE CON QUINUEA, ETC	10	200	2	8	0,5	8
181013	2	PAN CON MANJAR,  CON MERMELADA, ETC	10	200	2	7	0,5	7
181013	3	GALLETA SODA	9	200	2	7	0,3	7
181013	4	ARROZ CON FREJOL, ARROZ CON CARNE, TALLARINES, ETC	10	200	2	9	3	9
181014	1	URPADA, AVENA CON LECHE, ETC. (DESAYUNO ESCOLAR)	10	120	4	8	1	8
181014	2	PAN CON MERMELADA, QUESO, MANTEQUILLA, ETC.	10	120	4	7	0,5	7
181014	3	ALMUERZO ESCOLAR, ARROZ CON CARNE, TALLARIN CON ATUN, LENTEJAS CON ARROZ, ETC	10	120	4	9	3	9
181014	4	LECHE FRESCA	1	60	2	8	0,5	8
181015	1	AVENA CON LECHE, URPADA, ETC. (DESAYUNO ESCOLAR)	10	120	1	8	1	8
