CHILDCODE	CONTIDR4	SCHPYR4	HCNTRR4	EXGRNR4	RSEXPR4
180123	6	0	 	 	 
180123	7	0	 	 	 
180123	8	 	 	 	 
180128	1	2	170	0	 
180128	2	0	 	 	 
180128	3	0	 	 	 
180128	4	2	100	0	 
180128	5	2	120	0	 
180128	6	1	200	0	 
180128	7	0	 	 	 
180128	8	 	 	 	 
190001	1	0	 	 	 
190001	2	2	120	0	 
190001	3	0	 	 	 
190001	4	1	100	0	 
190001	5	1	90	0	 
190001	6	2	396	0	 
190001	7	1	25	0	 
190001	8	 	 	 	 
190002	1	0	 	 	 
190002	2	1	80	0	 
190002	3	0	 	 	 
190002	4	2	100	0	 
190002	5	0	 	 	 
190002	6	2	290	0	 
190002	7	1	65	0	 
190002	8	 	 	 	 
190003	1	0	 	 	 
190003	2	0	 	 	 
190003	3	0	 	 	 
190003	4	0	 	 	 
190003	5	0	 	 	 
190003	6	0	 	 	 
190003	7	0	 	 	 
190003	8	 	 	 	 
190004	1	0	 	 	 
190004	2	2	80	0	 
190004	3	0	 	 	 
190004	4	0	 	 	 
190004	5	2	80	0	 
190004	6	0	 	 	 
190004	7	0	 	 	 
190004	8	 	 	 	 
190005	1	2	270	0	 
190005	2	2	80	0	 
190005	3	2	280	0	 
190005	4	2	45	0	 
190005	5	2	120	0	 
190005	6	2	20	0	 
190005	7	0	 	 	 
190005	8	 	 	 	 
190006	1	2	390	0	 
190006	2	2	80	0	 
190006	3	0	 	 	 
190006	4	0	 	 	 
190006	5	2	120	0	 
190006	6	2	280	0	 
190006	7	0	 	 	 
190006	8	 	 	 	 
190007	1	0	 	 	 
190007	2	2	80	0	 
190007	3	2	-77	0	 
190007	4	0	 	 	 
190007	5	0	 	 	 
190007	6	2	290	0	 
190007	7	0	 	 	 
190007	8	 	950	 	 
190009	1	0	 	 	 
190009	2	1	-77	0	 
190009	3	0	 	 	 
190009	4	2	-77	0	 
190009	5	0	 	 	 
190009	6	1	-77	0	 
190009	7	1	-77	0	 
190009	8	 	1050	 	 
190010	1	0	 	 	 
190010	2	2	80	0	 
190010	3	0	 	 	 
190010	4	1	100	0	 
190010	5	0	 	 	 
190010	6	1	290	0	 
190010	7	1	50	0	 
190010	8	 	 	 	 
190011	1	1	70	0	 
190011	2	0	 	 	 
190011	3	0	 	 	 
190011	4	1	90	0	 
190011	5	0	 	 	 
190011	6	0	 	 	 
190011	7	0	 	 	 
190011	8	 	 	 	 
190012	1	0	 	 	 
190012	2	2	240	0	 
190012	3	0	 	 	 
190012	4	2	200	0	 
190012	5	0	 	 	 
190012	6	1	870	0	 
190012	7	1	60	0	 
190012	8	 	 	 	 
190013	1	0	 	 	 
190013	2	2	80	0	 
190013	3	0	 	 	 
190013	4	2	200	0	 
190013	5	2	100	0	 
190013	6	2	289	0	 
190013	7	1	200	0	 
190013	8	 	 	 	 
190014	1	0	 	 	 
190014	2	0	 	 	 
190014	3	0	 	 	 
190014	4	2	50	0	 
190014	5	0	 	 	 
190014	6	2	290	0	 
190014	7	2	115	0	 
190014	8	 	 	 	 
190015	1	0	 	 	 
190015	2	2	160	0	 
190015	3	0	 	 	 
190015	4	2	400	0	 
190015	5	0	 	 	 
190015	6	1	580	0	 
190015	7	1	100	0	 
190015	8	 	 	 	 
190016	1	0	 	 	 
190016	2	2	-77	0	 
190016	3	0	 	 	 
190016	4	1	-77	0	 
190016	5	0	 	 	 
190016	6	1	-77	0	 
190016	7	2	60	0	 
190016	8	 	1038	 	 
190017	1	0	 	 	 
190017	2	0	 	 	 
190017	3	0	 	 	 
190017	4	0	 	 	 
190017	5	1	80	0	 
190017	6	0	 	 	 
190017	7	1	50	0	 
190017	8	 	 	 	 
190018	1	1	-77	0	 
190018	2	2	160	0	 
190018	3	0	 	 	 
190018	4	1	50	0	 
190018	5	0	 	 	 
190018	6	2	590	0	 
190018	7	1	50	0	 
190018	8	 	-77	 	 
190019	1	0	 	 	 
190019	2	2	160	0	 
190019	3	0	 	 	 
190019	4	0	 	 	 
190019	5	2	180	0	 
190019	6	1	580	0	 
190019	7	1	100	0	 
190019	8	 	 	 	 
190020	1	0	 	 	 
190020	2	2	320	0	 
190020	3	0	 	 	 
190020	4	0	 	 	 
190020	5	2	360	0	 
190020	6	0	 	 	 
190020	7	1	200	0	 
190020	8	 	 	 	 
190021	1	0	 	 	 
190021	2	2	70	0	 
190021	3	0	 	 	 
190021	4	2	300	0	 
190021	5	2	80	0	 
190021	6	1	300	0	 
190021	7	0	 	 	 
190021	8	 	 	 	 
190022	1	0	 	 	 
190022	2	2	80	0	 
190022	3	0	 	 	 
190022	4	2	100	0	 
190022	5	2	100	0	 
190022	6	2	280	0	 
190022	7	2	72	0	 
190022	8	 	 	 	 
190023	1	0	 	 	 
190023	2	2	-77	0	 
190023	3	0	 	 	 
190023	4	2	-77	0	 
190023	5	0	 	 	 
190023	6	1	-77	0	 
190023	7	1	-77	0	 
190023	8	 	2200	 	 
190024	1	0	 	 	 
190024	2	0	 	 	 
190024	3	0	 	 	 
190024	4	2	80	0	 
190024	5	0	 	 	 
190024	6	0	 	 	 
190024	7	1	50	0	 
190024	8	 	 	 	 
190025	1	0	 	 	 
190025	2	0	 	 	 
190025	3	0	 	 	 
190025	4	0	 	 	 
190025	5	1	160	0	 
190025	6	0	 	 	 
190025	7	1	100	0	 
190025	8	 	 	 	 
190026	1	0	 	 	 
190026	2	2	80	0	 
190026	3	0	 	 	 
190026	4	2	-77	0	 
190026	5	0	 	 	 
190026	6	2	290	0	 
190026	7	2	80	0	 
190026	8	 	600	 	 
190027	1	0	 	 	 
190027	2	2	160	0	 
190027	3	0	 	 	 
190027	4	0	 	 	 
190027	5	2	200	0	 
190027	6	1	580	0	 
190027	7	1	100	0	 
190027	8	 	 	 	 
190028	1	0	 	 	 
190028	2	2	160	0	 
190028	3	0	 	 	 
190028	4	2	-77	0	 
190028	5	0	 	 	 
190028	6	2	290	0	 
190028	7	1	40	0	 
190028	8	 	900	 	 
190029	1	0	 	 	 
190029	2	2	80	0	 
190029	3	0	 	 	 
190029	4	1	100	0	 
190029	5	1	80	0	 
190029	6	1	289	0	 
190029	7	1	100	0	 
190029	8	 	 	 	 
190030	1	0	 	 	 
190030	2	2	80	0	 
190030	3	0	 	 	 
190030	4	2	-77	0	 
190030	5	0	 	 	 
190030	6	2	290	0	 
190030	7	1	-77	0	 
190030	8	 	950	 	 
190031	1	0	 	 	 
190031	2	0	 	 	 
190031	3	0	 	 	 
190031	4	2	-77	0	 
190031	5	0	 	 	 
190031	6	2	290	0	 
190031	7	0	 	 	 
190031	8	 	450	 	 
190033	1	0	 	 	 
190033	2	0	 	 	 
190033	3	0	 	 	 
190033	4	1	120	0	 
190033	5	1	160	0	 
190033	6	1	580	0	 
190033	7	0	 	 	 
190033	8	 	 	 	 
190034	1	0	 	 	 
190034	2	2	80	0	 
190034	3	0	 	 	 
190034	4	1	200	0	 
190034	5	2	80	0	 
190034	6	2	289	0	 
190034	7	1	130	0	 
190034	8	 	 	 	 
190035	1	0	 	 	 
190035	2	0	 	 	 
190035	3	0	 	 	 
190035	4	2	150	0	 
190035	5	0	 	 	 
190035	6	2	290	0	 
190035	7	1	30	0	 
190035	8	 	 	 	 
190036	1	0	 	 	 
190036	2	2	80	0	 
190036	3	0	 	 	 
190036	4	2	-77	0	 
190036	5	0	 	 	 
190036	6	2	290	0	 
190036	7	1	-77	0	 
190036	8	 	600	 	 
190037	1	0	 	 	 
190037	2	2	160	0	 
190037	3	1	30	0	 
190037	4	1	160	0	 
190037	5	1	140	0	 
190037	6	0	 	 	 
190037	7	0	 	 	 
190037	8	 	 	 	 
190038	1	0	 	 	 
190038	2	0	 	 	 
190038	3	0	 	 	 
190038	4	0	 	 	 
190038	5	0	 	 	 
190038	6	0	 	 	 
190038	7	0	 	 	 
190038	8	 	 	 	 
190039	1	0	 	 	 
190039	2	2	80	0	 
190039	3	0	 	 	 
190039	4	2	10	0	 
190039	5	2	60	0	 
190039	6	1	270	0	 
190039	7	0	 	 	 
190039	8	 	 	 	 
190040	1	0	 	 	 
190040	2	2	80	0	 
190040	3	0	 	 	 
190040	4	1	100	0	 
190040	5	1	80	0	 
190040	6	1	280	0	 
190040	7	1	130	0	 
190040	8	 	 	 	 
190042	1	0	 	 	 
190042	2	0	 	 	 
190042	3	0	 	 	 
190042	4	0	 	 	 
190042	5	2	160	0	 
190042	6	0	 	 	 
190042	7	1	100	0	 
190042	8	 	 	 	 
190043	1	0	 	 	 
190043	2	2	85	0	 
190043	3	2	50	0	 
190043	4	2	20	0	 
190043	5	2	75	0	 
190043	6	2	280	0	 
190043	7	2	80	0	 
190043	8	 	 	 	 
190044	1	0	 	 	 
190044	2	2	80	0	 
190044	3	0	 	 	 
190044	4	2	20	0	 
190044	5	2	80	0	 
190044	6	1	290	0	 
190044	7	1	50	0	 
190044	8	 	 	 	 
190047	1	0	 	 	 
190047	2	2	160	0	 
190047	3	1	30	0	 
190047	4	1	120	0	 
190047	5	1	140	0	 
190047	6	2	580	0	 
190047	7	0	 	 	 
190047	8	 	 	 	 
190050	1	0	 	 	 
190050	2	0	 	 	 
190050	3	0	 	 	 
190050	4	1	140	0	 
190050	5	1	160	0	 
190050	6	1	580	0	 
190050	7	1	200	0	 
190050	8	 	 	 	 
190051	1	1	120	0	 
190051	2	2	80	0	 
190051	3	0	 	 	 
190051	4	1	50	0	 
190051	5	2	80	0	 
190051	6	1	290	0	 
190051	7	1	50	0	 
190051	8	 	 	 	 
190052	1	0	 	 	 
190052	2	2	80	0	 
190052	3	0	 	 	 
190052	4	2	50	0	 
190052	5	2	80	0	 
190052	6	1	290	0	 
190052	7	0	 	 	 
190052	8	 	 	 	 
190054	1	0	 	 	 
190054	2	2	160	0	 
190054	3	0	 	 	 
190054	4	2	60	0	 
190054	5	2	160	0	 
190054	6	1	580	0	 
190054	7	1	100	0	 
190054	8	 	 	 	 
190055	1	1	-77	0	 
190055	2	2	80	0	 
190055	3	0	 	 	 
190055	4	1	630	0	 
190055	5	0	 	 	 
190055	6	2	450	0	 
190055	7	1	-77	0	 
190055	8	 	1200	 	 
190056	1	1	-77	0	 
190056	2	2	-77	0	 
190056	3	0	 	 	 
190056	4	2	50	0	 
190056	5	0	 	 	 
190056	6	2	-77	0	 
190056	7	2	-77	0	 
190056	8	 	460	 	 
190057	1	0	 	 	 
190057	2	2	80	0	 
190057	3	0	 	 	 
190057	4	2	50	0	 
190057	5	2	50	0	 
190057	6	1	289	0	 
190057	7	1	200	0	 
190057	8	 	 	 	 
190058	1	0	 	 	 
190058	2	0	 	 	 
190058	3	0	 	 	 
190058	4	1	100	0	 
190058	5	1	80	0	 
190058	6	1	225	0	 
190058	7	0	 	 	 
190058	8	 	 	 	 
190059	1	0	 	 	 
190059	2	2	80	0	 
190059	3	0	 	 	 
190059	4	2	100	0	 
190059	5	2	80	0	 
190059	6	1	289	0	 
190059	7	1	90	0	 
190059	8	 	 	 	 
190060	1	0	 	 	 
190060	2	0	 	 	 
190060	3	0	 	 	 
190060	4	0	 	 	 
190060	5	2	100	0	 
190060	6	0	 	 	 
190060	7	2	50	0	 
190060	8	 	 	 	 
190061	1	2	-77	0	 
190061	2	2	80	0	 
190061	3	0	 	 	 
190061	4	2	-77	0	 
190061	5	0	 	 	 
190061	6	2	290	0	 
190061	7	0	 	 	 
190061	8	 	650	 	 
190063	1	1	40	0	 
190063	2	2	160	0	 
190063	3	0	 	 	 
190063	4	1	100	0	 
190063	5	0	 	 	 
190063	6	0	 	 	 
190063	7	1	40	0	 
190063	8	 	 	 	 
190064	1	0	 	 	 
190064	2	2	160	0	 
190064	3	0	 	 	 
190064	4	2	-77	0	 
190064	5	0	 	 	 
190064	6	2	580	0	 
190064	7	2	-77	0	 
190064	8	 	1450	 	 
190065	1	0	 	 	 
190065	2	1	70	0	 
190065	3	0	 	 	 
190065	4	1	100	0	 
190065	5	1	80	0	 
190065	6	1	245	0	 
190065	7	0	 	 	 
190065	8	 	 	 	 
190066	1	0	 	 	 
190066	2	2	160	0	 
190066	3	0	 	 	 
190066	4	2	140	0	 
190066	5	1	160	0	 
190066	6	1	580	0	 
190066	7	0	 	 	 
190066	8	 	 	 	 
190067	1	0	 	 	 
190067	2	0	 	 	 
190067	3	0	 	 	 
190067	4	2	200	0	 
190067	5	2	160	0	 
190067	6	0	 	 	 
190067	7	0	 	 	 
190067	8	 	 	 	 
190068	1	0	 	 	 
190068	2	2	240	0	 
190068	3	0	 	 	 
190068	4	2	430	0	 
190068	5	0	 	 	 
190068	6	0	 	 	 
190068	7	2	60	0	 
190068	8	 	 	 	 
190069	1	0	 	 	 
190069	2	2	80	0	 
190069	3	0	 	 	 
190069	4	2	80	0	 
190069	5	0	 	 	 
190069	6	2	290	0	 
190069	7	0	 	 	 
190069	8	 	 	 	 
190070	1	0	 	 	 
190070	2	2	80	0	 
190070	3	0	 	 	 
190070	4	0	 	 	 
190070	5	2	160	0	 
190070	6	0	 	 	 
190070	7	1	120	0	 
190070	8	 	 	 	 
190071	1	0	 	 	 
190071	2	2	80	0	 
190071	3	0	 	 	 
190071	4	2	40	0	 
190071	5	2	80	0	 
190071	6	1	290	0	 
190071	7	1	50	0	 
190071	8	 	 	 	 
190072	1	0	 	 	 
190072	2	2	160	0	 
190072	3	0	 	 	 
190072	4	0	 	 	 
190072	5	1	200	0	 
190072	6	1	580	0	 
190072	7	1	100	0	 
190072	8	 	 	 	 
190074	1	0	 	 	 
190074	2	2	160	0	 
190074	3	0	 	 	 
190074	4	2	140	0	 
190074	5	1	160	0	 
190074	6	1	580	0	 
190074	7	1	200	0	 
190074	8	 	 	 	 
190077	1	0	 	 	 
190077	2	2	160	0	 
190077	3	0	 	 	 
190077	4	1	60	0	 
190077	5	1	160	0	 
190077	6	2	580	0	 
190077	7	1	140	0	 
190077	8	 	 	 	 
190079	1	1	850	0	 
190079	2	0	 	 	 
190079	3	1	250	0	 
190079	4	1	900	0	 
190079	5	1	1500	0	 
190079	6	1	700	0	 
190079	7	1	300	0	 
190079	8	 	 	 	 
190081	1	0	 	 	 
190081	2	2	80	0	 
190081	3	0	 	 	 
190081	4	2	150	0	 
190081	5	2	40	0	 
190081	6	0	 	 	 
190081	7	2	50	0	 
190081	8	 	 	 	 
190082	1	0	 	 	 
190082	2	0	 	 	 
190082	3	0	 	 	 
190082	4	0	 	 	 
190082	5	2	200	0	 
190082	6	0	 	 	 
190082	7	1	100	0	 
190082	8	 	 	 	 
190083	1	0	 	 	 
190083	2	2	80	0	 
190083	3	0	 	 	 
190083	4	2	-77	0	 
190083	5	0	 	 	 
190083	6	2	290	0	 
190083	7	1	-77	0	 
190083	8	 	1040	 	 
190084	1	0	 	 	 
190084	2	2	80	0	 
190084	3	0	 	 	 
190084	4	1	50	0	 
190084	5	1	80	0	 
190084	6	1	289	0	 
190084	7	1	120	0	 
190084	8	 	 	 	 
190087	1	0	 	 	 
190087	2	0	 	 	 
190087	3	0	 	 	 
190087	4	2	100	0	 
190087	5	2	80	0	 
190087	6	1	290	0	 
190087	7	1	50	0	 
190087	8	 	 	 	 
190088	1	2	80	0	 
190088	2	2	80	0	 
190088	3	2	50	0	 
190088	4	2	50	0	 
190088	5	2	75	0	 
190088	6	2	285	0	 
190088	7	2	115	0	 
190088	8	 	 	 	 
190089	1	1	-77	0	 
190089	2	1	70	0	 
190089	3	1	30	0	 
190089	4	1	100	0	 
190089	5	1	90	0	 
190089	6	1	289	0	 
190089	7	0	 	 	 
190089	8	 	0	 	 
190090	1	0	 	 	 
190090	2	2	80	0	 
190090	3	0	 	 	 
190090	4	2	-77	0	 
190090	5	0	 	 	 
190090	6	2	290	0	 
190090	7	1	-77	0	 
190090	8	 	1000	 	 
190091	1	0	 	 	 
190091	2	2	160	0	 
190091	3	0	 	 	 
190091	4	1	200	0	 
190091	5	1	180	0	 
190091	6	2	580	0	 
190091	7	0	 	 	 
190091	8	 	 	 	 
190092	1	0	 	 	 
190092	2	2	80	0	 
190092	3	0	 	 	 
190092	4	2	-77	0	 
190092	5	0	 	 	 
190092	6	2	290	0	 
190092	7	1	50	0	 
190092	8	 	550	 	 
190093	1	0	 	 	 
190093	2	2	160	0	 
190093	3	0	 	 	 
190093	4	1	200	0	 
190093	5	1	200	0	 
190093	6	1	580	0	 
190093	7	1	140	0	 
190093	8	 	 	 	 
190094	1	0	 	 	 
190094	2	0	 	 	 
190094	3	0	 	 	 
190094	4	0	 	 	 
190094	5	2	160	0	 
190094	6	0	 	 	 
190094	7	1	100	0	 
190094	8	 	 	 	 
190095	1	0	 	 	 
190095	2	0	 	 	 
190095	3	0	 	 	 
190095	4	0	 	 	 
190095	5	2	80	0	 
190095	6	0	 	 	 
190095	7	1	50	0	 
190095	8	 	 	 	 
190096	1	0	 	 	 
190096	2	2	240	0	 
190096	3	0	 	 	 
190096	4	1	410	0	 
190096	5	0	 	 	 
190096	6	2	870	0	 
190096	7	2	60	0	 
190096	8	 	 	 	 
190097	1	0	 	 	 
190097	2	2	80	0	 
190097	3	0	 	 	 
190097	4	2	-77	0	 
190097	5	0	 	 	 
190097	6	2	290	0	 
190097	7	1	-77	0	 
190097	8	 	970	 	 
190098	1	0	 	 	 
190098	2	2	80	0	 
190098	3	0	 	 	 
190098	4	1	50	0	 
190098	5	1	80	0	 
190098	6	1	289	0	 
190098	7	1	70	0	 
190098	8	 	 	 	 
190099	1	0	 	 	 
190099	2	2	80	0	 
190099	3	2	50	0	 
190099	4	2	30	0	 
190099	5	2	70	0	 
190099	6	2	280	0	 
190099	7	2	180	0	 
190099	8	 	 	 	 
190100	1	0	 	 	 
190100	2	0	 	 	 
190100	3	0	 	 	 
190100	4	0	 	 	 
190100	5	0	 	 	 
190100	6	0	 	 	 
190100	7	0	 	 	 
190100	8	 	 	 	 
190105	1	0	 	 	 
190105	2	0	 	 	 
190105	3	0	 	 	 
190105	4	2	40	0	 
190105	5	2	30	0	 
190105	6	1	580	0	 
190105	7	1	100	0	 
190105	8	 	 	 	 
190107	1	0	 	 	 
190107	2	2	160	0	 
190107	3	0	 	 	 
190107	4	2	160	0	 
190107	5	2	180	0	 
190107	6	1	580	0	 
190107	7	0	 	 	 
190107	8	 	 	 	 
190110	1	0	 	 	 
190110	2	2	240	0	 
190110	3	0	 	 	 
190110	4	0	 	 	 
190110	5	2	300	0	 
190110	6	1	870	0	 
190110	7	1	150	0	 
190110	8	 	 	 	 
190112	1	0	 	 	 
190112	2	2	80	0	 
190112	3	0	 	 	 
190112	4	0	 	 	 
190112	5	2	80	0	 
190112	6	1	290	0	 
190112	7	1	50	0	 
190112	8	 	 	 	 
190113	1	0	 	 	 
190113	2	2	80	0	 
190113	3	0	 	 	 
190113	4	0	 	 	 
190113	5	2	90	0	 
190113	6	1	290	0	 
190113	7	1	50	0	 
190113	8	 	 	 	 
190115	1	0	 	 	 
190115	2	2	80	0	 
190115	3	0	 	 	 
190115	4	2	50	0	 
190115	5	2	50	0	 
190115	6	2	289	0	 
190115	7	2	50	0	 
190115	8	 	 	 	 
190116	1	0	 	 	 
190116	2	2	240	0	 
190116	3	0	 	 	 
190116	4	1	300	0	 
190116	5	1	300	0	 
190116	6	1	867	0	 
190116	7	1	300	0	 
190116	8	 	 	 	 
190118	1	0	 	 	 
190118	2	2	160	0	 
190118	3	0	 	 	 
190118	4	2	120	0	 
190118	5	2	160	0	 
190118	6	2	580	0	 
190118	7	1	-77	0	 
190118	8	 	1800	 	 
190123	1	0	 	 	 
190123	2	0	 	 	 
190123	3	0	 	 	 
190123	4	2	30	0	 
190123	5	2	50	0	 
190123	6	0	 	 	 
190123	7	2	70	0	 
190123	8	 	 	 	 
190130	1	0	 	 	 
190130	2	2	160	0	 
190130	3	0	 	 	 
190130	4	2	40	0	 
190130	5	2	160	0	 
190130	6	0	 	 	 
190130	7	1	100	0	 
190130	8	 	 	 	 
190137	1	0	 	 	 
190137	2	2	80	0	 
190137	3	0	 	 	 
190137	4	0	 	 	 
190137	5	1	80	0	 
190137	6	0	 	 	 
190137	7	1	150	0	 
190137	8	 	 	 	 
190139	1	0	 	 	 
190139	2	2	160	0	 
190139	3	0	 	 	 
190139	4	1	100	0	 
190139	5	2	160	0	 
190139	6	1	580	0	 
190139	7	1	100	0	 
190139	8	 	 	 	 
200001	1	0	 	 	 
200001	2	0	 	 	 
200001	3	0	 	 	 
200001	4	1	100	0	 
200001	5	1	100	0	 
200001	6	0	 	 	 
200001	7	0	 	 	 
200001	8	 	 	 	 
200002	1	0	 	 	 
200002	2	2	70	0	 
200002	3	0	 	 	 
200002	4	2	100	0	 
200002	5	0	 	 	 
200002	6	2	290	0	 
200002	7	0	 	 	 
200002	8	 	 	 	 
200003	1	0	 	 	 
200003	2	0	 	 	 
200003	3	0	 	 	 
200003	4	1	300	0	 
200003	5	1	200	0	 
200003	6	0	 	 	 
200003	7	0	 	 	 
200003	8	 	 	 	 
200004	1	1	500	0	 
200004	2	2	60	0	 
200004	3	1	45	0	 
200004	4	1	400	0	 
200004	5	1	400	0	 
200004	6	2	220	0	 
200004	7	0	 	 	 
200004	8	 	 	 	 
200005	1	1	-77	0	 
200005	2	1	-77	0	 
200005	3	1	-77	0	 
200005	4	1	100	0	 
200005	5	1	90	0	 
200005	6	1	290	0	 
200005	7	0	 	 	 
200005	8	 	1000	 	 
200007	1	0	 	 	 
200007	2	0	 	 	 
200007	3	0	 	 	 
200007	4	2	100	0	 
200007	5	0	 	 	 
200007	6	0	 	 	 
200007	7	0	 	 	 
200007	8	 	 	 	 
200009	1	0	 	 	 
200009	2	2	70	0	 
200009	3	0	 	 	 
200009	4	2	200	0	 
200009	5	0	 	 	 
200009	6	2	290	0	 
200009	7	0	 	 	 
200009	8	 	 	 	 
200010	1	0	 	 	 
200010	2	0	 	 	 
200010	3	0	 	 	 
200010	4	0	 	 	 
200010	5	0	 	 	 
200010	6	0	 	 	 
200010	7	0	 	 	 
200010	8	 	 	 	 
200011	1	0	 	 	 
200011	2	0	 	 	 
200011	3	0	 	 	 
200011	4	1	50	0	 
200011	5	0	 	 	 
200011	6	0	 	 	 
200011	7	0	 	 	 
200011	8	 	 	 	 
200012	1	0	 	 	 
200012	2	0	 	 	 
200012	3	0	 	 	 
200012	4	1	100	0	 
200012	5	0	 	 	 
200012	6	0	 	 	 
200012	7	1	50	0	 
200012	8	 	 	 	 
200013	1	0	 	 	 
200013	2	0	 	 	 
200013	3	0	 	 	 
200013	4	2	200	0	 
200013	5	0	 	 	 
200013	6	0	 	 	 
200013	7	0	 	 	 
200013	8	 	 	 	 
200015	1	0	 	 	 
200015	2	2	210	0	 
200015	3	0	 	 	 
200015	4	2	500	0	 
200015	5	0	 	 	 
200015	6	0	 	 	 
200015	7	0	 	 	 
200015	8	 	 	 	 
200016	1	0	 	 	 
200016	2	2	70	0	 
200016	3	0	 	 	 
200016	4	1	120	0	 
200016	5	1	180	0	 
200016	6	1	580	0	 
200016	7	1	90	0	 
200016	8	 	 	 	 
200017	1	0	 	 	 
200017	2	1	70	0	 
200017	3	0	 	 	 
200017	4	1	100	0	 
200017	5	1	100	0	 
200017	6	1	290	0	 
200017	7	0	 	 	 
200017	8	 	 	 	 
200019	1	0	 	 	 
200019	2	2	70	0	 
200019	3	0	 	 	 
200019	4	2	200	0	 
200019	5	0	 	 	 
200019	6	2	290	0	 
200019	7	0	 	 	 
200019	8	 	 	 	 
200020	1	0	 	 	 
200020	2	2	140	0	 
200020	3	0	 	 	 
200020	4	2	300	0	 
200020	5	0	 	 	 
200020	6	2	580	0	 
200020	7	0	 	 	 
200020	8	 	 	 	 
200021	1	0	 	 	 
200021	2	2	70	0	 
200021	3	0	 	 	 
200021	4	0	 	 	 
200021	5	1	200	0	 
200021	6	1	270	0	 
200021	7	0	 	 	 
200021	8	 	 	 	 
200022	1	0	 	 	 
200022	2	2	70	0	 
200022	3	0	 	 	 
200022	4	1	200	0	 
200022	5	1	200	0	 
200022	6	2	240	0	 
200022	7	0	 	 	 
200022	8	 	 	 	 
200024	1	0	 	 	 
200024	2	0	 	 	 
200024	3	0	 	 	 
200024	4	0	 	 	 
200024	5	1	200	0	 
200024	6	1	290	0	 
200024	7	0	 	 	 
200024	8	 	 	 	 
200025	1	0	 	 	 
200025	2	1	80	0	 
200025	3	1	50	0	 
200025	4	1	20	0	 
200025	5	1	90	0	 
200025	6	1	259	0	 
200025	7	1	105	0	 
200025	8	 	 	 	 
200027	1	1	180	0	 
200027	2	2	140	0	 
200027	3	0	 	 	 
200027	4	2	200	0	 
200027	5	0	 	 	 
200027	6	2	580	0	 
200027	7	1	60	0	 
200027	8	 	 	 	 
200029	1	1	-77	0	 
200029	2	1	-77	0	 
200029	3	1	-77	0	 
200029	4	1	-77	0	 
200029	5	1	-77	0	 
200029	6	1	-77	0	 
200029	7	0	 	 	 
200029	8	 	1440	 	 
200030	1	1	-77	0	 
200030	2	0	 	 	 
200030	3	0	 	 	 
200030	4	1	60	0	 
200030	5	0	 	 	 
200030	6	1	-77	0	 
200030	7	0	 	 	 
200030	8	 	1200	 	 
200032	1	0	 	 	 
200032	2	2	97	0	 
200032	3	0	 	 	 
200032	4	1	200	0	 
200032	5	0	 	 	 
200032	6	1	420	0	 
200032	7	0	 	 	 
200032	8	 	 	 	 
200033	1	1	-77	0	 
200033	2	0	 	 	 
200033	3	1	200	0	 
200033	4	1	90	0	 
200033	5	1	50	0	 
200033	6	1	289	0	 
200033	7	1	50	0	 
200033	8	 	1200	 	 
200034	1	1	-77	0	 
200034	2	1	70	0	 
200034	3	1	50	0	 
200034	4	1	90	0	 
200034	5	1	50	0	 
200034	6	1	289	0	 
200034	7	1	30	0	 
200034	8	 	1300	 	 
200035	1	0	 	 	 
200035	2	2	70	0	 
200035	3	0	 	 	 
200035	4	2	100	0	 
200035	5	0	 	 	 
200035	6	0	 	 	 
200035	7	0	 	 	 
200035	8	 	 	 	 
200036	1	1	-77	0	 
200036	2	1	70	0	 
200036	3	1	50	0	 
200036	4	1	90	0	 
200036	5	1	50	0	 
200036	6	1	289	0	 
200036	7	1	40	0	 
200036	8	 	1300	 	 
200039	1	1	-77	0	 
200039	2	1	-77	0	 
200039	3	0	 	 	 
200039	4	1	-77	0	 
200039	5	1	-77	0	 
200039	6	1	-77	0	 
200039	7	0	 	 	 
200039	8	 	1600	 	 
200040	1	0	 	 	 
200040	2	1	70	0	 
200040	3	0	 	 	 
200040	4	1	60	0	 
200040	5	1	-77	0	 
200040	6	1	290	0	 
200040	7	0	 	 	 
200040	8	 	1200	 	 
200041	1	0	 	 	 
200041	2	0	 	 	 
200041	3	0	 	 	 
200041	4	0	 	 	 
200041	5	1	90	0	 
200041	6	0	 	 	 
200041	7	0	 	 	 
200041	8	 	 	 	 
200042	1	1	90	0	 
200042	2	2	70	0	 
200042	3	0	 	 	 
200042	4	2	100	0	 
200042	5	0	 	 	 
200042	6	2	290	0	 
200042	7	1	30	0	 
200042	8	 	 	 	 
200043	1	1	-77	0	 
200043	2	1	70	0	 
200043	3	0	 	 	 
200043	4	1	100	0	 
200043	5	1	90	0	 
200043	6	1	290	0	 
200043	7	0	 	 	 
200043	8	 	700	 	 
200046	1	0	 	 	 
200046	2	1	70	0	 
200046	3	0	 	 	 
200046	4	1	-77	0	 
200046	5	1	-77	0	 
200046	6	1	290	0	 
200046	7	0	 	 	 
200046	8	 	1150	 	 
200048	1	1	-77	0	 
200048	2	0	 	 	 
200048	3	1	50	0	 
200048	4	1	100	0	 
200048	5	1	100	0	 
200048	6	0	 	 	 
200048	7	1	60	0	 
200048	8	 	600	 	 
200049	1	1	90	0	 
200049	2	2	70	0	 
200049	3	0	 	 	 
200049	4	2	100	0	 
200049	5	2	120	0	 
200049	6	2	290	0	 
200049	7	1	30	0	 
