CHILDCODE	EDCHSTR4	ATSCR4	GRDER4	SAMESCR4	TYSCR4	PROVR4	SITER4	SCHNMER4
40118	10	1	4	1	3	1	4	81
40118	11	1	5	1	3	1	4	81
40118	12	1	6	0	3	1	4	134
40119	5	0	 	 	 	 	 	 
40119	6	1	50	0	3	1	4	774
40119	7	1	1	0	3	1	4	82
40119	8	1	2	1	3	1	4	82
40119	9	1	3	1	3	1	4	82
40119	10	1	4	1	3	1	4	82
40119	11	1	5	1	3	1	4	82
40119	12	1	6	0	3	1	4	134
40122	5	1	50	1	3	1	4	777
40122	6	1	1	0	1	1	4	81
40122	7	1	2	0	1	98	98	672
40122	8	1	3	1	1	98	98	672
40122	9	1	4	1	1	98	98	672
40122	10	1	5	1	1	98	98	672
40122	11	1	6	0	3	98	98	517
40122	12	1	7	1	3	98	98	517
40129	5	0	 	 	 	 	 	 
40129	6	1	50	0	3	1	4	777
40129	7	1	1	0	3	1	4	82
40129	8	1	2	1	3	1	4	82
40129	9	1	3	1	3	1	4	82
40129	10	1	4	1	3	1	4	82
40129	11	1	5	1	3	1	4	82
40129	12	1	6	0	3	1	4	134
40143	5	1	50	1	3	1	4	773
40143	6	1	50	1	3	1	4	773
40143	7	1	1	0	3	1	4	83
40143	8	1	2	1	3	1	4	83
40143	9	1	3	1	3	1	4	83
40143	10	1	4	1	3	1	4	83
40143	11	1	5	1	3	1	4	83
40143	12	1	6	0	3	1	4	135
40145	5	88	 	 	 	 	 	 
40145	6	1	50	0	3	1	4	773
40145	7	1	1	0	3	1	4	83
40145	8	1	2	1	3	1	4	83
40145	9	1	3	1	3	1	4	83
40145	10	1	4	1	3	1	4	83
40145	11	1	5	1	3	1	4	83
40145	12	1	6	0	3	1	4	135
40151	5	88	 	 	 	 	 	 
40151	6	1	50	0	3	1	4	773
40151	7	1	1	0	3	1	4	83
40151	8	1	2	1	3	1	4	83
40151	9	1	3	1	3	1	4	83
40151	10	1	4	1	3	1	4	83
40151	11	1	5	1	3	1	4	83
40151	12	1	6	0	3	1	98	416
40164	5	88	 	 	 	 	 	 
40164	6	1	50	0	3	1	2	773
40164	7	1	1	0	3	1	4	83
40164	8	1	2	1	3	1	4	83
40164	9	1	3	1	3	1	4	83
40164	10	1	4	1	3	1	4	83
40164	11	1	5	1	3	1	4	83
40164	12	1	6	0	3	1	4	135
40171	5	1	50	0	3	1	2	773
40171	6	1	50	1	3	1	2	773
40171	7	1	1	0	3	1	4	84
40171	8	1	2	0	3	1	98	571
40171	9	1	3	1	3	1	98	571
40171	10	1	4	1	3	1	98	571
40171	11	1	5	1	3	1	98	571
40171	12	1	6	0	3	1	98	424
40174	5	88	 	 	 	 	 	 
40174	6	1	50	0	3	1	4	773
40174	7	1	1	0	3	1	4	83
40174	8	1	2	1	3	1	4	83
40174	9	1	3	1	3	1	4	83
40174	10	1	4	1	3	1	4	83
40174	11	1	5	1	3	1	4	83
40174	12	1	6	0	3	1	4	135
50001	5	0	 	 	 	 	 	 
50001	6	1	50	0	3	2	5	793
50001	7	1	1	0	3	2	98	593
50001	8	1	2	1	3	2	98	593
50001	9	1	3	1	3	2	98	593
50001	10	1	4	1	3	2	98	593
50001	11	1	5	1	3	2	98	593
50001	12	1	6	0	3	2	98	431
50002	5	1	50	1	3	2	5	793
50002	6	1	1	0	3	2	5	793
50002	7	1	2	1	3	2	5	793
50002	8	1	3	1	3	2	5	793
50002	9	1	4	1	3	2	5	793
50002	10	1	5	1	3	2	5	793
50002	11	1	6	0	3	2	5	105
50002	12	1	7	1	3	2	5	105
50003	5	0	 	 	 	 	 	 
50003	6	0	 	 	 	 	 	 
50003	7	0	 	 	 	 	 	 
50003	8	1	1	0	3	2	5	1
50003	9	1	2	1	3	2	5	1
50003	10	1	3	1	3	2	5	1
50003	11	1	4	1	3	2	5	1
50003	12	1	5	1	3	2	5	1
50004	5	0	 	 	 	 	 	 
50004	6	0	 	 	 	 	 	 
50004	7	1	50	0	3	2	5	793
50004	8	1	1	0	3	2	5	1
50004	9	1	2	1	3	2	5	1
50004	10	1	3	1	3	2	5	1
50004	11	1	4	1	3	2	5	1
50004	12	1	5	1	3	2	5	1
50005	5	0	 	 	 	 	 	 
50005	6	1	50	0	3	2	5	793
50005	7	1	1	0	3	2	98	588
50005	8	1	2	1	3	2	98	588
50005	9	1	3	0	3	2	5	1
50005	10	1	4	1	3	2	5	1
50005	11	1	5	1	3	2	5	1
50005	12	1	6	0	3	2	5	105
50006	5	88	 	 	 	 	 	 
50006	6	88	 	 	 	 	 	 
50006	7	1	50	1	 	 	 	 
50006	8	1	1	0	3	2	5	1
50006	9	1	2	1	3	2	5	1
50006	10	1	3	1	3	2	5	1
50006	11	1	4	1	3	2	5	1
50006	12	1	5	1	3	2	5	1
50007	5	0	 	 	 	 	 	 
50007	6	0	 	 	 	 	 	 
50007	7	1	50	0	3	2	5	793
50007	8	1	1	0	3	2	5	1
50007	9	1	2	1	3	2	5	1
50007	10	1	3	1	3	2	5	1
50007	11	1	4	1	3	2	5	1
50007	12	1	5	1	3	2	5	1
50008	5	0	 	 	 	 	 	 
50008	6	0	 	 	 	 	 	 
50008	7	1	50	0	3	2	5	793
50008	8	1	1	0	3	2	5	1
50008	9	1	2	1	3	2	5	1
50008	10	1	3	1	3	2	5	1
50008	11	1	4	1	3	2	5	1
50008	12	1	5	1	3	2	5	1
50009	5	0	 	 	 	 	 	 
50009	6	1	50	0	3	2	5	793
50009	7	1	1	0	3	2	5	1
50009	8	1	2	1	3	2	5	1
50009	9	1	3	1	3	2	5	1
50009	10	1	4	0	3	2	98	587
50009	11	1	5	1	3	2	98	587
50009	12	1	6	0	3	2	98	428
50010	5	1	50	0	3	2	5	793
50010	6	1	50	1	3	2	5	793
50010	7	1	1	0	3	2	5	1
50010	8	1	2	1	3	2	5	1
50010	9	1	3	1	3	2	5	1
50010	10	1	4	1	3	2	5	1
50010	11	1	5	1	3	2	5	1
50010	12	1	6	0	3	2	5	105
50011	5	0	 	 	 	 	 	 
50011	6	1	50	0	3	2	5	793
50011	7	1	1	0	3	2	5	1
50011	8	1	2	1	3	2	5	1
50011	9	1	3	1	3	2	5	1
50011	10	1	4	1	3	2	5	1
50011	11	1	5	1	3	2	5	1
50011	12	1	6	0	3	2	5	105
50012	5	88	 	 	 	 	 	 
50012	6	1	50	1	 	 	 	 
50012	7	1	1	0	3	2	5	793
50012	8	1	2	1	3	2	5	793
50012	9	1	3	1	3	2	5	793
50012	10	1	4	1	3	2	5	793
50012	11	1	5	1	3	2	5	793
50012	12	1	6	0	3	2	98	431
50013	5	88	 	 	 	 	 	 
50013	6	1	50	0	3	2	5	793
50013	7	1	1	0	3	2	5	793
50013	8	1	2	1	3	2	5	793
50013	9	1	3	1	3	2	5	793
50013	10	1	4	1	3	2	5	793
50013	11	1	5	1	3	2	5	793
50013	12	1	6	0	3	2	5	105
50014	5	1	50	1	3	2	5	793
50014	6	1	1	0	3	2	5	793
50014	7	1	2	1	3	2	5	793
50014	8	1	3	1	3	2	5	793
50014	9	1	4	1	3	2	5	793
50014	10	1	5	1	3	2	5	793
50014	11	1	6	0	3	2	5	105
50014	12	1	7	1	3	2	5	105
50015	5	1	50	0	3	2	5	793
50015	6	1	50	1	3	2	5	793
50015	7	1	1	0	3	2	5	1
50015	8	1	2	1	3	2	5	1
50015	9	1	3	1	3	2	5	1
50015	10	1	4	1	3	2	5	1
50015	11	1	5	1	3	2	5	1
50015	12	1	6	0	3	2	5	105
50016	5	1	50	1	3	2	5	794
50016	6	1	50	1	3	2	5	794
50016	7	1	1	0	3	2	5	794
50016	8	1	2	1	3	2	5	794
50016	9	1	3	0	3	2	5	1
50016	10	1	4	1	3	2	5	1
50016	11	1	5	1	3	2	5	1
50016	12	1	6	0	3	2	5	105
50017	5	1	50	1	3	2	5	793
50017	6	1	1	0	3	2	5	1
50017	7	1	2	1	3	2	5	1
50017	8	1	3	1	3	2	5	1
50017	9	1	4	1	3	2	5	1
50017	10	1	5	1	3	2	5	1
50017	11	1	5	1	3	2	5	1
50017	12	1	6	0	3	2	5	105
50018	5	0	 	 	 	 	 	 
50018	6	1	50	0	3	2	5	793
50018	7	1	50	1	3	2	5	793
50018	8	1	1	0	3	2	5	1
50018	9	1	2	1	3	2	5	1
50018	10	1	3	1	3	2	5	1
50018	11	1	4	1	3	2	5	1
50018	12	1	5	1	3	2	5	1
50019	5	0	 	 	 	 	 	 
50019	6	0	 	 	 	 	 	 
50019	7	1	50	0	3	2	5	793
50019	8	1	1	0	3	2	5	1
50019	9	1	2	1	3	2	5	1
50019	10	1	3	1	3	2	5	1
50019	11	1	4	1	3	2	5	1
50019	12	1	5	1	3	2	5	1
50021	5	0	 	 	 	 	 	 
50021	6	1	50	0	3	2	5	793
50021	7	1	1	0	3	2	5	1
50021	8	1	2	1	3	2	5	1
50021	9	1	3	1	3	2	5	1
50021	10	1	4	1	3	2	5	1
50021	11	1	5	1	3	2	5	1
50021	12	1	6	0	3	2	5	105
50022	5	1	50	0	3	2	5	793
50022	6	1	1	0	3	2	5	793
50022	7	1	2	1	3	2	5	793
50022	8	1	3	1	3	2	5	793
50022	9	1	4	1	3	2	5	793
50022	10	1	5	1	3	2	5	793
50022	11	1	6	0	3	2	5	1
50022	12	1	7	1	3	2	5	1
50023	5	0	 	 	 	 	 	 
50023	6	0	 	 	 	 	 	 
50023	7	1	50	0	3	2	5	793
50023	8	1	1	0	2	2	5	1
50023	9	1	2	1	2	2	5	1
50023	10	1	3	1	2	2	5	1
50023	11	1	4	1	2	2	5	1
50023	12	1	5	1	2	2	5	1
50024	5	0	 	 	 	 	 	 
50024	6	0	 	 	 	 	 	 
50024	7	1	50	0	3	2	5	793
50024	8	1	1	0	3	2	5	1
50024	9	1	2	1	3	2	5	1
50024	10	1	3	1	3	2	5	1
50024	11	1	4	1	3	2	5	1
50024	12	1	5	1	3	2	5	1
50025	5	88	 	 	 	 	 	 
50025	6	1	50	77	3	2	5	793
50025	7	1	1	0	3	2	5	793
50025	8	1	2	1	3	2	5	793
50025	9	1	3	1	3	2	5	793
50025	10	1	4	1	3	2	5	793
50025	11	1	5	1	3	2	5	793
50025	12	1	6	0	3	2	5	105
50026	5	88	 	 	 	 	 	 
50026	6	0	 	 	 	 	 	 
50026	7	1	1	0	3	2	98	805
50026	8	1	2	1	3	2	98	805
50026	9	1	3	1	3	2	98	805
50026	10	1	4	1	3	2	98	805
50026	11	1	5	1	3	2	98	805
50026	12	1	6	0	3	2	98	587
50027	5	0	 	 	 	 	 	 
50027	6	1	50	0	3	2	5	793
50027	7	1	1	0	3	2	5	1
50027	8	1	2	1	3	2	5	1
50027	9	1	3	1	3	2	5	1
50027	10	1	4	1	3	2	5	1
50027	11	1	5	1	3	2	5	1
50027	12	1	6	0	3	2	5	105
50028	5	88	 	 	 	 	 	 
50028	6	1	50	1	 	 	 	 
50028	7	1	1	0	3	2	5	793
50028	8	1	2	1	3	2	5	793
50028	9	1	3	1	3	2	5	793
50028	10	1	4	1	3	2	5	793
50028	11	1	5	1	3	2	5	793
50028	12	1	6	0	3	2	5	105
50029	5	1	50	0	3	2	5	804
50029	6	1	1	0	3	2	5	804
50029	7	1	2	1	3	2	5	804
50029	8	1	3	1	3	2	5	804
50029	9	1	4	1	3	2	5	804
50029	10	1	5	1	3	2	5	804
50029	11	1	6	0	3	2	5	431
50029	12	1	7	1	3	2	5	431
50031	5	0	 	 	 	 	 	 
50031	6	0	 	 	 	 	 	 
50031	7	1	50	0	3	2	5	793
50031	8	1	1	0	3	2	98	593
50031	9	1	2	1	3	2	98	593
50031	10	1	3	1	3	2	98	593
50031	11	1	4	1	3	2	98	593
50031	12	1	5	1	3	2	98	593
50032	5	0	 	 	 	 	 	 
50032	6	1	50	0	3	98	98	1035
50032	7	1	50	1	3	98	98	1035
50032	8	1	1	0	3	98	98	686
50032	9	1	2	1	3	98	98	686
50032	10	1	3	1	3	98	98	686
50032	11	1	4	1	3	98	98	686
50032	12	1	5	1	3	98	98	686
50034	5	88	 	 	 	 	 	 
50034	6	1	50	1	 	 	 	 
50034	7	1	1	0	3	2	5	1
50034	8	1	2	1	3	2	5	1
50034	9	1	3	1	3	2	5	1
50034	10	1	4	1	3	2	5	1
50034	11	1	5	1	3	2	5	1
50034	12	1	6	0	3	2	5	105
50035	5	0	 	 	 	 	 	 
50035	6	1	50	0	3	2	98	803
50035	7	1	1	0	3	2	98	593
50035	8	1	2	1	3	2	98	593
50035	9	1	3	1	3	2	98	593
50035	10	1	4	1	3	2	98	593
50035	11	1	5	1	3	2	98	593
50035	12	1	6	0	3	2	98	431
50036	5	1	50	0	3	2	5	804
50036	6	1	1	0	3	2	5	804
50036	7	1	2	1	3	2	5	804
50036	8	1	3	1	3	2	5	804
50036	9	1	4	1	3	2	5	804
50036	10	1	5	1	3	2	5	804
50036	11	1	6	0	3	2	98	431
50036	12	1	7	1	3	2	98	431
50037	5	0	 	 	 	 	 	 
50037	6	1	50	0	3	2	5	793
50037	7	1	1	0	3	2	5	1
50037	8	1	2	1	3	2	5	1
50037	9	1	3	1	3	2	5	1
50037	10	1	4	1	3	2	5	1
50037	11	1	5	1	3	2	5	1
50037	12	1	6	0	3	2	5	105
50038	5	0	 	 	 	 	 	 
50038	6	1	50	0	3	2	5	793
50038	7	1	1	0	3	2	5	1
50038	8	1	2	1	3	2	5	1
50038	9	1	3	1	3	2	5	1
50038	10	1	4	1	3	2	5	1
50038	11	1	5	1	3	2	5	1
50038	12	1	6	0	3	2	5	103
50040	5	1	50	0	3	2	5	793
50040	6	1	1	0	3	2	5	1
50040	7	1	2	1	3	2	5	1
50040	8	1	3	1	3	2	5	1
50040	9	1	4	1	3	2	5	1
50040	10	1	5	0	3	98	98	700
50040	11	1	6	0	3	98	98	538
50040	12	1	7	1	3	98	98	538
50041	5	1	50	1	3	2	5	793
50041	6	1	1	0	3	2	5	793
50041	7	1	2	1	3	2	5	793
50041	8	1	3	1	3	2	5	793
50041	9	1	4	1	3	2	5	793
50041	10	1	5	1	3	2	5	793
50041	11	1	6	0	3	2	5	105
50041	12	1	7	1	3	2	5	105
50042	5	88	 	 	 	 	 	 
50042	6	1	50	1	 	 	 	 
50042	7	1	1	0	3	2	5	1
50042	8	1	2	1	3	2	5	1
50042	9	1	3	1	3	2	5	1
50042	10	1	4	1	3	2	5	1
50042	11	1	5	1	3	2	5	1
50042	12	1	6	0	3	2	5	105
50043	5	0	 	 	 	 	 	 
50043	6	1	50	0	3	2	5	793
50043	7	1	1	0	3	2	5	601
50043	8	1	2	0	3	2	5	105
50043	9	1	3	1	3	2	5	105
50043	10	1	4	1	3	2	5	105
50043	11	1	5	1	3	2	5	105
50043	12	1	6	0	3	2	5	105
50044	5	1	50	0	3	2	5	793
50044	6	1	50	1	3	2	5	793
50044	7	1	50	1	3	2	5	793
50044	8	1	1	0	3	2	5	1
50044	9	1	2	1	3	2	5	1
50044	10	1	3	1	3	2	5	1
50044	11	1	4	1	3	2	5	1
50044	12	1	5	1	3	2	5	1
50045	5	1	50	1	3	2	5	793
50045	6	1	1	0	3	2	5	793
50045	7	1	2	1	3	2	5	793
50045	8	1	3	1	3	2	5	793
50045	9	1	4	1	3	2	5	793
50045	10	1	5	1	3	2	5	793
50045	11	1	6	0	3	2	5	105
50045	12	1	7	1	3	2	5	105
50046	5	0	 	 	 	 	 	 
50046	6	1	50	0	3	2	5	793
50046	7	1	1	0	3	2	5	1
50046	8	1	2	1	3	2	5	1
50046	9	1	3	1	3	2	5	1
50046	10	1	4	1	3	2	5	1
50046	11	1	5	1	3	2	5	1
50046	12	1	6	0	3	2	5	105
50047	5	1	50	1	3	2	5	793
50047	6	1	1	0	3	2	5	793
50047	7	1	2	1	3	2	5	793
50047	8	1	3	1	3	2	5	793
50047	9	1	4	1	3	2	5	793
50047	10	1	5	1	3	2	5	793
50047	11	1	6	0	3	2	5	105
50047	12	1	7	1	3	2	5	105
50048	5	88	 	 	 	 	 	 
50048	6	1	50	0	3	2	98	804
50048	7	1	1	0	3	2	5	593
50048	8	1	2	1	3	2	5	593
50048	9	1	3	0	3	2	98	600
50048	10	1	4	1	3	2	98	600
50048	11	1	5	1	3	2	98	600
50048	12	1	6	0	3	2	98	436
50049	5	88	 	 	 	 	 	 
50049	6	1	50	1	 	 	 	 
50049	7	1	1	0	3	2	5	1
50049	8	1	2	1	3	2	5	1
50049	9	1	3	1	3	2	5	1
50049	10	1	4	1	3	2	5	1
50049	11	1	5	1	3	2	5	1
50049	12	1	6	0	3	2	5	105
50050	5	0	 	 	 	 	 	 
50050	6	1	50	0	3	2	5	793
50050	7	1	1	0	3	2	5	2
50050	8	1	1	0	3	2	98	603
50050	9	1	2	1	3	2	98	603
50050	10	1	2	1	3	2	98	603
50050	11	1	3	1	3	2	98	603
50050	12	1	4	1	3	2	98	603
50052	5	88	 	 	 	 	 	 
50052	6	88	 	 	 	 	 	 
50052	7	1	50	1	 	 	 	 
50052	8	1	1	0	3	2	5	2
50052	9	1	2	1	3	2	5	2
50052	10	1	3	1	3	2	5	2
50052	11	1	4	1	3	2	5	2
50052	12	1	5	1	3	2	5	2
50053	5	0	 	 	 	 	 	 
50053	6	0	 	 	 	 	 	 
50053	7	1	50	0	3	2	98	806
50053	8	1	1	0	3	2	98	590
50053	9	1	2	1	3	2	98	590
50053	10	1	3	1	3	2	98	590
50053	11	1	4	1	3	2	98	590
50053	12	1	5	1	3	2	98	590
50054	5	1	50	0	3	2	5	793
50054	6	1	50	1	3	2	5	793
50054	7	1	1	0	3	2	5	2
50054	8	1	2	1	3	2	5	2
50054	9	1	3	1	3	2	5	2
50054	10	1	4	1	3	2	5	2
50054	11	1	5	1	3	2	5	2
50054	12	1	6	0	3	2	5	105
50055	5	88	 	 	 	 	 	 
50055	6	1	50	1	 	 	 	 
50055	7	1	1	0	3	2	5	2
50055	8	1	2	1	3	2	5	2
50055	9	1	3	0	3	98	98	674
50055	10	1	4	1	3	98	98	674
50055	11	1	5	1	3	98	98	674
50055	12	1	6	0	3	98	98	510
50056	5	0	 	 	 	 	 	 
50056	6	1	50	0	2	2	5	793
50056	7	1	1	0	3	2	5	2
50056	8	1	1	1	3	2	5	2
50056	9	1	2	1	3	2	5	2
50056	10	1	3	1	3	2	5	2
50056	11	1	4	1	3	2	5	2
50056	12	1	5	1	3	2	5	2
50057	5	1	50	0	3	2	5	793
50057	6	1	50	1	3	2	5	793
50057	7	1	1	0	3	2	5	2
50057	8	1	2	1	3	2	5	2
50057	9	1	3	1	3	2	5	2
50057	10	1	4	1	3	2	5	2
50057	11	1	5	1	3	2	5	2
50057	12	1	6	0	3	2	98	440
50058	5	0	 	 	 	 	 	 
50058	6	0	 	 	 	 	 	 
50058	7	1	1	0	3	2	5	2
50058	8	1	2	1	3	2	5	2
50058	9	1	3	1	3	2	5	2
50058	10	1	4	1	3	2	5	2
50058	11	1	5	1	3	2	5	2
50058	12	1	6	0	3	2	98	440
50059	5	88	 	 	 	 	 	 
50059	6	88	 	 	 	 	 	 
50059	7	1	50	1	 	 	 	 
50059	8	1	1	0	3	2	5	2
50059	9	1	2	1	3	2	5	2
50059	10	1	3	1	3	2	5	2
50059	11	1	4	1	3	2	5	2
50059	12	1	5	1	3	2	5	2
50060	5	88	 	 	 	 	 	 
50060	6	1	50	0	3	2	98	806
50060	7	1	1	0	3	2	98	806
50060	8	1	2	1	3	2	98	806
50060	9	1	3	1	3	2	98	806
50060	10	1	4	1	3	2	98	806
50060	11	1	5	1	3	2	98	806
50060	12	1	6	0	3	2	98	590
50061	5	88	 	 	 	 	 	 
50061	6	1	50	0	3	2	5	793
50061	7	1	1	0	3	2	5	793
50061	8	1	2	1	3	2	5	793
50061	9	1	3	1	3	2	5	793
50061	10	1	4	1	3	2	5	793
50061	11	1	5	1	3	2	5	793
50061	12	1	6	0	3	2	5	105
50062	5	0	 	 	 	 	 	 
50062	6	0	 	 	 	 	 	 
50062	7	1	50	0	3	2	98	806
50062	8	1	1	0	3	2	98	590
50062	9	1	2	1	3	2	98	590
50062	10	1	3	1	3	2	98	590
50062	11	1	4	1	3	2	98	590
50062	12	1	5	1	3	2	98	590
50065	5	1	50	1	3	2	5	802
50065	6	1	1	0	3	2	5	802
50065	7	1	2	1	3	2	5	802
50065	8	1	3	1	3	2	5	802
50065	9	1	4	1	3	2	5	802
50065	10	1	5	1	3	2	5	802
50065	11	1	6	0	3	2	5	5
50065	12	1	7	1	3	2	5	5
50066	5	0	 	 	 	 	 	 
50066	6	1	50	0	3	2	5	802
50066	7	1	1	0	3	2	5	5
50066	8	1	2	1	3	2	5	5
50066	9	1	3	1	3	2	5	5
50066	10	1	4	1	3	2	5	5
50066	11	1	5	1	3	2	5	5
50066	12	1	6	0	3	2	5	102
50068	5	0	 	 	 	 	 	 
50068	6	1	50	0	3	2	5	802
50068	7	1	50	1	3	2	5	802
50068	8	1	1	0	3	2	5	5
50068	9	1	2	1	3	2	5	5
50068	10	1	3	1	3	2	5	5
50068	11	1	4	1	3	2	5	5
50068	12	1	5	1	3	2	5	5
50069	5	88	 	 	 	 	 	 
50069	6	1	50	0	3	2	5	802
50069	7	1	1	0	2	2	5	5
50069	8	1	2	1	2	2	5	5
50069	9	1	3	1	2	2	5	5
50069	10	1	4	1	2	2	5	5
50069	11	1	5	1	2	2	5	5
50069	12	1	6	0	3	2	5	102
50070	5	88	 	 	 	 	 	 
50070	6	88	 	 	 	 	 	 
50070	7	1	1	1	 	 	 	 
50070	8	1	1	0	3	2	5	5
50070	9	1	2	1	3	2	5	5
50070	10	1	3	1	3	2	5	5
50070	11	1	4	1	3	2	5	5
50070	12	1	5	1	3	2	5	5
50072	5	88	 	 	 	 	 	 
50072	6	1	50	1	 	 	 	 
50072	7	1	1	0	3	2	5	5
50072	8	1	2	1	3	2	5	5
50072	9	1	3	1	3	2	5	5
50072	10	1	4	1	3	2	5	5
50072	11	1	5	1	3	2	5	5
50072	12	1	6	0	3	2	5	103
50073	5	88	 	 	 	 	 	 
50073	6	1	50	1	 	 	 	 
50073	7	1	1	0	3	2	5	5
50073	8	1	2	1	3	2	5	5
50073	9	1	3	1	3	2	5	5
50073	10	1	4	1	3	2	5	5
50073	11	1	5	1	3	2	5	5
50073	12	1	6	0	3	2	5	103
50074	5	1	50	0	3	98	98	1034
50074	6	1	50	1	3	98	98	1034
50074	7	1	1	0	3	98	98	684
50074	8	1	2	1	3	98	98	684
50074	9	1	3	1	3	98	98	684
50074	10	1	4	1	3	98	98	684
50074	11	1	5	1	3	98	98	684
50074	12	1	6	0	3	98	98	525
50075	5	1	50	0	3	2	5	802
50075	6	1	50	1	3	2	5	802
50075	7	1	1	0	3	2	5	5
50075	8	1	2	1	3	2	5	5
50075	9	1	3	1	3	2	5	5
50075	10	1	4	1	3	2	5	5
50075	11	1	5	1	3	2	5	5
50075	12	1	6	0	3	2	5	102
50076	5	88	 	 	 	 	 	 
50076	6	1	50	1	 	 	 	 
50076	7	1	1	0	3	2	5	5
50076	8	1	2	1	3	2	5	5
50076	9	1	3	1	3	2	5	5
50076	10	1	4	1	3	2	5	5
50076	11	1	5	1	3	2	5	5
50076	12	1	6	0	3	2	5	102
50077	5	1	50	1	3	2	5	802
50077	6	1	1	0	3	2	5	802
50077	7	1	2	1	3	2	5	802
50077	8	1	3	1	3	2	5	802
50077	9	1	4	1	3	2	5	802
50077	10	1	5	1	3	2	5	802
50077	11	1	6	0	3	2	5	5
50077	12	1	7	1	3	2	5	5
50078	5	88	 	 	 	 	 	 
50078	6	88	 	 	 	 	 	 
50078	7	1	50	1	 	 	 	 
50078	8	1	1	0	3	2	5	5
50078	9	1	2	1	3	2	5	5
50078	10	1	3	1	3	2	5	5
50078	11	1	4	1	3	2	5	5
50078	12	1	5	1	3	2	5	5
50079	5	0	 	 	 	 	 	 
50079	6	1	50	0	3	2	5	802
50079	7	1	1	0	3	2	5	5
50079	8	1	2	1	3	2	5	5
50079	9	1	3	1	3	2	5	5
50079	10	1	4	1	3	2	5	5
50079	11	1	5	1	3	2	5	5
50079	12	1	6	0	3	2	5	102
50080	5	0	 	 	 	 	 	 
50080	6	1	50	0	3	2	5	802
50080	7	1	1	0	3	2	5	5
50080	8	1	2	1	3	2	5	5
50080	9	1	3	1	3	2	5	5
50080	10	1	4	1	3	2	5	5
50080	11	1	5	1	3	2	5	5
50080	12	1	6	0	3	2	5	102
50081	5	0	 	 	 	 	 	 
50081	6	1	50	0	3	2	5	802
50081	7	1	1	0	3	2	5	5
50081	8	1	2	1	3	2	5	5
50081	9	1	3	1	3	2	5	5
50081	10	1	4	1	3	2	5	5
50081	11	1	5	1	3	2	5	5
50081	12	1	6	0	3	2	5	102
50082	5	88	 	 	 	 	 	 
50082	6	88	 	 	 	 	 	 
50082	7	1	50	1	 	 	 	 
50082	8	1	1	0	3	2	5	5
50082	9	1	2	1	3	2	5	5
50082	10	1	3	1	3	2	5	5
50082	11	1	4	1	3	2	5	5
50082	12	1	5	1	3	2	5	5
50083	5	0	 	 	 	 	 	 
50083	6	0	 	 	 	 	 	 
50083	7	1	50	0	3	2	5	802
50083	8	1	1	0	3	2	5	5
50083	9	1	2	1	3	2	5	5
50083	10	1	3	1	3	2	5	5
50083	11	1	4	1	3	2	5	5
50083	12	1	5	1	3	2	5	5
50084	5	1	50	0	3	2	5	802
50084	6	1	50	1	3	2	5	802
50084	7	1	1	0	3	2	5	5
50084	8	1	2	1	3	2	5	5
50084	9	0	 	 	 	 	 	 
50084	10	0	 	 	 	 	 	 
50084	11	0	 	 	 	 	 	 
50084	12	0	 	 	 	 	 	 
50085	5	1	50	1	3	2	5	802
50085	6	1	1	0	3	2	5	802
50085	7	1	2	1	3	2	5	802
50085	8	1	3	1	3	2	5	802
50085	9	1	4	1	3	2	5	802
50085	10	1	5	1	3	2	5	802
50085	11	1	6	0	3	2	5	5
50085	12	1	7	1	3	2	5	5
50086	5	0	 	 	 	 	 	 
50086	6	0	 	 	 	 	 	 
50086	7	1	50	0	3	2	5	802
50086	8	1	1	0	3	2	5	5
50086	9	1	2	1	3	2	5	5
50086	10	1	3	1	3	2	5	5
50086	11	1	4	1	3	2	5	5
50086	12	1	5	1	3	2	5	5
50087	5	0	 	 	 	 	 	 
50087	6	1	50	0	3	2	6	798
50087	7	1	50	1	3	2	6	798
50087	8	1	1	0	3	2	6	3
50087	9	1	2	1	3	2	6	3
50087	10	1	3	1	3	2	6	3
50087	11	1	4	1	3	2	6	3
50087	12	1	5	1	3	2	6	3
50089	5	0	 	 	 	 	 	 
50089	6	0	 	 	 	 	 	 
50089	7	0	 	 	 	 	 	 
50089	8	1	1	0	3	2	5	5
50089	9	1	2	1	3	2	5	5
50089	10	1	3	1	3	2	5	5
50089	11	1	4	1	3	2	5	5
50089	12	1	5	1	3	2	5	5
50091	5	1	50	1	3	2	5	802
50091	6	1	50	1	3	2	5	802
50091	7	1	1	0	3	2	5	5
50091	8	1	2	1	3	2	5	5
50091	9	1	3	1	3	2	5	5
50091	10	1	4	1	3	2	5	5
50091	11	1	5	1	3	2	5	5
50091	12	1	6	0	3	2	5	102
50092	5	0	 	 	 	 	 	 
50092	6	1	50	0	3	2	5	802
50092	7	1	1	0	3	2	5	5
50092	8	1	2	1	3	2	5	5
50092	9	1	3	1	3	2	5	5
50092	10	1	4	1	3	2	5	5
50092	11	1	4	1	3	2	5	5
50092	12	1	5	1	3	2	5	5
50093	5	88	 	 	 	 	 	 
50093	6	1	50	1	 	 	 	 
50093	7	1	1	0	3	2	5	802
50093	8	1	2	1	3	2	5	802
50093	9	1	3	1	3	2	5	802
50093	10	1	4	1	3	2	5	802
50093	11	1	5	1	3	2	5	802
50093	12	1	6	0	3	2	5	5
50094	5	88	 	 	 	 	 	 
50094	6	1	50	0	3	2	5	802
